Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
BLOCK 1101,10/3/2020,14:00:00,38.52,39.35,37.88,35.95,0,593.08,17.24,227.82,1004.96,0.96
BLOCK 1101,10/3/2020,15:00:00,37.72,38.48,37.13,38.46,0,432.6,19.75,241.01,1004.72,0.88
BLOCK 1101,10/3/2020,16:00:00,36.79,37.57,36.13,40.32,0,246.7,21.87,251.69,1004.44,0.79
BLOCK 1101,10/3/2020,17:00:00,35.19,36.13,34.27,45.12,0,80.11,20.29,258.57,1004.28,0.61
BLOCK 1101,10/3/2020,18:00:00,33.22,34.27,32.33,49.1,0,3.55,13.94,260.25,1004.46,0.41
BLOCK 1101,10/3/2020,19:00:00,31.41,32.33,30.34,59.74,0,0.01,8.43,243.25,1004.67,0.22
BLOCK 1101,10/3/2020,20:00:00,29.64,30.34,29.12,68.38,0,0.03,5.16,203.96,1005.14,0.14
BLOCK 1101,10/3/2020,21:00:00,28.73,29.14,28.23,76.21,0,0.05,2.27,163.25,1005.61,0.06
BLOCK 1101,10/3/2020,22:00:00,28.17,28.41,27.76,73.62,0,0.02,5.08,139.38,1006.19,0.12
BLOCK 1101,10/5/2020,7:00:00,27.7,28.92,26.88,82.9,0,193.3,6.64,48.15,936.62,0.15
BLOCK 1101,10/5/2020,8:00:00,30.46,31.3,28.86,78.59,0,369,6.09,50.91,1010.33,0.29
BLOCK 1101,10/5/2020,9:00:00,33.15,34.6,31.28,61.71,0,545.73,5.96,80.72,1010.69,0.49
BLOCK 1101,10/5/2020,10:00:00,35.97,37.34,34.33,45.14,0,672.77,4.69,115.64,1010.52,0.65
BLOCK 1101,10/5/2020,11:00:00,37.85,38.78,36.93,35.57,0,731.68,6.17,217.95,1010.14,0.8
BLOCK 1101,10/5/2020,12:00:00,39.96,40.52,39.45,30.19,0,737.5,8.43,231.17,979.13,0.93
BLOCK 1101,10/5/2020,13:00:00,40.06,40.88,39.4,27.87,0,698.18,14.11,223.14,1007.85,1
BLOCK 1101,10/5/2020,14:00:00,39.81,40.71,39.28,25.86,0,590.37,17.51,225.71,1007.2,1
BLOCK 1101,10/5/2020,15:00:00,38.7,39.96,37.92,31.17,0,430.98,20.03,235.33,1006.96,1
BLOCK 1101,10/5/2020,16:00:00,36.84,38.4,35.43,39.69,0,240.37,22.33,246.61,1006.85,0.8
BLOCK 1101,10/5/2020,17:00:00,34.21,35.55,32.77,51.81,0,67.18,21.14,252.86,1006.78,0.53
BLOCK 1101,10/5/2020,18:00:00,31.67,32.78,31.02,64.58,0,2.07,17.51,243.3,1006.94,0.31
BLOCK 1101,10/5/2020,19:00:00,30.4,31.02,29.76,69.78,0,0.02,10.15,231.08,1007.34,0.18
BLOCK 1101,10/5/2020,20:00:00,29.09,29.76,28.61,73.29,0,0.05,5.36,169.98,1007.86,0.12
BLOCK 1101,10/5/2020,21:00:00,28.17,28.74,27.86,77.13,0,0.01,2.29,119.12,1008.45,0.06
BLOCK 1101,10/6/2020,7:00:00,27.62,29.38,25.67,80.79,0,189.4,5.18,93.72,984.08,0.15
BLOCK 1101,10/6/2020,8:00:00,30.47,31.68,29.27,74.6,0,367.82,5.28,106.44,1010.12,0.3
BLOCK 1101,10/6/2020,9:00:00,32.49,33.56,31.29,61.76,0,538.7,3.8,121.83,1010.37,0.45
BLOCK 1101,10/6/2020,10:00:00,34.42,36.14,33.27,48.07,0,670.68,3.39,162.82,1009.97,0.59
BLOCK 1101,10/6/2020,11:00:00,35.66,36.93,34.85,40.56,0,732.15,5.29,339.34,1009.29,0.72
BLOCK 1101,10/6/2020,12:00:00,37.26,38.38,36.32,36.89,0,738.83,6.55,304.47,1008.18,0.79
BLOCK 1101,10/6/2020,13:00:00,38.9,39.96,38.16,32.58,0,686.3,7.12,280.82,1006.91,0.83
BLOCK 1101,10/6/2020,14:00:00,38.91,40.39,37.55,40.69,0,563.97,13.2,248.34,1006.26,0.84
BLOCK 1101,10/6/2020,15:00:00,37.18,38.25,36.53,49.81,0,402.87,20.98,242.53,1005.78,0.74
BLOCK 1101,10/6/2020,16:00:00,35.94,36.8,34.95,51.1,0,209.12,24.12,254.37,1005.27,0.65
BLOCK 1101,10/6/2020,17:00:00,33.91,35.09,32.64,54.25,0,58.38,20.41,260.68,1005.33,0.48
BLOCK 1101,10/6/2020,18:00:00,31.74,32.63,30.9,58.49,0,1.44,13.97,262.94,1005.44,0.32
BLOCK 1101,10/6/2020,19:00:00,30.02,30.9,29.26,64.13,0,0.04,8.97,271.52,1005.75,0.19
BLOCK 1101,10/6/2020,20:00:00,28.97,29.28,28.3,74.52,0,0.05,8.26,285,1006.14,0.15
BLOCK 1101,10/6/2020,21:00:00,27.8,28.34,27.22,78.23,0,0.02,0.46,158.58,1006.36,0.03
BLOCK 1101,10/6/2020,22:00:00,27.1,27.46,26.52,76.8,0,0.01,7.59,149.84,1006.51,0.13
BLOCK 1101,10/6/2020,23:00:00,26.44,26.52,26.34,76.39,0,0,6.33,146.01,1006.85,0.11
BLOCK 1101,10/7/2020,0:00:00,26.29,26.5,26.16,78.3,0,0.01,3.69,137.72,1006.92,0.03
BLOCK 1101,10/7/2020,1:00:00,26.05,26.28,25.6,80.92,0,0.01,3.78,131.51,1006.59,0.03
BLOCK 1101,10/7/2020,2:00:00,25.63,25.88,25.32,81.6,0,0.01,5.79,143.15,1006.24,0.05
BLOCK 1101,10/7/2020,3:00:00,25.36,25.61,25.01,82.23,0,0.02,3.17,105.44,1006.25,0.01
BLOCK 1101,10/7/2020,4:00:00,24.7,25.01,24.43,83.5,0,0.04,3.17,98.37,1006.64,0.01
BLOCK 1101,10/7/2020,5:00:00,24.49,24.52,24.45,84.8,0,0.07,5.36,108.6,1006.73,0.03
BLOCK 1101,10/7/2020,9:00:00,32.38,33.37,31.47,64.32,0,550.6,6.97,151.11,1008.55,0.48
BLOCK 1101,10/7/2020,10:00:00,33.67,34.26,33.03,55.48,0,638.2,8.09,168.68,1008.41,0.6
BLOCK 1101,10/7/2020,15:00:00,36.9,36.95,36.84,40.99,0,391.9,18.46,240.1,871.13,0.8
BLOCK 1101,10/7/2020,16:00:00,36.25,36.94,35.2,42.45,0,238.59,16.44,230.15,1005.21,0.67
BLOCK 1101,10/7/2020,17:00:00,33.91,35.24,32.78,55.34,0,79.34,14.72,230.11,1005.4,0.42
BLOCK 1101,10/7/2020,18:00:00,32.61,32.8,32.42,59.81,0,14.35,13.55,251.9,1005.49,0.32
BLOCK 1101,10/8/2020,7:00:00,27.34,28.17,26.34,90,0,227.45,3.3,118.24,933.37,0.14
BLOCK 1101,10/8/2020,8:00:00,29.06,30.84,28.03,82.78,0,372.52,5.46,153.93,1008.99,0.26
BLOCK 1101,10/8/2020,9:00:00,32.03,33.62,30.54,65.1,0,542.77,4.45,143.87,1009.22,0.45
BLOCK 1101,10/8/2020,10:00:00,33.71,34.49,32.92,51.13,0,647.75,6.63,154.08,1009.11,0.61
BLOCK 1101,10/9/2020,10:00:00,34.53,35,34.17,54.15,0,692,9.93,190.7,940.52,0.67
BLOCK 1101,10/9/2020,11:00:00,34.81,35.79,33.71,51.8,0,706.84,7.16,185.31,1008.21,0.67
BLOCK 1101,10/9/2020,12:00:00,36.35,36.81,35.81,48.78,0,712.8,2.78,153.1,1007.1,0.63
BLOCK 1101,10/9/2020,13:00:00,36.37,36.99,35.64,50.02,0,680.48,10.89,209.78,1006.54,0.74
BLOCK 1101,10/9/2020,14:00:00,36.1,36.9,35.27,51.88,0,561.92,14.12,215.96,1005.84,0.69
BLOCK 1101,10/9/2020,15:00:00,36.01,36.97,35.15,52.47,0,414.62,16.82,216.87,1005.47,0.65
BLOCK 1101,10/9/2020,16:00:00,34.2,35.73,33.04,59.14,0,226.75,20.58,216.79,1005.42,0.5
BLOCK 1101,10/9/2020,17:00:00,32.4,33.26,31.64,65.59,0,65.28,18.25,236.69,1005.54,0.33
BLOCK 1101,10/9/2020,18:00:00,31.05,31.64,30.55,71.77,0,1.44,14.41,244.87,1005.61,0.21
BLOCK 1101,10/9/2020,19:00:00,30.22,30.59,29.83,74.57,0,0.04,8.76,240.35,1006.2,0.13
BLOCK 1101,10/9/2020,20:00:00,29.29,29.84,28.53,76.31,0,0.05,6.14,259.59,1006.61,0.12
BLOCK 1101,10/9/2020,21:00:00,28.49,28.67,28.08,78.19,0,0.03,4.34,144.67,1007.02,0.09
BLOCK 1101,10/9/2020,22:00:00,27.51,28.09,27.2,79.69,0,0.02,2.33,125.17,1007.45,0.06
BLOCK 1101,10/9/2020,23:00:00,27.13,27.45,26.84,81.77,0,0.01,3.49,139.02,1007.54,0.07
BLOCK 1101,10/10/2020,0:00:00,27.76,27.95,27.42,81.4,0,0,7.3,149.68,1007.52,0.08
BLOCK 1101,10/10/2020,1:00:00,27.33,27.8,26.65,82.18,0,0.01,3.92,142.16,1007.65,0.03
BLOCK 1101,10/10/2020,2:00:00,26.36,26.68,26.05,85.05,0,0,3.71,109.65,1007.53,0.03
BLOCK 1101,10/10/2020,7:00:00,28.68,29.39,27.83,79.98,0,197.85,5.5,102.3,1009.06,0.17
BLOCK 1101,10/10/2020,8:00:00,30.49,31.44,29.31,73.85,0,360.45,6.28,118.96,1009.69,0.3
BLOCK 1101,10/10/2020,9:00:00,32.05,33.03,31.21,62.53,0,535.87,8.48,142.88,1009.85,0.48
BLOCK 1101,10/10/2020,10:00:00,34.05,35.04,32.84,46.84,0,563.38,9,162.38,1009.74,0.63
BLOCK 1101,10/10/2020,11:00:00,35.11,36.19,34.26,46.06,0,722.8,11.79,190.29,1009.17,0.77
BLOCK 1101,10/10/2020,12:00:00,36.05,36.73,34.96,36.29,0,742.25,14.51,207.18,1008.41,0.92
BLOCK 1101,10/10/2020,13:00:00,36.16,36.8,35.38,42.15,0,683.15,15.39,214.7,1007.6,0.85
BLOCK 1101,10/10/2020,14:00:00,35.97,36.98,35.3,45.42,0,578.6,16.32,218.71,1006.97,0.78
BLOCK 1101,10/11/2020,12:00:00,36.26,36.68,35.82,47.54,0,761.7,9.58,275.4,962.95,0.78
BLOCK 1101,10/14/2020,9:00:00,31.7,31.8,31.66,61.27,0,310.5,6.33,144.5,841.44,0.34
BLOCK 1101,10/14/2020,10:00:00,32.18,32.98,31.63,57.28,0,304.72,7.33,162.59,783.91,0.38
BLOCK 1101,10/14/2020,11:00:00,33.23,34.08,32.59,51.56,0,332.02,8.21,187.07,774.94,0.45
BLOCK 1101,10/14/2020,12:00:00,34.72,35.58,33.7,43.18,0,425.93,9.34,202.35,1012.2,0.6
BLOCK 1101,10/14/2020,13:00:00,36.72,38.02,35.54,37.51,0,594,5.05,262.74,1011.28,0.65
BLOCK 1101,10/14/2020,14:00:00,37.08,38.53,36.04,38.7,0,451.63,11.78,273.1,1010.68,0.74
BLOCK 1101,10/14/2020,15:00:00,35.49,36.62,34.56,42.63,0,218.55,20.37,266.77,1010.29,0.7
BLOCK 1101,10/14/2020,16:00:00,34.43,34.77,34.06,46.91,0,134.75,18.98,285.24,1009.95,0.58
BLOCK 1101,10/14/2020,17:00:00,33.53,34.37,32.68,50.14,0,50.43,16.89,291.76,1009.89,0.47
BLOCK 1101,10/14/2020,18:00:00,32.27,32.7,31.8,55.16,0,0.35,15.74,296.89,1009.91,0.37
BLOCK 1101,10/14/2020,19:00:00,31.2,31.81,30.64,57.18,0,0.03,11.99,307.17,1010.03,0.29
BLOCK 1101,10/14/2020,20:00:00,30,30.65,29.43,59.25,0,0.05,9.84,301.96,1010.05,0.27
BLOCK 1101,10/14/2020,21:00:00,29.22,29.47,28.94,61.79,0,0.07,6.68,299.85,1010.29,0.2
BLOCK 1101,10/14/2020,22:00:00,28.27,29.01,27.82,64.63,0,0.07,4.3,279.08,1010.2,0.14
BLOCK 1101,10/14/2020,23:00:00,27.31,27.84,27.09,69.81,0,0.03,3.74,316.64,1009.95,0.11
BLOCK 1101,10/15/2020,0:00:00,26.3,27.08,25.92,76.11,0,0.03,3.99,309.07,1009.65,0.04
BLOCK 1101,10/15/2020,1:00:00,25.88,26.6,25.5,75.66,0,0.03,5.2,306.14,1009.34,0.06
BLOCK 1101,10/15/2020,2:00:00,25.79,26.87,24.75,75.79,0,0.04,4.75,306.86,1008.83,0.06
BLOCK 1101,10/15/2020,3:00:00,24.95,25.17,24.63,79.24,0,0.05,2.39,328.21,1008.58,0.01
BLOCK 1101,10/15/2020,4:00:00,24.21,24.88,23.74,81.62,0,0.06,2.54,318.4,1008.43,0.01
BLOCK 1101,10/15/2020,5:00:00,23.74,24.09,23.34,81.62,0,0.09,2.07,333.18,1008.63,0
BLOCK 1101,10/15/2020,6:00:00,23.55,24.01,23.15,81.43,0,15.22,1.36,351.81,1008.86,0
BLOCK 1101,10/15/2020,7:00:00,26.45,27.97,24.02,73.81,0,148.87,2.43,335.9,1009.3,0.12
BLOCK 1101,10/15/2020,8:00:00,29.74,31.19,27.97,57.75,0,328.73,8.6,335.02,1009.69,0.38
BLOCK 1101,10/15/2020,9:00:00,33.03,34.41,31.2,43.42,0,534.33,12.13,333.7,1009.7,0.66
BLOCK 1101,10/15/2020,10:00:00,34.9,36.09,34.06,37.1,0,632.18,13.85,317.8,1009.47,0.82
BLOCK 1101,10/15/2020,11:00:00,36.29,37.84,35.02,32.81,0,701.47,15.33,320.68,1008.54,0.95
BLOCK 1101,10/15/2020,12:00:00,37.98,39.1,37.23,29.34,0,668,16.2,317.84,1007.28,1
BLOCK 1101,10/15/2020,13:00:00,39.26,40.22,38.54,27.69,0,652.13,18.46,301.9,1005.83,1
BLOCK 1101,10/15/2020,14:00:00,39.25,40.1,38.49,31.22,0,524.55,23.13,289.76,1004.77,1
BLOCK 1101,10/15/2020,15:00:00,38.19,39.17,37.27,35.78,0,358.12,28.81,292.44,1004.26,1
BLOCK 1101,10/15/2020,16:00:00,36.56,37.82,35.5,42.25,0,188.35,27.49,290.63,1003.91,0.8
BLOCK 1101,10/15/2020,17:00:00,34.41,35.56,33.09,47.36,0,51.05,26.9,291.9,1003.58,0.63
BLOCK 1101,10/15/2020,18:00:00,32.16,33.1,31.38,56.03,0,0.68,24.49,295.46,1003.66,0.45
BLOCK 1101,10/15/2020,19:00:00,30.89,31.39,30.54,58.02,0,0.02,21.2,297.8,1004.1,0.38
BLOCK 1101,10/15/2020,20:00:00,30.22,30.56,30,58.78,0,0.04,18.48,298.99,1004.32,0.37
BLOCK 1101,10/15/2020,21:00:00,29.68,30.01,29.5,57.46,0,0.06,16.43,303.14,1004.57,0.36
BLOCK 1101,10/15/2020,22:00:00,29.08,29.54,28.49,58.08,0,0.05,13.86,304.08,1004.78,0.32
BLOCK 1101,10/15/2020,23:00:00,27.98,28.52,27.14,57.89,0,0.02,8.69,314.12,1004.83,0.25
BLOCK 1101,10/16/2020,0:00:00,26.51,27.15,26.02,59.38,0,0.02,8.89,307.71,1004.62,0.19
BLOCK 1101,10/16/2020,1:00:00,25.72,26.07,25.44,61.06,0,0.01,5.51,317.54,1004.4,0.12
BLOCK 1101,10/16/2020,2:00:00,24.46,25.72,23.51,63.49,0,0.02,3.93,311.6,1004.14,0.07
BLOCK 1101,10/16/2020,3:00:00,23.37,24.21,22.57,64.97,0,0.07,4.22,297.24,1004.03,0.07
BLOCK 1101,10/16/2020,4:00:00,23.11,24.07,22.38,66.74,0,0.09,3.31,340.13,1004.15,0.05
BLOCK 1101,10/16/2020,5:00:00,23.69,24.75,22.65,63.34,0,0.09,6.55,322.29,1004.28,0.12
BLOCK 1101,10/16/2020,6:00:00,22.52,23.49,21.86,67.42,0,10.14,3.4,54.81,1004.81,0.05
BLOCK 1101,10/16/2020,7:00:00,25.4,28.97,22.4,58.2,0,167.62,0.41,125.82,1005.36,0.09
BLOCK 1101,10/16/2020,8:00:00,29.2,30.95,28.29,48.83,0,363.1,2.18,43.04,1005.94,0.3
BLOCK 1101,10/16/2020,9:00:00,32.57,34.7,30.61,40.77,0,529.72,2.32,28.3,1006.36,0.46
BLOCK 1101,10/16/2020,10:00:00,35.24,36.59,33.78,33.74,0,648.92,4.35,314.25,1006.28,0.66
BLOCK 1101,10/16/2020,11:00:00,37.27,38.42,36.17,27.4,0,714.88,5.14,328.22,1005.8,0.78
BLOCK 1101,10/16/2020,12:00:00,39.56,40.47,38.04,21.68,0,718.53,5.68,287.35,1004.95,0.86
