Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
"BLOCK 1101","2019-09-17","23:00:00","27.67","27.92","27.48","91.55","0.00","0.02","2.79","112.30","1007.45","0.03",
"BLOCK 1101","2019-09-18","00:00:00","27.29","27.55","27.08","93.33","0.00","0.01","2.56","109.26","1007.26","0",
"BLOCK 1101","2019-09-18","01:00:00","26.90","27.10","26.76","94.57","0.00","0.02","3.48","107.23","1007.44","0",
"BLOCK 1101","2019-09-18","02:00:00","26.59","26.77","26.39","95.45","0.00","0.02","3.13","113.68","1007.01","0",
"BLOCK 1101","2019-09-18","03:00:00","26.31","26.42","26.24","96.62","0.00","0.02","2.36","113.57","1006.72","0",
"BLOCK 1101","2019-09-18","04:00:00","26.34","26.44","26.24","97.02","0.00","0.04","2.86","89.27","1006.80","0",
"BLOCK 1101","2019-09-18","05:00:00","26.20","26.26","26.14","97.18","0.00","0.10","3.61","103.34","1007.12","0",
"BLOCK 1101","2019-09-18","06:00:00","26.27","26.97","26.13","96.78","0.00","29.94","3.00","88.97","1007.29","0.00",
"BLOCK 1101","2019-09-18","07:00:00","28.72","30.16","26.95","88.58","0.00","213.35","4.40","65.23","1007.60","0.14",
"BLOCK 1101","2019-09-18","08:00:00","31.15","32.61","29.91","78.11","0.00","413.28","4.23","88.27","1008.16","0.31",
"BLOCK 1101","2019-09-18","09:00:00","32.26","34.21","31.51","70.66","0.00","571.92","4.68","42.48","1008.73","0.45",
"BLOCK 1101","2019-09-18","10:00:00","34.15","35.32","33.04","56.73","0.00","715.90","2.28","346.38","1008.63","0.59",
"BLOCK 1101","2019-09-18","11:00:00","35.63","36.93","34.46","48.76","0.00","797.33","3.82","295.98","1008.31","0.70",
"BLOCK 1101","2019-09-18","12:00:00","36.24","37.27","35.35","46.73","0.00","816.00","3.49","322.30","1007.68","0.72",
"BLOCK 1101","2019-09-18","13:00:00","37.35","38.53","36.28","44.60","0.00","767.60","3.40","292.47","1006.92","0.71",
"BLOCK 1101","2019-09-18","14:00:00","37.13","38.35","36.32","47.57","0.00","686.42","15.61","223.75","1006.02","0.83",
"BLOCK 1101","2019-09-18","15:00:00","35.90","37.08","35.20","53.01","0.00","504.28","21.78","246.83","1005.46","0.72",
"BLOCK 1101","2019-09-18","16:00:00","34.61","35.35","33.88","58.43","0.00","310.48","21.80","249.33","1005.18","0.56",
"BLOCK 1101","2019-09-18","17:00:00","33.50","34.10","32.81","64.88","0.00","126.95","17.03","246.81","1005.77","0.37",
"BLOCK 1101","2019-09-18","18:00:00","31.84","32.89","31.08","72.57","0.00","14.75","12.49","244.54","1006.00","0.20",
"BLOCK 1101","2019-09-18","19:00:00","30.59","31.10","29.95","79.08","0.00","0.05","6.50","250.14","1006.30","0.08",
"BLOCK 1101","2019-09-18","20:00:00","30.00","30.28","29.56","76.26","0.00","0.03","5.69","2.42","1006.76","0.12",
"BLOCK 1101","2019-09-18","21:00:00","29.15","29.58","28.76","78.20","0.00","0.05","3.88","177.74","1006.47","0.08",
"BLOCK 1101","2019-09-18","22:00:00","27.96","28.79","27.60","80.35","0.00","0.08","4.24","39.79","1007.07","0.08",
"BLOCK 1101","2019-09-18","23:00:00","27.34","27.81","26.66","80.88","0.00","0.06","3.43","70.42","1006.99","0.07",
"BLOCK 1101","2019-09-19","00:00:00","26.46","26.74","26.26","80.82","0.00","0.05","3.07","98.27","1006.70","0.02",
"BLOCK 1101","2019-09-19","01:00:00","26.04","26.37","25.82","84.32","0.00","0.06","4.22","37.09","1006.38","0.02",
"BLOCK 1101","2019-09-19","02:00:00","25.59","25.92","25.40","86.88","0.00","0.04","6.03","37.07","1006.02","0.03",
"BLOCK 1101","2019-09-19","03:00:00","25.22","25.47","25.04","88.97","0.00","0.05","5.07","31.79","1005.72","0.01",
"BLOCK 1101","2019-09-19","04:00:00","25.00","25.15","24.92","91.00","0.00","0.06","4.04","32.49","1005.53","0.00",
"BLOCK 1101","2019-09-19","05:00:00","24.93","24.97","24.86","91.75","0.00","0.10","3.21","51.57","1005.47","0",
"BLOCK 1101","2019-09-19","06:00:00","24.85","25.70","24.59","93.20","0.00","25.96","2.20","348.72","1005.85","0",
"BLOCK 1101","2019-09-19","07:00:00","26.85","28.15","25.70","86.22","0.00","212.52","7.11","25.82","1005.94","0.15",
"BLOCK 1101","2019-09-19","08:00:00","30.06","31.71","28.11","73.10","0.00","411.40","3.53","37.26","1006.45","0.32",
"BLOCK 1101","2019-09-19","09:00:00","32.43","33.35","31.53","64.40","0.00","603.60","3.04","325.77","1006.57","0.48",
"BLOCK 1101","2019-09-19","10:00:00","33.33","34.31","32.37","61.02","0.00","723.30","6.38","344.74","1006.18","0.60",
"BLOCK 1101","2019-09-19","11:00:00","34.53","35.93","33.51","54.57","0.00","804.33","7.47","336.94","1005.67","0.71",
"BLOCK 1101","2019-09-19","12:00:00","36.01","36.99","35.04","47.42","0.00","820.83","5.20","320.65","1004.99","0.75",
"BLOCK 1101","2019-09-19","13:00:00","37.48","38.33","36.25","42.56","0.00","776.10","4.07","330.16","1004.26","0.74",
"BLOCK 1101","2019-09-19","14:00:00","36.92","38.50","35.51","47.61","0.00","606.08","15.47","272.06","1003.69","0.79",
"BLOCK 1101","2019-09-19","15:00:00","35.63","36.24","34.99","54.11","0.00","498.32","20.09","261.97","1003.15","0.68",
"BLOCK 1101","2019-09-19","16:00:00","34.82","35.56","34.15","57.40","0.00","317.30","21.54","260.26","1002.92","0.57",
"BLOCK 1101","2019-09-19","17:00:00","33.37","34.25","32.60","63.37","0.00","126.88","21.02","259.78","1002.62","0.41",
"BLOCK 1101","2019-09-19","18:00:00","31.54","32.65","30.73","70.34","0.00","14.74","16.71","267.07","1002.34","0.25",
"BLOCK 1101","2019-09-19","19:00:00","30.27","30.74","30.00","75.75","0.00","0.06","10.08","263.19","1002.74","0.14",
"BLOCK 1101","2019-09-19","20:00:00","29.48","30.04","28.94","79.80","0.00","0.03","6.96","208.29","1003.67","0.11",
"BLOCK 1101","2019-09-19","21:00:00","29.16","29.29","29.03","81.93","0.00","0.08","9.73","171.80","1004.68","0.12",
"BLOCK 1101","2019-09-19","22:00:00","29.04","29.16","28.92","83.33","0.00","0.09","8.45","158.89","1005.20","0.10",
"BLOCK 1101","2019-09-19","23:00:00","28.87","29.07","28.66","86.18","0.00","0.09","9.82","152.66","1005.58","0.09",
"BLOCK 1101","2019-09-20","00:00:00","27.64","29.15","27.10","83.60","0.00","0.07","26.44","156.13","1006.02","0.14",
"BLOCK 1101","2019-09-20","01:00:00","26.98","27.14","26.80","82.70","0.00","0.05","18.12","154.99","1006.14","0.12",
"BLOCK 1101","2019-09-20","02:00:00","25.92","26.83","25.31","83.92","0.00","0.04","6.41","134.72","1005.72","0.05",
"BLOCK 1101","2019-09-20","03:00:00","25.14","25.33","25.06","86.00","0.00","0.05","7.18","112.30","1005.76","0.04",
"BLOCK 1101","2019-09-20","04:00:00","25.13","25.32","25.00","83.90","0.00","0.05","6.70","138.59","1005.89","0.05",
"BLOCK 1101","2019-09-20","05:00:00","24.86","25.01","24.74","86.38","0.00","0.09","4.08","123.18","1006.16","0.01",
"BLOCK 1101","2019-09-20","06:00:00","24.83","25.16","24.64","87.93","0.00","18.57","4.91","111.28","1006.47","0.03",
"BLOCK 1101","2019-09-20","07:00:00","26.04","26.90","25.15","84.02","0.00","101.87","6.42","110.94","1006.91","0.10",
"BLOCK 1101","2019-09-20","08:00:00","28.17","29.76","26.92","74.09","0.00","220.35","6.41","120.10","1007.49","0.21",
"BLOCK 1101","2019-09-20","09:00:00","30.00","30.71","29.49","66.15","0.00","337.48","7.76","128.43","1007.92","0.33",
"BLOCK 1101","2019-09-20","10:00:00","31.47","32.19","30.71","61.81","0.00","574.28","11.16","148.59","1007.98","0.51",
"BLOCK 1101","2019-09-20","11:00:00","32.39","33.54","31.48","59.41","0.00","643.37","11.20","144.07","1007.76","0.58",
"BLOCK 1101","2019-09-20","12:00:00","33.12","33.88","32.45","55.89","0.00","589.00","16.45","155.30","1007.42","0.62",
"BLOCK 1101","2019-09-20","13:00:00","33.16","33.84","32.60","54.69","0.00","512.50","15.77","156.38","1006.99","0.60",
"BLOCK 1101","2019-09-20","14:00:00","32.26","33.24","31.62","60.82","0.00","317.03","18.41","178.81","1006.31","0.47",
"BLOCK 1101","2019-09-20","15:00:00","32.13","32.61","31.73","60.98","0.00","337.15","18.92","186.91","1005.75","0.48",
"BLOCK 1101","2019-09-20","16:00:00","29.19","32.02","28.60","74.63","0.00","97.16","14.72","153.80","1006.15","0.21",
"BLOCK 1101","2019-09-20","17:00:00","29.30","29.65","28.60","75.12","0.00","36.86","9.65","167.14","1006.19","0.15",
"BLOCK 1101","2019-09-20","18:00:00","29.29","29.51","28.94","75.35","0.00","7.39","8.70","153.37","1006.06","0.12",
"BLOCK 1101","2019-09-20","19:00:00","28.54","28.96","27.97","75.58","0.00","0.08","4.20","143.14","1006.09","0.06",
"BLOCK 1101","2019-09-20","20:00:00","27.36","27.98","27.00","82.65","0.00","0.05","2.38","79.99","1006.41","0.05",
"BLOCK 1101","2019-09-20","21:00:00","27.08","27.15","27.00","84.63","0.00","0.04","2.09","91.34","1006.56","0.04",
"BLOCK 1101","2019-09-20","22:00:00","26.94","27.08","26.80","85.70","0.00","0.04","2.02","55.40","1006.56","0.04",
"BLOCK 1101","2019-09-20","23:00:00","26.63","26.88","26.32","86.60","0.00","0.05","0.52","26.83","1006.36","0.02",
"BLOCK 1101","2019-09-21","00:00:00","26.28","26.54","26.08","88.28","0.00","0.04","1.26","46.89","1006.28","0",
"BLOCK 1101","2019-09-21","01:00:00","26.28","26.51","26.15","88.25","0.00","0.05","3.49","33.46","1006.65","0.01",
"BLOCK 1101","2019-09-21","02:00:00","26.17","26.28","26.01","88.02","0.00","0.04","2.71","64.54","1006.88","0",
"BLOCK 1101","2019-09-21","03:00:00","26.20","26.26","26.14","88.82","0.00","0.04","2.71","110.52","1006.79","0",
"BLOCK 1101","2019-09-21","04:00:00","26.31","26.46","26.18","87.90","0.00","0.04","2.45","63.96","1006.75","0",
"BLOCK 1101","2019-09-21","05:00:00","26.29","26.44","26.09","86.58","0.00","0.07","4.16","53.02","1006.27","0.02",
"BLOCK 1101","2019-09-21","06:00:00","26.05","26.25","25.80","88.37","0.00","10.39","2.54","43.50","1006.50","0.00",
"BLOCK 1101","2019-09-21","07:00:00","26.64","27.12","26.18","86.83","0.00","53.84","5.49","49.20","1007.06","0.06",
"BLOCK 1101","2019-09-21","08:00:00","27.72","28.30","27.08","80.91","0.00","93.38","6.92","46.84","1007.47","0.12",
"BLOCK 1101","2019-09-21","09:00:00","28.05","28.62","27.21","77.12","0.00","87.81","7.08","86.55","1008.24","0.13",
"BLOCK 1101","2019-09-21","10:00:00","26.57","27.30","26.02","85.78","0.70","59.35","4.78","86.08","1008.13","0.06",
"BLOCK 1101","2019-09-21","11:00:00","25.97","26.20","25.71","89.57","0.30","27.13","4.25","87.56","1007.71","0.02",
"BLOCK 1101","2019-09-21","12:00:00","25.49","26.14","25.16","89.73","0.30","8.28","6.38","73.99","1007.16","0.02",
"BLOCK 1101","2019-09-21","13:00:00","24.96","25.24","24.72","91.12","3.50","2.33","5.57","81.21","1006.56","0.01",
"BLOCK 1101","2019-09-21","14:00:00","24.91","25.29","24.41","94.00","3.00","12.04","12.67","121.38","1006.00","0.02",
"BLOCK 1101","2019-09-21","15:00:00","25.02","25.60","24.31","92.87","2.70","35.03","19.60","138.79","1005.34","0.05",
"BLOCK 1101","2019-09-21","16:00:00","25.56","26.02","25.20","93.75","0.10","65.82","10.04","120.06","1005.69","0.04",
"BLOCK 1101","2019-09-21","17:00:00","26.09","26.24","25.94","92.78","0.00","22.77","7.35","115.53","1005.79","0.02",
"BLOCK 1101","2019-09-21","18:00:00","25.82","26.19","25.61","94.12","0.00","0.97","8.25","108.50","1005.74","0.01",
"BLOCK 1101","2019-09-21","19:00:00","25.64","25.71","25.58","94.27","0.00","0.08","6.57","105.68","1006.16","0.00",
"BLOCK 1101","2019-09-21","20:00:00","25.65","25.70","25.56","93.93","0.00","0.09","5.84","96.14","1006.91","0.03",
"BLOCK 1101","2019-09-21","21:00:00","25.74","25.86","25.58","92.80","0.00","0.09","6.14","95.29","1007.44","0.04",
"BLOCK 1101","2019-09-21","22:00:00","25.93","26.46","25.60","91.15","0.00","0.09","7.13","103.42","1007.42","0.05",
"BLOCK 1101","2019-09-21","23:00:00","25.89","26.21","25.54","90.05","0.00","0.09","4.64","94.86","1007.17","0.05",
"BLOCK 1101","2019-09-22","00:00:00","25.86","26.09","25.44","88.95","0.00","0.08","4.50","106.05","1007.37","0.01",
"BLOCK 1101","2019-09-22","01:00:00","25.03","25.43","24.84","92.27","0.00","0.09","4.58","93.20","1007.16","0.00",
"BLOCK 1101","2019-09-22","02:00:00","25.24","25.38","25.09","90.88","0.00","0.09","4.61","102.89","1007.32","0.01",
"BLOCK 1101","2019-09-22","03:00:00","25.63","25.93","25.36","88.13","0.00","0.10","7.03","107.58","1006.95","0.03",
"BLOCK 1101","2019-09-22","04:00:00","25.00","25.44","24.72","91.20","0.10","0.09","5.08","102.64","1007.31","0.01",
"BLOCK 1101","2019-09-22","05:00:00","25.17","25.50","24.81","90.55","0.00","0.13","5.23","110.26","1008.19","0.01",
"BLOCK 1101","2019-09-22","06:00:00","25.47","26.80","25.18","90.17","0.00","32.84","5.09","121.49","1008.95","0.03",
"BLOCK 1101","2019-09-22","07:00:00","27.65","29.10","26.78","83.33","0.00","236.38","6.71","116.09","1009.74","0.17",
"BLOCK 1101","2019-09-22","08:00:00","29.73","30.39","28.97","77.78","0.00","477.00","8.37","136.77","1010.49","0.34",
"BLOCK 1101","2019-09-22","09:00:00","30.36","31.04","29.83","77.64","0.00","649.35","16.97","153.60","1010.62","0.41",
"BLOCK 1101","2019-09-22","10:00:00","31.23","32.14","30.84","71.64","0.00","546.38","14.13","153.51","1010.40","0.43",
"BLOCK 1101","2019-09-22","11:00:00","31.14","31.45","30.57","71.59","0.00","245.52","7.73","160.34","1010.43","0.27",
"BLOCK 1101","2019-09-22","12:00:00","27.57","30.53","26.40","88.57","6.00","264.70","9.30","184.94","1010.06","0.16",
"BLOCK 1101","2019-09-22","13:00:00","31.32","33.32","27.49","75.25","0.00","852.78","5.87","186.65","1009.31","0.58",
"BLOCK 1101","2019-09-22","14:00:00","31.65","32.26","31.06","69.85","0.00","535.27","15.09","205.24","1008.69","0.45",
"BLOCK 1101","2019-09-22","15:00:00","32.34","32.86","31.85","68.30","0.00","545.43","13.12","195.08","1008.21","0.47",
"BLOCK 1101","2019-09-22","16:00:00","31.87","32.59","31.18","69.37","0.00","297.90","14.71","201.05","1008.29","0.36",
"BLOCK 1101","2019-09-22","17:00:00","31.10","31.61","30.36","72.76","0.00","125.45","11.95","202.47","1008.33","0.24",
"BLOCK 1101","2019-09-22","18:00:00","29.34","30.41","28.58","82.52","0.00","15.09","6.21","185.21","1008.75","0.07",
"BLOCK 1101","2019-09-22","19:00:00","28.23","28.63","27.79","89.05","0.00","0.05","3.46","148.64","1009.19","0.01",
"BLOCK 1101","2019-09-22","20:00:00","27.58","27.81","27.22","92.32","0.00","0.03","1.66","100.25","1009.87","0.02",
"BLOCK 1101","2019-09-22","21:00:00","27.13","27.32","26.75","93.78","0.00","0.03","2.61","93.00","1010.39","0.03",
"BLOCK 1101","2019-09-22","22:00:00","26.36","26.76","26.06","95.02","0.00","0.02","2.42","99.78","1010.45","0.02",
"BLOCK 1101","2019-09-22","23:00:00","25.85","26.08","25.66","95.05","0.00","0.03","1.61","79.42","1010.20","0.02",
"BLOCK 1101","2019-09-23","00:00:00","25.42","25.67","25.29","95.82","0.00","0.05","2.31","73.33","1009.93","0",
"BLOCK 1101","2019-09-23","01:00:00","25.24","25.34","25.16","95.88","0.00","0.07","2.51","77.39","1009.74","0",
"BLOCK 1101","2019-09-23","02:00:00","25.12","25.20","25.04","96.03","0.00","0.08","1.76","82.64","1009.48","0",
"BLOCK 1101","2019-09-23","03:00:00","25.13","25.20","25.06","96.08","0.00","0.08","2.23","81.03","1009.26","0",
"BLOCK 1101","2019-09-23","04:00:00","25.14","25.20","25.07","96.32","0.00","0.09","1.59","101.17","1009.33","0",
"BLOCK 1101","2019-09-23","05:00:00","24.90","25.13","24.65","96.67","0.00","0.11","1.39","58.53","1009.61","0",
"BLOCK 1101","2019-09-23","06:00:00","24.82","25.50","24.60","97.30","0.00","28.12","2.55","41.21","1010.10","0",
"BLOCK 1101","2019-09-23","07:00:00","26.44","27.41","25.50","93.33","0.00","165.37","4.40","37.76","1010.82","0.09",
"BLOCK 1101","2019-09-23","08:00:00","29.07","30.94","27.40","84.14","0.00","370.62","3.39","82.83","1011.41","0.25",
"BLOCK 1101","2019-09-23","09:00:00","30.71","31.44","29.70","77.62","0.00","550.17","3.65","150.52","1011.78","0.40",
"BLOCK 1101","2019-09-23","10:00:00","31.77","32.65","30.97","69.96","0.00","696.43","3.78","161.92","1011.82","0.52",
"BLOCK 1101","2019-09-23","11:00:00","32.37","33.25","31.62","65.05","0.00","779.32","6.58","175.74","1011.27","0.60",
"BLOCK 1101","2019-09-23","12:00:00","33.35","34.17","32.53","61.37","0.00","857.33","7.11","168.83","1010.59","0.68",
"BLOCK 1101","2019-09-23","13:00:00","33.93","34.72","33.25","59.04","0.00","759.07","9.04","192.34","1009.93","0.65",
"BLOCK 1101","2019-09-23","14:00:00","33.53","34.41","32.62","60.97","0.00","611.47","11.95","186.99","1009.38","0.58",
"BLOCK 1101","2019-09-23","15:00:00","33.34","33.96","32.95","58.57","0.00","490.38","13.84","185.43","1008.76","0.55",
"BLOCK 1101","2019-09-23","16:00:00","33.08","33.63","32.43","55.09","0.00","300.72","14.82","196.85","1008.28","0.50",
"BLOCK 1101","2019-09-23","17:00:00","31.86","32.67","30.99","60.25","0.00","116.09","12.73","205.42","1008.00","0.34",
"BLOCK 1101","2019-09-23","18:00:00","29.82","30.99","28.83","72.19","0.00","10.46","7.91","208.68","1007.85","0.14",
"BLOCK 1101","2019-09-23","19:00:00","28.13","28.84","27.69","83.86","0.00","0.07","4.75","198.48","1007.97","0.04",
"BLOCK 1101","2019-09-23","20:00:00","27.37","27.69","27.08","89.77","0.00","0.05","4.77","172.72","1008.35","0.05",
"BLOCK 1101","2019-09-23","21:00:00","26.63","27.08","26.46","93.13","0.00","0.03","2.58","106.66","1008.71","0.03",
"BLOCK 1101","2019-09-23","22:00:00","26.45","26.57","26.12","94.25","0.00","0.04","6.25","143.14","1008.82","0.03",
"BLOCK 1101","2019-09-23","23:00:00","25.62","26.12","25.40","95.98","0.00","0.03","2.50","85.86","1008.76","0.02",
"BLOCK 1101","2019-09-24","00:00:00","25.34","25.44","25.17","97.18","0.00","0.05","3.40","109.63","1008.72","0",
"BLOCK 1101","2019-09-24","01:00:00","25.29","25.40","25.18","97.53","0.00","0.04","2.92","115.17","1008.60","0",
"BLOCK 1101","2019-09-24","02:00:00","25.14","25.24","25.04","97.68","0.00","0.06","3.26","98.98","1008.18","0",
"BLOCK 1101","2019-09-24","03:00:00","25.00","25.10","24.91","97.83","0.00","0.05","3.35","86.27","1007.81","0",
"BLOCK 1101","2019-09-24","04:00:00","25.04","25.15","24.90","97.47","0.00","0.07","2.62","93.61","1007.76","0",
"BLOCK 1101","2019-09-24","05:00:00","24.84","24.92","24.79","97.30","0.00","0.09","3.02","98.48","1007.58","0",
"BLOCK 1101","2019-09-24","06:00:00","25.11","26.12","24.84","95.83","0.00","28.35","2.48","108.60","1007.57","0",
"BLOCK 1101","2019-09-24","07:00:00","27.59","28.66","26.09","87.52","0.00","210.07","3.69","93.75","1007.96","0.14",
"BLOCK 1101","2019-09-24","08:00:00","29.29","30.87","28.00","82.99","0.00","407.10","6.44","109.40","1008.27","0.28",
"BLOCK 1101","2019-09-24","09:00:00","30.29","31.44","29.33","79.42","0.00","347.05","5.49","151.25","1008.46","0.27",
"BLOCK 1101","2019-09-24","10:00:00","31.16","32.68","29.60","73.22","0.00","488.45","4.86","190.64","1008.29","0.38",
"BLOCK 1101","2019-09-24","11:00:00","32.55","33.64","32.00","63.82","0.00","847.13","10.24","167.36","1007.61","0.65",
"BLOCK 1101","2019-09-24","12:00:00","33.16","33.88","32.54","59.28","0.00","818.60","16.43","181.56","1006.70","0.69",
"BLOCK 1101","2019-09-24","13:00:00","33.40","34.21","32.82","57.17","0.00","767.92","15.18","178.67","1005.89","0.69",
"BLOCK 1101","2019-09-24","14:00:00","33.33","34.24","32.74","57.70","0.00","653.77","15.24","184.79","1005.54","0.63",
"BLOCK 1101","2019-09-24","15:00:00","32.84","33.35","32.20","58.90","0.00","492.77","15.12","191.83","1005.11","0.55",
"BLOCK 1101","2019-09-24","16:00:00","32.29","33.06","31.84","59.74","0.00","302.32","15.73","195.62","1004.65","0.46",
"BLOCK 1101","2019-09-24","17:00:00","31.27","32.05","30.36","63.75","0.00","116.77","14.61","205.83","1004.60","0.33",
"BLOCK 1101","2019-09-24","18:00:00","29.26","30.38","28.38","72.71","0.00","9.36","9.13","207.02","1005.08","0.14",
"BLOCK 1101","2019-09-24","19:00:00","27.79","28.40","27.44","81.02","0.00","0.07","5.11","188.02","1005.26","0.05",
"BLOCK 1101","2019-09-24","20:00:00","27.00","27.60","26.52","85.72","0.00","0.03","3.04","113.87","1005.82","0.05",
"BLOCK 1101","2019-09-24","21:00:00","26.14","26.52","25.94","90.75","0.00","0.03","2.21","128.19","1006.23","0.03",
"BLOCK 1101","2019-09-24","22:00:00","25.75","25.96","25.58","92.57","0.00","0.03","3.48","116.59","1006.46","0.03",
"BLOCK 1101","2019-09-24","23:00:00","25.56","25.61","25.47","93.37","0.00","0.05","3.65","120.16","1006.33","0.03",
"BLOCK 1101","2019-09-25","00:00:00","25.35","25.51","25.24","93.67","0.00","0.06","3.00","127.86","1006.20","0",
"BLOCK 1101","2019-09-25","01:00:00","25.39","25.47","25.28","93.80","0.00","0.05","4.64","144.07","1006.12","0",
"BLOCK 1101","2019-09-25","02:00:00","25.23","25.36","25.08","94.38","0.00","0.06","4.03","122.28","1005.84","0",
"BLOCK 1101","2019-09-25","03:00:00","25.08","25.17","24.95","94.27","0.00","0.07","7.15","111.56","1005.73","0.01",
"BLOCK 1101","2019-09-25","04:00:00","24.94","25.06","24.83","93.20","0.00","0.08","4.69","117.70","1005.93","0",
"BLOCK 1101","2019-09-25","05:00:00","25.07","25.16","24.95","91.70","0.00","0.11","5.81","133.77","1006.56","0.01",
"BLOCK 1101","2019-09-25","06:00:00","24.81","25.69","24.57","92.40","0.00","24.86","4.60","124.41","1006.93","0.01",
"BLOCK 1101","2019-09-25","07:00:00","26.60","27.80","25.66","87.27","0.00","209.12","7.57","125.42","1007.21","0.14",
"BLOCK 1101","2019-09-25","08:00:00","28.60","29.38","27.51","81.92","0.00","401.98","9.88","140.74","1007.94","0.27",
"BLOCK 1101","2019-09-25","09:00:00","29.83","31.20","29.06","76.16","0.00","541.32","16.49","153.40","1008.22","0.38",
"BLOCK 1101","2019-09-25","10:00:00","30.97","31.91","30.42","66.53","0.00","580.63","25.33","175.30","1008.49","0.50",
"BLOCK 1101","2019-09-25","11:00:00","31.40","32.09","30.85","64.18","0.00","771.00","26.65","186.21","1008.42","0.59",
"BLOCK 1101","2019-09-25","12:00:00","31.39","32.13","30.74","62.52","0.00","704.80","25.26","191.00","1008.10","0.58",
"BLOCK 1101","2019-09-25","13:00:00","31.38","32.50","30.53","61.12","0.00","660.97","24.56","188.33","1007.62","0.58",
"BLOCK 1101","2019-09-25","14:00:00","31.44","32.24","30.97","60.41","0.00","608.13","22.35","182.60","1007.32","0.57",
"BLOCK 1101","2019-09-25","15:00:00","30.89","31.63","30.39","63.19","0.00","399.13","21.49","180.70","1007.22","0.47",
"BLOCK 1101","2019-09-25","16:00:00","30.51","31.13","30.00","65.41","0.00","304.50","16.88","188.64","1007.26","0.39",
"BLOCK 1101","2019-09-25","17:00:00","29.64","30.32","28.98","68.62","0.00","113.13","14.56","193.98","1007.42","0.27",
"BLOCK 1101","2019-09-25","18:00:00","28.09","28.99","27.39","76.08","0.00","8.89","8.27","192.74","1007.55","0.11",
"BLOCK 1101","2019-09-25","19:00:00","26.91","27.41","26.40","81.92","0.00","0.03","3.31","181.08","1007.86","0.02",
"BLOCK 1101","2019-09-25","20:00:00","25.53","26.41","25.00","87.82","0.00","0.03","2.66","94.20","1008.42","0.04",
