Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
"BLOCK 1101","2017-09-15","15:00:00","34.36","35.22","33.41","51.05","0.00","563.48","22.86","211.81","1005.39","0.73",
"BLOCK 1101","2017-09-15","16:00:00","33.23","34.12","32.34","57.44","0.00","355.97","21.90","205.15","1005.28","0.56",
"BLOCK 1101","2017-09-15","17:00:00","32.25","33.04","31.58","60.84","0.00","148.58","17.58","208.26","1005.20","0.40",
"BLOCK 1101","2017-09-15","18:00:00","30.65","31.68","29.81","68.50","0.00","18.41","13.15","213.21","1005.18","0.23",
"BLOCK 1101","2017-09-15","19:00:00","29.46","29.83","29.19","76.27","0.00","0.07","5.00","202.09","1005.83","0.07",
"BLOCK 1101","2017-09-15","20:00:00","28.82","29.29","28.40","78.20","0.00","0.07","2.59","124.35","1006.85","0.07",
"BLOCK 1101","2017-09-15","21:00:00","28.41","28.68","28.21","79.88","0.00","0.11","5.28","148.75","1007.35","0.09",
"BLOCK 1101","2017-09-15","22:00:00","28.15","28.65","27.62","80.88","0.00","0.12","4.23","148.33","1007.59","0.08",
"BLOCK 1101","2017-09-15","23:00:00","27.66","27.94","27.01","81.87","0.00","0.11","5.08","146.51","1007.45","0.08",
"BLOCK 1101","2017-09-16","00:00:00","26.78","27.02","26.64","85.23","0.00","0.08","2.90","108.12","1007.13","0.01",
"BLOCK 1101","2017-09-16","01:00:00","26.57","26.74","26.41","86.32","0.00","0.04","3.03","89.30","1006.73","0.01",
"BLOCK 1101","2017-09-16","02:00:00","26.40","26.55","26.29","86.88","0.00","0.03","4.78","100.93","1006.49","0.02",
"BLOCK 1101","2017-09-16","03:00:00","26.27","26.48","26.04","87.27","0.00","0.05","6.27","110.40","1006.24","0.03",
"BLOCK 1101","2017-09-16","04:00:00","25.89","26.08","25.57","88.47","0.00","0.06","4.10","101.75","1006.31","0.01",
"BLOCK 1101","2017-09-16","05:00:00","25.35","25.60","25.18","88.67","0.00","0.12","3.77","95.35","1006.69","0.01",
"BLOCK 1101","2017-09-16","06:00:00","25.72","26.80","25.29","87.52","0.00","31.33","4.08","103.24","1007.12","0.03",
"BLOCK 1101","2017-09-16","07:00:00","28.35","29.60","26.78","78.45","0.00","231.55","6.62","107.80","1007.60","0.20",
"BLOCK 1101","2017-09-16","08:00:00","30.71","31.59","29.58","68.27","0.00","456.97","7.48","125.56","1008.11","0.39",
"BLOCK 1101","2017-09-16","09:00:00","32.54","33.55","31.44","58.11","0.00","651.70","9.48","143.63","1008.51","0.58",
"BLOCK 1101","2017-09-16","10:00:00","33.92","34.76","32.99","50.07","0.00","796.97","11.67","156.92","1008.35","0.75",
"BLOCK 1101","2017-09-16","11:00:00","35.07","35.98","33.78","45.53","0.00","891.17","13.84","171.62","1008.00","0.87",
"BLOCK 1101","2017-09-16","12:00:00","35.00","35.84","34.10","52.10","0.00","896.87","20.06","193.46","1007.35","0.84",
"BLOCK 1101","2017-09-16","13:00:00","34.86","35.71","34.26","50.85","0.00","845.83","22.12","194.15","1006.74","0.84",
"BLOCK 1101","2017-09-16","14:00:00","34.89","35.70","34.02","48.42","0.00","730.77","21.93","205.37","1006.13","0.82",
"BLOCK 1101","2017-09-16","15:00:00","34.44","35.31","33.74","51.28","0.00","560.67","22.12","211.43","1005.62","0.72",
"BLOCK 1101","2017-09-16","16:00:00","33.82","34.60","33.18","53.89","0.00","354.07","20.53","220.28","1005.33","0.59",
"BLOCK 1101","2017-09-16","17:00:00","32.63","33.40","31.95","57.27","0.00","146.42","16.98","222.08","1005.19","0.43",
"BLOCK 1101","2017-09-16","18:00:00","31.12","32.07","30.34","65.19","0.00","16.65","12.29","240.24","1005.47","0.25",
"BLOCK 1101","2017-09-16","19:00:00","29.74","30.36","29.16","71.08","0.00","0.06","6.05","220.74","1006.01","0.11",
"BLOCK 1101","2017-09-16","20:00:00","28.82","29.23","28.40","73.61","0.00","0.10","3.37","187.20","1006.65","0.09",
"BLOCK 1101","2017-09-16","21:00:00","28.17","28.53","27.82","75.16","0.00","0.12","2.99","141.94","1007.09","0.08",
"BLOCK 1101","2017-09-16","22:00:00","27.72","27.92","27.41","75.95","0.00","0.10","3.45","144.51","1007.33","0.08",
"BLOCK 1101","2017-09-16","23:00:00","27.43","27.86","26.92","77.42","0.00","0.06","5.41","150.37","1007.35","0.10",
"BLOCK 1101","2017-09-17","00:00:00","27.02","27.52","26.65","79.40","0.00","0.04","2.47","125.79","1007.14","0.01",
"BLOCK 1101","2017-09-17","01:00:00","26.65","26.84","26.45","81.18","0.00","0.03","3.14","145.60","1006.85","0.02",
"BLOCK 1101","2017-09-17","02:00:00","26.24","26.96","25.54","82.63","0.00","0.03","2.14","95.53","1006.62","0.00",
"BLOCK 1101","2017-09-17","03:00:00","25.50","25.61","25.29","85.62","0.00","0.07","4.07","47.53","1006.51","0.02",
"BLOCK 1101","2017-09-17","04:00:00","25.79","26.01","25.50","85.87","0.00","0.08","2.06","80.61","1006.77","0",
"BLOCK 1101","2017-09-17","05:00:00","25.79","26.05","25.56","86.67","0.00","0.11","2.36","107.51","1006.94","0",
"BLOCK 1101","2017-09-17","06:00:00","25.71","26.70","25.31","87.03","0.00","27.40","1.76","72.97","1007.34","0.01",
"BLOCK 1101","2017-09-17","07:00:00","28.85","30.36","26.70","78.48","0.00","218.80","2.64","62.26","1007.70","0.17",
"BLOCK 1101","2017-09-17","08:00:00","31.04","32.33","29.51","73.32","0.00","439.32","2.84","127.35","1008.32","0.34",
"BLOCK 1101","2017-09-17","09:00:00","32.97","34.42","32.06","61.41","0.00","641.73","3.22","151.32","1008.79","0.52",
"BLOCK 1101","2017-09-17","10:00:00","33.96","34.97","33.14","52.64","0.00","780.57","6.80","188.41","1008.75","0.69",
"BLOCK 1101","2017-09-17","11:00:00","35.42","36.38","34.52","46.15","0.00","866.50","9.40","188.40","1008.45","0.83",
"BLOCK 1101","2017-09-17","12:00:00","36.33","37.05","35.62","39.48","0.00","896.83","13.32","214.96","1007.94","0.96",
"BLOCK 1101","2017-09-17","13:00:00","36.76","37.57","36.07","38.02","0.00","838.67","13.79","229.79","1007.38","0.96",
"BLOCK 1101","2017-09-17","14:00:00","36.52","37.61","35.67","39.44","0.00","728.10","17.67","230.20","1006.85","0.93",
"BLOCK 1101","2017-09-17","15:00:00","36.00","37.05","35.02","43.35","0.00","546.73","21.36","233.94","1006.45","0.84",
"BLOCK 1101","2017-09-17","16:00:00","34.67","35.34","34.08","48.99","0.00","340.07","20.05","242.04","1006.25","0.65",
"BLOCK 1101","2017-09-17","17:00:00","33.65","34.31","32.93","53.06","0.00","136.81","17.10","252.62","1006.34","0.49",
"BLOCK 1101","2017-09-17","18:00:00","32.11","33.06","31.38","58.72","0.00","14.62","14.39","257.32","1006.64","0.33",
"BLOCK 1101","2017-09-17","19:00:00","30.95","31.39","30.46","63.97","0.00","0.06","8.53","253.86","1007.04","0.19",
"BLOCK 1101","2017-09-17","20:00:00","30.21","30.47","29.88","69.30","0.00","0.06","4.89","241.02","1007.64","0.14",
"BLOCK 1101","2017-09-17","21:00:00","29.72","29.96","29.45","72.98","0.00","0.08","3.37","173.30","1008.20","0.09",
"BLOCK 1101","2017-09-17","22:00:00","29.08","29.48","28.78","78.07","0.00","0.12","3.68","185.59","1008.38","0.08",
"BLOCK 1101","2017-09-17","23:00:00","28.45","28.87","28.20","81.60","0.00","0.13","4.74","175.89","1008.21","0.08",
"BLOCK 1101","2017-09-18","00:00:00","28.13","28.61","27.77","81.43","0.00","0.11","2.44","123.38","1007.84","0.01",
"BLOCK 1101","2017-09-18","01:00:00","27.50","27.81","27.29","83.00","0.00","0.09","1.90","56.17","1007.55","0",
"BLOCK 1101","2017-09-18","02:00:00","27.22","27.42","27.07","84.75","0.00","0.06","1.84","60.73","1007.38","0",
"BLOCK 1101","2017-09-18","03:00:00","26.99","27.12","26.87","85.05","0.00","0.06","2.19","79.48","1007.27","0",
"BLOCK 1101","2017-09-18","04:00:00","26.80","26.99","26.68","86.93","0.00","0.08","2.39","87.43","1007.40","0",
"BLOCK 1101","2017-09-18","05:00:00","26.56","26.73","26.42","88.20","0.00","0.10","2.80","98.15","1007.82","0.00",
"BLOCK 1101","2017-09-18","06:00:00","26.56","26.92","26.40","87.62","0.00","15.80","2.58","74.20","1008.27","0.01",
"BLOCK 1101","2017-09-18","07:00:00","28.41","30.25","26.90","83.80","0.00","160.33","4.08","91.15","1008.77","0.12",
"BLOCK 1101","2017-09-18","08:00:00","31.54","32.89","30.27","72.02","0.00","445.90","3.63","92.82","1009.40","0.35",
"BLOCK 1101","2017-09-18","09:00:00","32.74","33.65","31.39","65.29","0.00","476.45","5.01","201.49","1009.68","0.42",
"BLOCK 1101","2017-09-18","10:00:00","34.18","35.33","32.58","57.54","0.00","705.45","4.99","235.26","1009.78","0.61",
"BLOCK 1101","2017-09-18","11:00:00","35.44","36.52","34.44","50.96","0.00","921.25","6.56","201.81","1009.21","0.80",
"BLOCK 1101","2017-09-18","12:00:00","36.62","38.10","35.46","49.32","0.00","928.87","5.62","264.25","1008.41","0.83",
"BLOCK 1101","2017-09-18","13:00:00","36.71","37.33","35.92","51.29","0.00","818.08","14.82","237.53","1007.50","0.84",
"BLOCK 1101","2017-09-18","14:00:00","36.07","36.94","35.16","51.84","0.00","566.97","19.41","250.02","1006.92","0.74",
"BLOCK 1101","2017-09-18","15:00:00","35.55","36.38","34.81","50.48","0.00","535.02","24.67","235.74","1006.42","0.77",
"BLOCK 1101","2017-09-18","16:00:00","34.48","35.47","33.59","54.35","0.00","330.95","24.12","239.93","1006.02","0.62",
"BLOCK 1101","2017-09-18","17:00:00","33.09","33.96","32.30","60.52","0.00","134.14","21.69","247.10","1006.39","0.44",
"BLOCK 1101","2017-09-18","18:00:00","31.51","32.37","30.94","66.47","0.00","15.38","18.05","257.19","1006.29","0.30",
"BLOCK 1101","2017-09-18","19:00:00","30.51","30.95","30.24","73.91","0.00","0.05","13.28","250.68","1006.73","0.18",
"BLOCK 1101","2017-09-18","20:00:00","30.03","30.28","29.66","77.97","0.00","0.07","5.11","228.34","1007.64","0.10",
"BLOCK 1101","2017-09-18","21:00:00","29.58","29.70","29.41","79.75","0.00","0.09","4.59","168.30","1008.06","0.09",
"BLOCK 1101","2017-09-18","22:00:00","29.40","29.66","29.01","78.92","0.00","0.11","3.36","146.72","1008.67","0.07",
"BLOCK 1101","2017-09-18","23:00:00","29.21","29.40","28.92","79.28","0.00","0.13","7.26","156.81","1008.68","0.12",
"BLOCK 1101","2017-09-19","00:00:00","28.87","29.18","28.48","77.07","0.00","0.13","10.99","164.57","1008.50","0.13",
"BLOCK 1101","2017-09-19","01:00:00","26.78","28.99","24.19","83.07","0.50","0.11","16.26","149.19","1009.30","0.11",
"BLOCK 1101","2017-09-19","02:00:00","24.31","24.50","24.12","92.20","0.40","0.04","13.92","154.91","1008.92","0.03",
"BLOCK 1101","2017-09-19","03:00:00","24.37","24.49","24.13","93.80","0.00","0.08","5.46","27.32","1007.59","0",
"BLOCK 1101","2017-09-19","04:00:00","24.53","24.70","24.41","91.20","0.00","0.10","6.13","35.14","1008.18","0.01",
"BLOCK 1101","2017-09-19","05:00:00","24.49","24.74","24.12","91.47","0.00","0.10","5.14","322.03","1007.98","0.01",
"BLOCK 1101","2017-09-19","06:00:00","24.22","24.64","23.97","94.05","0.00","22.02","2.99","231.26","1008.51","0",
"BLOCK 1101","2017-09-19","07:00:00","25.65","27.30","24.55","89.60","0.00","141.78","3.69","112.70","1009.25","0.08",
"BLOCK 1101","2017-09-19","08:00:00","28.70","29.98","27.20","76.34","0.00","424.48","4.28","114.76","1009.47","0.31",
"BLOCK 1101","2017-09-19","09:00:00","30.72","31.98","29.45","65.90","0.00","642.87","6.30","157.58","1009.48","0.50",
"BLOCK 1101","2017-09-19","10:00:00","32.97","33.76","31.93","53.54","0.00","782.25","3.60","109.13","1009.37","0.64",
"BLOCK 1101","2017-09-19","11:00:00","33.77","34.91","32.95","53.03","0.00","865.67","7.18","144.95","1008.83","0.73",
"BLOCK 1101","2017-09-19","12:00:00","34.55","35.47","33.50","49.95","0.00","882.33","8.69","155.90","1008.02","0.79",
"BLOCK 1101","2017-09-19","13:00:00","34.53","35.39","33.76","53.56","0.00","830.02","13.76","189.81","1007.12","0.76",
"BLOCK 1101","2017-09-19","14:00:00","33.95","34.61","33.40","55.83","0.00","717.52","20.51","193.65","1006.51","0.71",
"BLOCK 1101","2017-09-19","15:00:00","33.79","34.76","33.15","53.30","0.00","548.90","20.73","207.95","1005.98","0.67",
"BLOCK 1101","2017-09-19","16:00:00","33.36","34.22","32.75","55.61","0.00","343.03","20.56","219.29","1005.61","0.56",
"BLOCK 1101","2017-09-19","17:00:00","32.11","32.95","31.16","61.86","0.00","137.96","18.80","214.94","1005.51","0.40",
"BLOCK 1101","2017-09-19","18:00:00","30.21","31.19","29.27","71.65","0.00","13.49","11.48","215.79","1005.75","0.18",
"BLOCK 1101","2017-09-19","19:00:00","28.95","29.28","28.70","78.00","0.00","0.12","4.43","196.06","1006.29","0.05",
"BLOCK 1101","2017-09-19","20:00:00","28.47","28.75","27.74","80.28","0.00","0.13","3.48","148.97","1007.08","0.07",
"BLOCK 1101","2017-09-19","21:00:00","27.59","27.76","27.30","85.33","0.00","0.09","3.21","140.16","1007.41","0.05",
"BLOCK 1101","2017-09-19","22:00:00","26.87","27.37","26.54","89.23","0.00","0.04","2.60","110.74","1007.75","0.04",
"BLOCK 1101","2017-09-19","23:00:00","26.55","26.77","26.27","90.22","0.00","0.04","2.82","74.43","1008.06","0.04",
"BLOCK 1101","2017-09-20","00:00:00","26.63","26.79","26.37","89.72","0.00","0.05","3.04","102.95","1008.03","0",
"BLOCK 1101","2017-09-20","01:00:00","26.22","26.44","25.99","90.72","0.00","0.08","3.32","111.52","1007.70","0",
"BLOCK 1101","2017-09-20","02:00:00","26.01","26.18","25.78","91.53","0.00","0.08","3.58","110.62","1007.39","0",
"BLOCK 1101","2017-09-20","03:00:00","25.67","25.82","25.44","92.88","0.00","0.09","3.45","101.12","1007.24","0",
"BLOCK 1101","2017-09-20","04:00:00","25.42","25.58","25.20","93.40","0.00","0.09","3.02","88.50","1007.28","0",
"BLOCK 1101","2017-09-20","05:00:00","25.24","25.36","25.04","93.75","0.00","0.10","2.90","91.16","1007.43","0",
"BLOCK 1101","2017-09-20","06:00:00","25.30","26.36","25.01","93.25","0.00","28.04","3.49","102.81","1007.80","0.01",
"BLOCK 1101","2017-09-20","07:00:00","27.79","29.22","26.32","85.27","0.00","224.12","4.87","104.41","1008.25","0.16",
"BLOCK 1101","2017-09-20","08:00:00","30.10","31.24","29.00","77.97","0.00","444.60","5.61","103.86","1008.85","0.33",
"BLOCK 1101","2017-09-20","09:00:00","31.69","32.50","30.78","69.35","0.00","630.50","7.47","145.13","1009.16","0.49",
"BLOCK 1101","2017-09-20","10:00:00","33.09","33.92","31.99","60.72","0.00","746.80","5.66","148.17","1008.75","0.61",
"BLOCK 1101","2017-09-20","11:00:00","34.26","35.27","33.08","55.87","0.00","861.77","8.02","207.13","1008.10","0.73",
"BLOCK 1101","2017-09-20","12:00:00","35.78","36.60","34.93","46.28","0.00","893.50","6.36","208.19","1007.35","0.81",
"BLOCK 1101","2017-09-20","13:00:00","36.18","37.53","34.98","48.87","0.00","846.52","14.66","204.32","1006.52","0.86",
"BLOCK 1101","2017-09-20","14:00:00","35.96","37.16","35.14","51.05","0.00","715.70","17.99","217.24","1005.73","0.80",
"BLOCK 1101","2017-09-20","15:00:00","35.98","36.71","35.42","48.46","0.00","547.17","19.24","234.82","1005.13","0.76",
"BLOCK 1101","2017-09-20","16:00:00","35.66","36.29","34.97","43.69","0.00","340.65","21.06","250.79","1004.87","0.75",
"BLOCK 1101","2017-09-20","17:00:00","34.32","35.08","33.26","47.64","0.00","137.49","21.05","255.49","1004.87","0.60",
"BLOCK 1101","2017-09-20","18:00:00","32.14","33.26","31.20","55.96","0.00","13.67","14.77","256.49","1004.88","0.36",
"BLOCK 1101","2017-09-20","19:00:00","30.33","31.22","29.45","65.06","0.00","0.06","7.90","252.61","1005.12","0.17",
"BLOCK 1101","2017-09-20","20:00:00","28.64","29.46","28.24","75.31","0.00","0.11","3.04","184.27","1005.81","0.08",
"BLOCK 1101","2017-09-20","21:00:00","28.04","28.37","27.64","79.56","0.00","0.10","1.11","160.14","1006.52","0.04",
"BLOCK 1101","2017-09-20","22:00:00","27.06","27.67","26.78","82.23","0.00","0.05","4.22","197.38","1006.84","0.07",
"BLOCK 1101","2017-09-20","23:00:00","26.76","26.97","26.42","85.10","0.00","0.03","1.87","137.62","1006.81","0.04",
"BLOCK 1101","2017-09-21","00:00:00","26.56","26.92","26.11","85.77","0.00","0.05","3.65","120.98","1006.76","0.01",
"BLOCK 1101","2017-09-21","01:00:00","25.94","26.30","25.63","89.05","0.00","0.08","4.86","110.56","1006.72","0.01",
"BLOCK 1101","2017-09-21","02:00:00","25.62","25.72","25.50","89.80","0.00","0.09","4.39","108.05","1006.38","0.01",
"BLOCK 1101","2017-09-21","03:00:00","25.41","25.59","25.13","89.70","0.00","0.09","3.09","85.78","1006.03","0",
"BLOCK 1101","2017-09-21","04:00:00","25.13","25.28","25.02","88.98","0.00","0.07","3.58","81.01","1005.91","0.00",
"BLOCK 1101","2017-09-21","05:00:00","25.13","25.27","24.92","88.48","0.00","0.09","3.11","71.24","1005.95","0.00",
"BLOCK 1101","2017-09-21","06:00:00","25.23","26.56","24.84","89.47","0.00","29.12","3.20","101.94","1006.21","0.02",
"BLOCK 1101","2017-09-21","07:00:00","28.10","29.14","26.54","82.15","0.00","235.28","3.67","142.47","1006.47","0.17",
"BLOCK 1101","2017-09-21","08:00:00","30.82","32.02","29.05","73.26","0.00","458.68","1.52","308.00","1007.05","0.34",
"BLOCK 1101","2017-09-21","09:00:00","32.14","33.22","31.38","61.87","0.00","651.28","7.92","319.74","1007.25","0.55",
"BLOCK 1101","2017-09-21","10:00:00","33.62","34.88","32.61","53.80","0.00","796.13","7.81","321.47","1006.95","0.69",
"BLOCK 1101","2017-09-21","11:00:00","35.24","36.31","34.01","47.54","0.00","879.33","8.22","294.57","1006.40","0.81",
"BLOCK 1101","2017-09-21","12:00:00","36.50","37.26","35.54","40.97","0.00","895.83","8.72","305.99","1005.75","0.89",
"BLOCK 1101","2017-09-21","13:00:00","37.38","38.26","36.08","34.77","0.00","845.00","9.95","320.02","1004.86","0.94",
"BLOCK 1101","2017-09-21","14:00:00","37.74","38.53","36.90","36.13","0.00","721.62","13.03","287.28","1004.06","0.93",
"BLOCK 1101","2017-09-21","15:00:00","37.43","38.53","36.56","38.87","0.00","550.92","20.71","265.53","1003.62","0.93",
"BLOCK 1101","2017-09-21","16:00:00","36.11","37.12","35.36","39.97","0.00","346.45","22.56","252.35","1003.37","0.82",
"BLOCK 1101","2017-09-21","17:00:00","34.79","35.59","33.65","39.94","0.00","140.90","20.15","254.05","1003.40","0.68",
"BLOCK 1101","2017-09-21","18:00:00","31.75","33.71","30.16","49.09","0.00","14.48","13.80","259.98","1003.24","0.39",
"BLOCK 1101","2017-09-21","19:00:00","29.00","30.15","27.68","59.74","0.00","0.03","8.10","259.33","1003.35","0.19",
"BLOCK 1101","2017-09-21","20:00:00","26.67","27.68","25.78","68.03","0.00","0.10","5.01","254.73","1003.71","0.13",
"BLOCK 1101","2017-09-21","21:00:00","25.27","25.79","24.77","73.35","0.00","0.06","3.16","276.91","1004.04","0.08",
"BLOCK 1101","2017-09-21","22:00:00","25.25","25.97","24.41","78.41","0.00","0.08","4.84","321.91","1004.12","0.09",
"BLOCK 1101","2017-09-21","23:00:00","24.78","25.98","23.58","80.66","0.00","0.08","2.68","107.67","1004.35","0.06",
"BLOCK 1101","2017-09-22","00:00:00","23.65","23.80","23.55","84.47","0.00","0.08","2.52","137.57","1004.61","0",
"BLOCK 1101","2017-09-22","01:00:00","23.61","23.82","23.49","85.05","0.00","0.10","3.06","127.41","1004.44","0.00",
"BLOCK 1101","2017-09-22","02:00:00","23.64","23.93","22.82","85.42","0.00","0.09","3.14","118.53","1004.22","0.00",
"BLOCK 1101","2017-09-22","03:00:00","23.00","23.41","22.58","86.60","0.00","0.06","5.29","54.21","1003.89","0.02",
"BLOCK 1101","2017-09-22","04:00:00","23.68","24.23","23.35","83.50","0.00","0.06","4.75","103.30","1003.88","0.03",
"BLOCK 1101","2017-09-22","05:00:00","23.12","23.38","22.76","85.18","0.00","0.06","4.28","106.05","1004.12","0.02",
"BLOCK 1101","2017-09-22","06:00:00","22.64","23.30","22.23","85.68","0.00","31.78","4.92","41.45","1004.42","0.03",
"BLOCK 1101","2017-09-22","07:00:00","25.06","26.92","23.27","77.85","0.00","245.12","5.99","30.80","1004.73","0.18",
"BLOCK 1101","2017-09-22","08:00:00","28.49","29.74","26.84","70.38","0.00","470.05","5.07","352.05","1004.96","0.35",
"BLOCK 1101","2017-09-22","09:00:00","30.72","31.98","29.56","56.03","0.00","665.25","9.94","326.29","1005.13","0.57",
"BLOCK 1101","2017-09-22","10:00:00","32.57","33.60","31.67","43.25","0.00","811.62","12.02","332.01","1004.99","0.78",
"BLOCK 1101","2017-09-22","11:00:00","34.57","35.63","33.38","33.30","0.00","897.83","6.58","317.02","1004.71","0.86",
"BLOCK 1101","2017-09-22","12:00:00","36.28","37.41","34.60","28.09","0.00","911.67","5.32","286.97","1003.90","0.89",
"BLOCK 1101","2017-09-22","13:00:00","37.53","38.71","36.22","25.79","0.00","855.17","10.93","239.05","1003.10","1.00",
"BLOCK 1101","2017-09-22","14:00:00","37.39","38.50","36.43","32.13","0.00","724.63","15.83","260.05","1002.48","1.00",
"BLOCK 1101","2017-09-22","15:00:00","35.73","36.98","34.72","40.97","0.00","551.53","21.35","276.15","1001.94","0.86",
"BLOCK 1101","2017-09-22","16:00:00","34.86","35.83","33.72","39.22","0.00","345.52","19.88","270.70","1001.78","0.76",
"BLOCK 1101","2017-09-22","17:00:00","32.82","34.01","31.75","45.51","0.00","137.62","18.03","274.07","1001.67","0.55",
"BLOCK 1101","2017-09-22","18:00:00","30.45","31.88","29.26","50.97","0.00","12.91","12.82","273.45","1001.59","0.35",
"BLOCK 1101","2017-09-22","19:00:00","27.94","29.26","26.65","55.73","0.00","0.10","5.01","258.66","1001.92","0.14",
"BLOCK 1101","2017-09-22","20:00:00","26.08","26.65","25.59","63.66","0.00","0.05","3.99","229.86","1002.62","0.13",
"BLOCK 1101","2017-09-22","21:00:00","25.40","25.90","24.74","69.36","0.00","0.06","4.60","170.33","1003.02","0.12",
"BLOCK 1101","2017-09-22","22:00:00","24.56","25.09","24.30","76.34","0.00","0.09","2.05","179.58","1003.17","0.06",
"BLOCK 1101","2017-09-22","23:00:00","24.57","25.00","24.10","78.34","0.00","0.08","2.54","99.09","1003.06","0.06",
"BLOCK 1101","2017-09-23","00:00:00","23.92","24.32","23.37","79.60","0.00","0.07","1.87","82.05","1002.78","0",
"BLOCK 1101","2017-09-23","01:00:00","23.69","24.15","22.93","81.72","0.00","0.09","3.15","84.89","1002.45","0.01",
"BLOCK 1101","2017-09-23","02:00:00","23.38","23.81","22.83","83.75","0.00","0.08","3.44","111.39","1002.10","0.01",
"BLOCK 1101","2017-09-23","03:00:00","22.99","23.67","22.44","83.57","0.00","0.05","4.37","107.43","1001.95","0.02",
"BLOCK 1101","2017-09-23","04:00:00","22.42","22.68","22.26","82.88","0.00","0.03","4.06","102.08","1002.10","0.02",
"BLOCK 1101","2017-09-23","05:00:00","22.39","22.66","22.01","82.07","0.00","0.06","4.16","104.35","1002.40","0.02",
"BLOCK 1101","2017-09-23","06:00:00","22.83","24.19","22.24","81.84","0.00","31.46","3.73","99.07","1002.92","0.04",
"BLOCK 1101","2017-09-23","07:00:00","25.88","27.74","24.17","74.22","0.00","246.85","5.67","109.98","1003.51","0.20",
"BLOCK 1101","2017-09-23","08:00:00","29.30","31.19","27.67","61.37","0.00","432.18","3.95","122.38","1003.85","0.36",
"BLOCK 1101","2017-09-23","09:00:00","31.46","32.40","30.43","51.59","0.00","599.97","3.03","206.76","1004.29","0.50",
"BLOCK 1101","2017-09-23","10:00:00","32.36","33.25","31.36","51.23","0.00","807.27","10.42","201.21","1004.10","0.71",
"BLOCK 1101","2017-09-23","11:00:00","33.08","34.13","31.78","48.72","0.00","814.67","14.10","205.04","1003.62","0.76",
"BLOCK 1101","2017-09-23","12:00:00","33.57","34.60","32.84","47.28","0.00","768.38","14.79","217.39","1002.87","0.77",
"BLOCK 1101","2017-09-23","13:00:00","34.31","35.53","33.30","45.20","0.00","783.93","15.90","238.95","1002.35","0.82",
"BLOCK 1101","2017-09-23","14:00:00","34.58","35.72","33.29","43.80","0.00","721.63","15.13","247.49","1002.02","0.81",
"BLOCK 1101","2017-09-23","15:00:00","34.46","35.45","33.54","42.62","0.00","541.82","16.92","246.56","1001.75","0.76",
"BLOCK 1101","2017-09-23","16:00:00","33.78","34.81","33.20","40.39","0.00","349.85","16.63","233.95","1001.67","0.68",
"BLOCK 1101","2017-09-23","17:00:00","32.36","33.57","31.24","44.38","0.00","133.90","17.47","253.60","1001.64","0.54",
"BLOCK 1101","2017-09-23","18:00:00","29.53","31.30","28.29","55.12","0.00","11.87","18.02","279.62","1001.72","0.37",
"BLOCK 1101","2017-09-23","19:00:00","27.54","28.29","26.87","62.98","0.00","0.11","14.58","287.49","1002.02","0.25",
"BLOCK 1101","2017-09-23","20:00:00","26.05","26.88","25.31","67.90","0.00","0.04","7.11","274.72","1002.49","0.16",
"BLOCK 1101","2017-09-23","21:00:00","24.31","25.31","23.36","71.31","0.00","0.08","4.03","267.21","1002.86","0.10",
"BLOCK 1101","2017-09-23","22:00:00","22.91","23.41","22.16","76.07","0.00","0.09","3.09","235.80","1002.98","0.07",
"BLOCK 1101","2017-09-23","23:00:00","22.14","22.31","21.87","77.59","0.00","0.07","6.15","238.17","1002.98","0.10",
"BLOCK 1101","2017-09-24","00:00:00","21.73","22.03","21.45","77.59","0.00","0.04","3.53","200.91","1003.18","0.02",
"BLOCK 1101","2017-09-24","01:00:00","21.48","21.92","20.86","77.48","0.00","0.07","2.43","156.97","1003.19","0.01",
"BLOCK 1101","2017-09-24","02:00:00","20.26","21.32","19.13","80.56","0.00","0.09","2.24","315.18","1002.97","0",
"BLOCK 1101","2017-09-24","03:00:00","19.42","19.88","18.86","84.03","0.00","0.08","1.33","47.74","1002.77","0",
"BLOCK 1101","2017-09-24","04:00:00","18.29","18.96","17.77","87.42","0.00","0.05","0.40","51.32","1002.71","0",
"BLOCK 1101","2017-09-24","05:00:00","17.60","18.01","17.22","90.95","0.00","0.04","3.24","315.05","1002.82","0",
"BLOCK 1101","2017-09-24","06:00:00","18.60","20.40","17.54","86.97","0.00","31.64","2.30","33.84","1003.39","0.00",
"BLOCK 1101","2017-09-24","07:00:00","22.53","24.47","20.34","74.04","0.00","246.47","2.32","315.51","1003.90","0.16",
"BLOCK 1101","2017-09-24","08:00:00","25.89","27.66","24.38","55.23","0.00","476.25","9.54","334.45","1004.15","0.41",
"BLOCK 1101","2017-09-24","09:00:00","28.61","29.91","27.36","39.89","0.00","676.10","12.76","307.32","1004.50","0.66",
"BLOCK 1101","2017-09-24","10:00:00","30.54","31.68","29.36","28.99","0.00","824.92","14.48","307.50","1004.70","0.86",
"BLOCK 1101","2017-09-24","11:00:00","31.87","32.68","31.09","25.13","0.00","911.00","14.87","299.76","1004.44","0.96",
"BLOCK 1101","2017-09-24","12:00:00","32.89","34.20","31.92","24.46","0.00","924.33","14.30","290.45","1003.90","1.00",
