Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
"BLOCK 910 (CIANO)","2020-04-01","15:00:00","24.39","24.74","23.98","53.73","0.00","322.42","6.60","198.90","1000.83","0.31",
"BLOCK 910 (CIANO)","2020-04-01","16:00:00","23.99","24.34","23.75","50.26","0.00","211.48","6.34","181.36","1000.44","0.26",
"BLOCK 910 (CIANO)","2020-04-01","17:00:00","23.22","24.18","21.39","53.69","0.00","128.89","5.15","160.60","1000.28","0.19",
"BLOCK 910 (CIANO)","2020-04-01","18:00:00","20.34","21.40","19.18","67.33","0.00","17.60","3.70","152.29","1000.29","0.05",
"BLOCK 910 (CIANO)","2020-04-01","19:00:00","18.36","19.21","17.49","74.55","0.00","0.02","2.62","138.23","1000.59","0.01",
"BLOCK 910 (CIANO)","2020-04-01","20:00:00","16.54","17.77","15.57","84.65","0.00","0.00","1.76","60.84","1000.94","0.03",
"BLOCK 910 (CIANO)","2020-04-01","21:00:00","14.70","15.58","13.99","83.75","0.00","0.00","2.65","105.78","1001.04","0.03",
"BLOCK 910 (CIANO)","2020-04-01","22:00:00","14.79","15.81","13.97","70.67","0.00","0.00","2.14","147.55","1001.06","0.05",
"BLOCK 910 (CIANO)","2020-04-01","23:00:00","15.02","15.67","14.41","70.20","0.00","0.00","3.27","147.40","1001.31","0.07",
"BLOCK 910 (CIANO)","2020-04-02","00:00:00","13.33","14.40","12.47","83.58","0.00","0.00","3.20","145.93","1001.20","0.01",
"BLOCK 910 (CIANO)","2020-04-02","01:00:00","14.11","14.63","13.46","82.00","0.00","0.00","2.99","144.21","1000.88","0.01",
"BLOCK 910 (CIANO)","2020-04-02","02:00:00","14.33","14.88","13.21","78.81","0.00","0.00","3.77","125.38","1000.52","0.03",
"BLOCK 910 (CIANO)","2020-04-02","03:00:00","13.29","14.43","12.61","76.03","0.00","0.00","4.60","115.95","1000.36","0.04",
"BLOCK 910 (CIANO)","2020-04-02","04:00:00","12.79","14.45","11.98","73.39","0.00","0.00","2.88","102.50","1000.43","0.02",
"BLOCK 910 (CIANO)","2020-04-02","05:00:00","11.88","12.74","11.17","76.62","0.00","0.00","4.15","137.18","1000.95","0.03",
"BLOCK 910 (CIANO)","2020-04-02","06:00:00","12.04","15.44","10.93","76.65","0.00","30.76","4.77","122.19","1001.26","0.03",
"BLOCK 910 (CIANO)","2020-04-02","07:00:00","17.32","20.00","15.45","59.06","0.00","182.66","7.47","107.21","1001.91","0.18",
"BLOCK 910 (CIANO)","2020-04-02","08:00:00","21.75","23.11","20.01","54.05","0.00","434.62","12.94","121.46","1002.82","0.36",
"BLOCK 910 (CIANO)","2020-04-02","09:00:00","24.00","24.97","23.09","51.05","0.00","637.92","16.55","137.15","1003.49","0.49",
"BLOCK 910 (CIANO)","2020-04-02","10:00:00","25.58","26.59","24.72","49.70","0.00","791.45","17.88","140.43","1003.72","0.58",
"BLOCK 910 (CIANO)","2020-04-02","11:00:00","27.11","28.27","26.00","44.29","0.00","903.50","15.89","151.16","1003.43","0.69",
"BLOCK 910 (CIANO)","2020-04-02","12:00:00","27.59","28.15","26.82","47.00","0.00","943.17","10.85","192.28","1002.84","0.69",
"BLOCK 910 (CIANO)","2020-04-02","13:00:00","27.64","28.40","27.08","50.85","0.00","917.00","11.23","201.10","1002.33","0.66",
"BLOCK 910 (CIANO)","2020-04-02","14:00:00","27.47","28.61","26.77","41.66","0.00","827.63","11.93","199.05","1001.76","0.68",
"BLOCK 910 (CIANO)","2020-04-02","15:00:00","26.91","27.67","26.33","40.64","0.00","632.18","11.91","196.18","1001.34","0.59",
"BLOCK 910 (CIANO)","2020-04-02","16:00:00","26.38","27.40","25.80","34.26","0.00","443.20","10.21","193.58","1001.34","0.53",
"BLOCK 910 (CIANO)","2020-04-02","17:00:00","25.46","26.35","24.47","38.01","0.00","246.05","7.42","193.09","1001.19","0.36",
"BLOCK 910 (CIANO)","2020-04-02","18:00:00","21.34","24.56","18.97","59.35","0.00","30.08","4.73","194.57","1000.97","0.10",
"BLOCK 910 (CIANO)","2020-04-02","19:00:00","17.52","18.97","16.77","75.69","0.00","0.03","2.05","134.33","1000.86","0",
"BLOCK 910 (CIANO)","2020-04-02","20:00:00","16.78","17.00","16.56","82.20","0.00","0.00","2.09","125.33","1001.17","0.03",
"BLOCK 910 (CIANO)","2020-04-02","21:00:00","15.59","16.64","14.83","85.32","0.00","0.00","2.97","142.42","1001.24","0.03",
"BLOCK 910 (CIANO)","2020-04-02","22:00:00","14.75","15.80","14.20","85.80","0.00","0.00","1.81","161.76","1000.85","0.03",
"BLOCK 910 (CIANO)","2020-04-02","23:00:00","14.07","15.18","13.27","83.53","0.00","0.00","1.19","153.29","1000.92","0.02",
"BLOCK 910 (CIANO)","2020-04-03","00:00:00","12.71","13.93","11.49","84.60","0.00","0.00","0.45","163.98","1000.67","0",
"BLOCK 910 (CIANO)","2020-04-03","01:00:00","11.57","12.78","10.67","88.45","0.00","0.00","2.66","30.01","999.96","0",
"BLOCK 910 (CIANO)","2020-04-03","02:00:00","10.94","11.70","10.34","87.53","0.00","0.00","2.39","44.27","999.82","0",
"BLOCK 910 (CIANO)","2020-04-03","03:00:00","10.52","10.91","9.86","87.95","0.00","0.00","2.06","33.57","999.76","0",
"BLOCK 910 (CIANO)","2020-04-03","04:00:00","11.32","12.51","10.28","81.95","0.00","0.00","2.43","19.16","999.60","0.01",
"BLOCK 910 (CIANO)","2020-04-03","05:00:00","12.16","13.08","10.94","74.32","0.00","0.01","2.60","22.68","999.66","0.00",
"BLOCK 910 (CIANO)","2020-04-03","06:00:00","11.21","11.67","10.93","82.60","0.00","22.08","2.21","75.11","1000.25","0",
"BLOCK 910 (CIANO)","2020-04-03","07:00:00","13.36","14.70","11.67","79.28","0.00","125.23","2.73","57.44","1000.91","0.06",
"BLOCK 910 (CIANO)","2020-04-03","08:00:00","16.49","18.75","14.54","72.75","0.00","237.83","2.31","39.11","1001.46","0.13",
"BLOCK 910 (CIANO)","2020-04-03","09:00:00","20.73","22.19","18.78","51.22","0.00","371.22","5.25","131.16","1002.12","0.29",
"BLOCK 910 (CIANO)","2020-04-03","10:00:00","23.95","25.59","22.09","40.98","0.00","596.43","5.13","175.97","1002.63","0.46",
"BLOCK 910 (CIANO)","2020-04-03","11:00:00","24.99","25.51","24.38","41.28","0.00","503.43","6.68","245.10","1002.59","0.45",
"BLOCK 910 (CIANO)","2020-04-03","12:00:00","26.09","27.26","25.17","38.92","0.00","789.48","7.71","235.89","1002.53","0.62",
"BLOCK 910 (CIANO)","2020-04-03","13:00:00","27.36","28.07","26.71","33.71","0.00","828.17","7.30","264.01","1001.54","0.68",
"BLOCK 910 (CIANO)","2020-04-03","14:00:00","27.49","28.43","27.00","35.01","0.00","489.28","6.03","247.69","1000.72","0.49",
"BLOCK 910 (CIANO)","2020-04-03","15:00:00","28.24","29.14","27.46","36.63","0.00","557.63","7.58","243.80","1000.17","0.56",
"BLOCK 910 (CIANO)","2020-04-03","16:00:00","27.80","28.66","27.00","41.97","0.00","362.53","6.57","236.99","999.76","0.41",
"BLOCK 910 (CIANO)","2020-04-03","17:00:00","26.28","27.89","25.35","47.88","0.00","163.13","5.06","253.51","999.62","0.24",
"BLOCK 910 (CIANO)","2020-04-03","18:00:00","24.25","26.52","22.35","50.83","0.00","33.01","4.63","242.89","999.47","0.14",
"BLOCK 910 (CIANO)","2020-04-03","19:00:00","21.75","22.55","20.89","57.58","0.00","0.02","4.34","250.90","999.20","0.09",
"BLOCK 910 (CIANO)","2020-04-03","20:00:00","20.27","20.98","19.50","62.71","0.00","0.00","3.52","281.64","999.60","0.10",
"BLOCK 910 (CIANO)","2020-04-03","21:00:00","17.93","19.72","17.12","79.01","0.00","0.00","1.16","34.30","1000.14","0.03",
"BLOCK 910 (CIANO)","2020-04-03","22:00:00","17.10","17.64","16.71","81.18","0.00","0.00","1.51","145.22","1000.11","0.03",
"BLOCK 910 (CIANO)","2020-04-03","23:00:00","16.80","17.18","16.27","81.25","0.00","0.00","1.90","164.76","1000.45","0.03",
"BLOCK 910 (CIANO)","2020-04-04","00:00:00","15.43","16.30","14.73","85.17","0.00","0.00","3.91","158.31","1000.52","0.02",
"BLOCK 910 (CIANO)","2020-04-04","01:00:00","14.58","14.77","14.35","90.77","0.00","0.00","3.42","130.81","999.95","0.00",
"BLOCK 910 (CIANO)","2020-04-04","02:00:00","14.91","15.27","14.47","90.57","0.00","0.00","4.72","143.27","999.65","0.01",
"BLOCK 910 (CIANO)","2020-04-04","03:00:00","15.35","15.48","15.14","90.57","0.00","0.00","5.27","132.33","999.12","0.01",
"BLOCK 910 (CIANO)","2020-04-04","04:00:00","15.42","15.70","15.20","90.27","0.00","0.00","0.88","81.18","999.04","0",
"BLOCK 910 (CIANO)","2020-04-04","05:00:00","15.68","16.08","15.42","87.90","0.00","0.00","4.85","133.15","998.84","0.02",
"BLOCK 910 (CIANO)","2020-04-04","06:00:00","15.69","15.96","15.48","86.90","0.00","17.33","2.54","204.53","999.43","0",
"BLOCK 910 (CIANO)","2020-04-04","07:00:00","16.90","18.23","15.94","85.47","0.00","101.49","3.17","173.00","1000.12","0.05",
"BLOCK 910 (CIANO)","2020-04-04","08:00:00","18.90","19.81","18.17","80.57","0.00","172.62","3.63","97.67","1000.90","0.10",
"BLOCK 910 (CIANO)","2020-04-04","09:00:00","20.33","20.92","19.75","71.15","0.00","210.63","4.68","128.36","1001.92","0.15",
"BLOCK 910 (CIANO)","2020-04-04","10:00:00","21.53","22.79","20.88","65.23","0.00","257.72","4.34","111.17","1002.23","0.19",
"BLOCK 910 (CIANO)","2020-04-04","11:00:00","22.19","22.77","21.71","58.16","0.00","245.67","4.73","8.66","1002.39","0.22",
"BLOCK 910 (CIANO)","2020-04-04","12:00:00","22.82","23.38","22.25","52.73","0.00","224.63","3.84","341.47","1002.79","0.21",
"BLOCK 910 (CIANO)","2020-04-04","13:00:00","23.36","23.78","23.11","50.05","0.00","243.80","4.63","86.35","1002.25","0.25",
"BLOCK 910 (CIANO)","2020-04-04","14:00:00","23.58","24.03","23.07","52.76","0.00","258.00","7.15","126.82","1001.52","0.28",
"BLOCK 910 (CIANO)","2020-04-04","15:00:00","24.28","25.09","23.67","53.70","0.00","301.37","8.00","163.73","1001.50","0.31",
"BLOCK 910 (CIANO)","2020-04-04","16:00:00","24.07","25.04","22.91","47.77","0.00","193.95","11.36","141.70","1001.12","0.33",
"BLOCK 910 (CIANO)","2020-04-04","17:00:00","22.37","22.90","21.58","51.01","0.00","68.21","10.71","159.93","1000.81","0.25",
"BLOCK 910 (CIANO)","2020-04-04","18:00:00","20.87","21.86","19.76","53.60","0.00","14.32","10.09","151.36","1000.67","0.20",
"BLOCK 910 (CIANO)","2020-04-04","19:00:00","18.91","19.76","18.38","67.35","0.00","0.04","1.04","102.39","1000.61","0",
"BLOCK 910 (CIANO)","2020-04-04","20:00:00","18.90","19.80","18.36","67.31","0.00","0.00","5.82","157.55","1000.89","0.11",
"BLOCK 910 (CIANO)","2020-04-04","21:00:00","18.60","19.57","17.97","67.31","0.00","0.00","4.11","185.62","1001.33","0.09",
"BLOCK 910 (CIANO)","2020-04-04","22:00:00","17.23","19.12","15.77","74.44","0.00","0.00","1.58","142.43","1001.05","0.04",
"BLOCK 910 (CIANO)","2020-04-04","23:00:00","15.53","16.10","14.60","85.63","0.00","0.00","1.83","87.00","1000.42","0.03",
"BLOCK 910 (CIANO)","2020-04-05","00:00:00","16.25","17.15","15.02","76.31","0.00","0.00","2.12","131.44","1000.06","0.01",
"BLOCK 910 (CIANO)","2020-04-05","01:00:00","14.97","15.38","14.69","84.57","0.00","0.00","2.39","16.50","999.60","0.00",
"BLOCK 910 (CIANO)","2020-04-05","02:00:00","14.71","15.24","14.13","85.62","0.00","0.00","1.66","0.77","999.23","0",
"BLOCK 910 (CIANO)","2020-04-05","03:00:00","14.39","15.36","13.66","84.07","0.00","0.00","2.45","18.11","998.99","0.01",
"BLOCK 910 (CIANO)","2020-04-05","04:00:00","13.96","14.29","13.61","85.50","0.00","0.00","2.16","73.08","999.16","0.00",
"BLOCK 910 (CIANO)","2020-04-05","05:00:00","13.99","14.19","13.72","84.30","0.00","0.01","2.00","38.82","999.31","0",
"BLOCK 910 (CIANO)","2020-04-05","06:00:00","14.22","15.53","13.69","81.66","0.00","20.63","1.40","112.60","999.88","0",
"BLOCK 910 (CIANO)","2020-04-05","07:00:00","17.19","21.31","15.47","75.35","0.00","173.02","2.03","129.82","1000.62","0.09",
"BLOCK 910 (CIANO)","2020-04-05","08:00:00","22.17","23.15","21.33","58.14","0.00","285.78","5.42","131.49","1001.53","0.24",
"BLOCK 910 (CIANO)","2020-04-05","09:00:00","24.53","25.95","22.97","44.01","0.00","602.08","5.99","148.04","1002.35","0.47",
"BLOCK 910 (CIANO)","2020-04-05","10:00:00","26.51","27.49","25.56","37.68","0.00","754.58","6.28","157.75","1002.56","0.61",
"BLOCK 910 (CIANO)","2020-04-05","11:00:00","27.57","28.34","26.75","34.57","0.00","819.92","8.46","204.75","1002.55","0.69",
"BLOCK 910 (CIANO)","2020-04-05","12:00:00","27.87","28.41","27.41","36.51","0.00","770.90","9.64","190.24","1002.02","0.68",
"BLOCK 910 (CIANO)","2020-04-05","13:00:00","28.20","28.74","27.58","36.72","0.00","842.15","9.67","204.00","1001.75","0.71",
"BLOCK 910 (CIANO)","2020-04-05","14:00:00","28.24","29.11","27.57","37.84","0.00","689.63","8.98","200.65","1001.24","0.63",
"BLOCK 910 (CIANO)","2020-04-05","15:00:00","28.20","28.73","27.49","37.13","0.00","639.50","8.52","202.78","1000.69","0.61",
"BLOCK 910 (CIANO)","2020-04-05","16:00:00","27.02","27.91","25.94","41.92","0.00","414.45","8.94","202.88","1000.46","0.47",
"BLOCK 910 (CIANO)","2020-04-05","17:00:00","25.53","26.54","24.39","43.77","0.00","211.57","6.68","219.33","1000.29","0.31",
"BLOCK 910 (CIANO)","2020-04-05","18:00:00","22.59","24.39","21.02","58.11","0.00","27.41","4.69","199.90","1000.28","0.11",
"BLOCK 910 (CIANO)","2020-04-05","19:00:00","19.84","21.07","17.75","68.36","0.00","0.04","2.83","181.82","1000.46","0.03",
"BLOCK 910 (CIANO)","2020-04-05","20:00:00","17.54","18.26","16.73","79.27","0.00","0.00","3.06","143.76","1000.37","0.05",
"BLOCK 910 (CIANO)","2020-04-05","21:00:00","16.08","16.75","15.76","86.82","0.00","0.00","1.18","62.02","1000.89","0.02",
"BLOCK 910 (CIANO)","2020-04-05","22:00:00","16.11","16.74","15.61","85.33","0.00","0.00","1.15","145.22","1001.34","0.02",
"BLOCK 910 (CIANO)","2020-04-05","23:00:00","16.92","17.66","16.04","79.29","0.00","0.00","1.61","147.50","1001.80","0.03",
"BLOCK 910 (CIANO)","2020-04-06","00:00:00","16.18","16.55","15.83","84.05","0.00","0.00","2.05","141.45","1002.16","0.00",
"BLOCK 910 (CIANO)","2020-04-06","01:00:00","16.33","16.79","15.91","84.45","0.00","0.00","1.65","110.83","1002.03","0",
"BLOCK 910 (CIANO)","2020-04-06","02:00:00","16.03","16.38","15.80","87.25","0.00","0.00","1.57","61.74","1001.75","0",
"BLOCK 910 (CIANO)","2020-04-06","03:00:00","16.51","16.95","16.16","82.03","0.00","0.00","3.68","151.44","1001.87","0.02",
"BLOCK 910 (CIANO)","2020-04-06","04:00:00","16.42","16.93","16.04","82.51","0.00","0.00","1.70","100.29","1001.37","0.00",
"BLOCK 910 (CIANO)","2020-04-06","05:00:00","17.06","17.57","16.47","77.35","0.00","0.00","0.67","250.03","1001.79","0",
"BLOCK 910 (CIANO)","2020-04-06","06:00:00","16.83","17.28","16.40","81.38","0.00","6.88","0.92","17.59","1002.84","0",
"BLOCK 910 (CIANO)","2020-04-06","07:00:00","17.34","18.59","16.38","78.42","0.00","46.65","6.90","109.62","1003.19","0.06",
"BLOCK 910 (CIANO)","2020-04-06","08:00:00","19.25","19.76","18.54","62.84","0.00","94.11","6.78","118.61","1003.93","0.14",
"BLOCK 910 (CIANO)","2020-04-06","09:00:00","20.42","21.92","19.43","60.67","0.00","125.25","5.83","141.87","1004.83","0.16",
"BLOCK 910 (CIANO)","2020-04-06","10:00:00","22.99","23.95","21.85","50.38","0.00","247.72","6.27","146.67","1005.43","0.27",
"BLOCK 910 (CIANO)","2020-04-06","11:00:00","24.52","26.04","23.78","50.28","0.00","357.00","9.44","132.59","1005.50","0.37",
"BLOCK 910 (CIANO)","2020-04-06","12:00:00","26.18","26.68","25.74","46.61","0.00","430.02","10.13","147.20","1005.21","0.45",
"BLOCK 910 (CIANO)","2020-04-06","13:00:00","26.35","26.92","25.29","47.15","0.00","384.53","14.06","146.25","1004.84","0.47",
"BLOCK 910 (CIANO)","2020-04-06","14:00:00","24.30","25.36","23.44","50.89","0.00","156.23","11.20","152.87","1004.76","0.31",
"BLOCK 910 (CIANO)","2020-04-06","15:00:00","24.00","24.61","23.69","53.94","0.00","190.20","8.70","155.63","1004.72","0.27",
"BLOCK 910 (CIANO)","2020-04-06","16:00:00","23.55","24.43","22.67","57.28","0.00","124.17","8.64","151.32","1004.83","0.23",
"BLOCK 910 (CIANO)","2020-04-06","17:00:00","22.46","22.67","22.26","66.16","0.00","68.90","5.71","165.07","1005.13","0.12",
"BLOCK 910 (CIANO)","2020-04-06","18:00:00","21.49","22.27","20.63","72.24","0.00","13.21","4.77","165.34","1005.36","0.06",
"BLOCK 910 (CIANO)","2020-04-06","19:00:00","20.56","20.94","20.10","77.98","0.00","0.04","6.11","151.27","1005.71","0.05",
"BLOCK 910 (CIANO)","2020-04-06","20:00:00","19.26","20.12","18.67","83.50","0.00","0.00","5.78","140.69","1005.88","0.06",
"BLOCK 910 (CIANO)","2020-04-06","21:00:00","18.42","18.74","18.11","87.30","0.00","0.00","4.58","125.01","1006.47","0.04",
"BLOCK 910 (CIANO)","2020-04-06","22:00:00","17.99","18.33","17.42","88.28","0.00","0.00","3.96","129.21","1006.31","0.04",
"BLOCK 910 (CIANO)","2020-04-06","23:00:00","16.99","17.45","16.17","89.68","0.00","0.00","3.11","139.60","1006.00","0.03",
"BLOCK 910 (CIANO)","2020-04-07","00:00:00","16.57","17.45","16.17","89.45","0.00","0.00","2.27","135.40","1005.63","0",
"BLOCK 910 (CIANO)","2020-04-07","01:00:00","16.09","16.50","15.45","90.32","0.00","0.00","1.02","73.20","1005.10","0",
"BLOCK 910 (CIANO)","2020-04-07","02:00:00","14.83","15.47","14.37","92.43","0.00","0.00","2.48","39.93","1004.75","0",
"BLOCK 910 (CIANO)","2020-04-07","03:00:00","14.81","15.30","14.25","92.28","0.00","0.00","2.68","27.36","1004.55","0",
"BLOCK 910 (CIANO)","2020-04-07","04:00:00","14.76","15.41","14.31","91.37","0.00","0.00","2.17","45.74","1004.58","0",
"BLOCK 910 (CIANO)","2020-04-07","05:00:00","14.40","14.73","13.93","91.33","0.00","0.03","1.78","29.07","1004.68","0",
"BLOCK 910 (CIANO)","2020-04-07","06:00:00","14.58","16.45","13.91","90.95","0.00","37.85","1.32","41.00","1005.39","0",
"BLOCK 910 (CIANO)","2020-04-07","07:00:00","19.07","20.98","16.46","84.02","0.00","212.42","2.06","44.87","1006.27","0.11",
"BLOCK 910 (CIANO)","2020-04-07","08:00:00","23.44","24.38","21.02","67.57","0.00","419.68","0.75","90.70","1007.26","0.27",
"BLOCK 910 (CIANO)","2020-04-07","09:00:00","24.15","25.49","23.34","63.33","0.00","594.97","3.90","269.05","1007.87","0.39",
"BLOCK 910 (CIANO)","2020-04-07","10:00:00","25.45","26.15","24.60","60.52","0.00","743.37","0.96","119.76","1007.67","0.51",
"BLOCK 910 (CIANO)","2020-04-07","11:00:00","26.36","27.12","25.59","59.66","0.00","843.85","4.87","268.57","1007.19","0.57",
"BLOCK 910 (CIANO)","2020-04-07","12:00:00","27.18","27.80","26.31","56.29","0.00","889.83","6.20","270.44","1006.54","0.61",
"BLOCK 910 (CIANO)","2020-04-07","13:00:00","28.66","29.70","27.73","46.24","0.00","843.98","7.54","246.13","1005.88","0.66",
"BLOCK 910 (CIANO)","2020-04-07","14:00:00","29.05","29.82","28.24","47.58","0.00","722.88","9.46","223.78","1005.35","0.62",
"BLOCK 910 (CIANO)","2020-04-07","15:00:00","28.09","28.85","27.57","49.42","0.00","550.40","11.20","230.26","1005.04","0.52",
"BLOCK 910 (CIANO)","2020-04-07","16:00:00","28.04","28.47","27.53","45.73","0.00","460.83","9.48","239.26","1004.65","0.49",
"BLOCK 910 (CIANO)","2020-04-07","17:00:00","27.19","28.10","26.48","42.68","0.00","228.85","8.11","221.84","1004.74","0.37",
"BLOCK 910 (CIANO)","2020-04-07","18:00:00","24.64","26.48","22.77","49.03","0.00","45.69","4.53","216.84","1004.72","0.15",
"BLOCK 910 (CIANO)","2020-04-07","19:00:00","21.62","22.89","20.68","61.27","0.00","0.10","3.68","242.73","1004.59","0.06",
"BLOCK 910 (CIANO)","2020-04-07","20:00:00","18.67","20.70","16.53","70.42","0.00","0.00","1.71","167.92","1004.81","0.05",
"BLOCK 910 (CIANO)","2020-04-07","21:00:00","16.47","17.21","15.44","82.17","0.00","0.00","0.11","56.96","1004.76","0.01",
"BLOCK 910 (CIANO)","2020-04-07","22:00:00","15.14","16.02","14.37","88.67","0.00","0.00","1.66","20.34","1004.95","0.02",
"BLOCK 910 (CIANO)","2020-04-07","23:00:00","14.02","14.36","13.76","91.28","0.00","0.00","1.39","74.49","1004.94","0.02",
"BLOCK 910 (CIANO)","2020-04-08","00:00:00","14.28","15.30","13.77","88.92","0.00","0.00","2.56","24.05","1004.53","0",
"BLOCK 910 (CIANO)","2020-04-08","01:00:00","14.72","15.35","14.21","84.23","0.00","0.00","1.50","29.93","1004.14","0",
"BLOCK 910 (CIANO)","2020-04-08","02:00:00","14.00","14.73","13.29","86.00","0.00","0.00","2.34","19.40","1003.69","0.00",
"BLOCK 910 (CIANO)","2020-04-08","03:00:00","14.37","15.03","13.42","82.88","0.00","0.00","1.49","346.74","1003.26","0",
"BLOCK 910 (CIANO)","2020-04-08","04:00:00","14.99","15.59","13.93","81.46","0.00","0.00","2.93","328.69","1003.03","0.01",
"BLOCK 910 (CIANO)","2020-04-08","05:00:00","12.87","13.91","12.42","89.17","0.00","0.10","3.13","44.97","1002.94","0",
"BLOCK 910 (CIANO)","2020-04-08","06:00:00","14.16","15.44","13.04","82.97","0.00","45.11","3.85","18.90","1003.22","0.02",
"BLOCK 910 (CIANO)","2020-04-08","07:00:00","18.12","20.44","15.43","73.35","0.00","216.43","3.53","26.35","1003.98","0.13",
"BLOCK 910 (CIANO)","2020-04-08","08:00:00","22.44","24.67","19.85","61.44","0.00","403.30","3.79","11.90","1004.97","0.28",
"BLOCK 910 (CIANO)","2020-04-08","09:00:00","26.32","28.01","24.11","47.15","0.00","605.80","3.73","325.97","1005.39","0.47",
"BLOCK 910 (CIANO)","2020-04-08","10:00:00","28.10","28.69","27.57","43.44","0.00","770.25","7.50","263.35","1005.42","0.63",
"BLOCK 910 (CIANO)","2020-04-08","11:00:00","28.60","29.23","27.90","44.35","0.00","760.42","8.44","274.62","1005.31","0.64",
"BLOCK 910 (CIANO)","2020-04-08","12:00:00","29.27","30.10","28.80","40.83","0.00","769.77","9.25","249.48","1005.21","0.68",
"BLOCK 910 (CIANO)","2020-04-08","13:00:00","29.17","29.82","28.35","44.07","0.00","611.05","10.18","251.10","1005.02","0.59",
"BLOCK 910 (CIANO)","2020-04-08","14:00:00","27.48","28.74","26.64","48.78","0.00","384.13","8.49","271.56","1004.76","0.42",
"BLOCK 910 (CIANO)","2020-04-08","15:00:00","25.98","26.68","25.36","52.91","0.00","264.47","6.77","277.70","1004.69","0.30",
"BLOCK 910 (CIANO)","2020-04-08","16:00:00","24.83","25.37","24.07","57.01","0.00","142.07","5.49","276.88","1004.34","0.20",
"BLOCK 910 (CIANO)","2020-04-08","17:00:00","23.67","24.15","23.22","60.87","0.00","55.72","3.49","256.73","1004.69","0.10",
"BLOCK 910 (CIANO)","2020-04-08","18:00:00","21.88","23.26","20.49","67.13","0.00","10.36","5.09","258.92","1004.91","0.08",
"BLOCK 910 (CIANO)","2020-04-08","19:00:00","19.89","20.54","19.16","72.25","0.00","0.02","5.07","261.08","1005.48","0.05",
"BLOCK 910 (CIANO)","2020-04-08","20:00:00","18.86","19.16","18.75","75.11","0.00","0.00","3.64","260.50","1006.12","0.07",
"BLOCK 910 (CIANO)","2020-04-08","21:00:00","18.69","18.90","18.14","75.00","0.00","0.00","3.12","224.83","1006.89","0.06",
"BLOCK 910 (CIANO)","2020-04-08","22:00:00","17.73","18.13","17.53","81.78","0.00","0.00","3.81","166.44","1007.18","0.05",
"BLOCK 910 (CIANO)","2020-04-08","23:00:00","17.76","17.95","17.58","77.90","0.00","0.00","3.62","194.13","1007.36","0.06",
"BLOCK 910 (CIANO)","2020-04-09","00:00:00","17.41","17.97","16.88","78.36","0.00","0.00","4.60","173.00","1007.41","0.04",
"BLOCK 910 (CIANO)","2020-04-09","01:00:00","17.51","17.76","17.34","76.63","0.00","0.00","4.02","194.02","1007.39","0.04",
"BLOCK 910 (CIANO)","2020-04-09","02:00:00","17.34","18.03","16.76","78.97","0.00","0.00","2.82","177.77","1006.77","0.02",
"BLOCK 910 (CIANO)","2020-04-09","03:00:00","16.56","16.95","16.23","85.45","0.00","0.00","1.19","101.97","1006.42","0",
"BLOCK 910 (CIANO)","2020-04-09","04:00:00","15.80","16.74","14.89","88.40","0.00","0.00","0.75","27.24","1005.91","0",
"BLOCK 910 (CIANO)","2020-04-09","05:00:00","15.47","15.82","15.16","87.95","0.00","0.03","2.37","272.05","1005.94","0",
"BLOCK 910 (CIANO)","2020-04-09","06:00:00","14.60","15.98","13.71","90.05","0.00","26.93","2.32","353.10","1006.04","0",
"BLOCK 910 (CIANO)","2020-04-09","07:00:00","17.28","19.01","15.94","83.04","0.00","226.85","3.53","4.32","1006.40","0.11",
"BLOCK 910 (CIANO)","2020-04-09","08:00:00","20.41","21.82","18.83","68.39","0.00","450.15","6.29","309.79","1006.99","0.27",
"BLOCK 910 (CIANO)","2020-04-09","09:00:00","22.58","23.75","21.69","55.58","0.00","654.57","9.34","297.93","1006.98","0.43",
"BLOCK 910 (CIANO)","2020-04-09","10:00:00","23.86","24.79","23.05","49.72","0.00","817.02","10.70","292.78","1006.99","0.55",
"BLOCK 910 (CIANO)","2020-04-09","11:00:00","25.38","26.65","24.38","45.88","0.00","917.17","9.53","284.11","1006.89","0.64",
"BLOCK 910 (CIANO)","2020-04-09","12:00:00","26.67","27.40","25.80","41.06","0.00","953.17","9.59","284.49","1005.98","0.70",
"BLOCK 910 (CIANO)","2020-04-09","13:00:00","27.71","28.50","26.91","38.84","0.00","920.00","10.54","261.08","1005.79","0.73",
"BLOCK 910 (CIANO)","2020-04-09","14:00:00","27.71","28.55","27.19","41.04","0.00","824.03","11.63","262.88","1005.08","0.68",
"BLOCK 910 (CIANO)","2020-04-09","15:00:00","26.99","27.64","26.45","42.80","0.00","678.47","12.85","263.71","1004.64","0.60",
"BLOCK 910 (CIANO)","2020-04-09","16:00:00","26.07","26.86","25.13","43.85","0.00","487.12","11.69","261.39","1004.40","0.50",
"BLOCK 910 (CIANO)","2020-04-09","17:00:00","23.99","25.29","22.63","50.50","0.00","261.30","10.47","268.38","1004.39","0.34",
"BLOCK 910 (CIANO)","2020-04-09","18:00:00","20.48","22.65","18.59","62.45","0.00","47.19","6.11","283.90","1004.13","0.12",
"BLOCK 910 (CIANO)","2020-04-09","19:00:00","17.30","18.59","16.22","73.75","0.00","0.13","6.79","291.83","1003.67","0.06",
