Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
"BLOCK 910 (CIANO)","2017-01-22","18:00:00","16.74","18.45","15.62","71.65","0.00","0.93","9.80","273.34","1002.86","0.09",
"BLOCK 910 (CIANO)","2017-01-22","19:00:00","15.00","15.72","14.01","77.07","0.00","0.00","8.84","281.09","1002.94","0.07",
"BLOCK 910 (CIANO)","2017-01-22","20:00:00","13.33","14.05","12.79","81.89","0.00","0.00","4.95","297.30","1002.86","0.05",
"BLOCK 910 (CIANO)","2017-01-22","21:00:00","12.81","12.97","12.45","83.22","0.00","0.00","5.46","281.84","1002.98","0.05",
"BLOCK 910 (CIANO)","2017-01-22","22:00:00","12.14","12.56","11.79","86.85","0.00","0.00","6.04","289.57","1003.19","0.04",
"BLOCK 910 (CIANO)","2017-01-22","23:00:00","11.79","12.35","11.24","90.28","0.00","0.00","7.45","293.27","1003.41","0.03",
"BLOCK 910 (CIANO)","2017-01-23","00:00:00","11.02","11.31","10.73","92.63","0.00","0.00","5.78","320.29","1002.95","0.00",
"BLOCK 910 (CIANO)","2017-01-23","01:00:00","10.51","11.09","9.75","92.02","0.00","0.00","5.07","277.28","1002.34","0.00",
"BLOCK 910 (CIANO)","2017-01-23","02:00:00","9.35","9.90","9.03","94.28","0.00","0.00","5.18","294.70","1001.82","0",
"BLOCK 910 (CIANO)","2017-01-23","03:00:00","9.73","9.98","9.44","90.62","0.00","0.00","9.08","288.71","1001.46","0.02",
"BLOCK 910 (CIANO)","2017-01-23","04:00:00","9.53","9.84","9.18","84.72","0.00","0.00","5.67","276.05","1001.50","0.02",
"BLOCK 910 (CIANO)","2017-01-23","05:00:00","9.28","9.65","8.39","82.95","0.00","0.00","5.29","282.73","1001.63","0.02",
"BLOCK 910 (CIANO)","2017-01-23","06:00:00","7.80","9.03","6.03","87.32","0.00","0.02","3.41","309.21","1001.74","0",
"BLOCK 910 (CIANO)","2017-01-23","07:00:00","7.74","9.44","6.15","92.80","0.00","42.55","5.53","27.08","1001.73","0.01",
"BLOCK 910 (CIANO)","2017-01-23","08:00:00","11.98","14.28","9.40","81.53","0.00","214.10","4.90","35.31","1001.94","0.09",
"BLOCK 910 (CIANO)","2017-01-23","09:00:00","16.53","19.62","14.27","68.89","0.00","402.72","3.23","32.02","1002.19","0.22",
"BLOCK 910 (CIANO)","2017-01-23","10:00:00","20.30","21.42","19.33","58.98","0.00","554.83","2.06","349.57","1002.23","0.34",
"BLOCK 910 (CIANO)","2017-01-23","11:00:00","22.94","24.05","21.39","51.45","0.00","659.58","3.41","341.08","1001.35","0.44",
"BLOCK 910 (CIANO)","2017-01-23","12:00:00","25.00","26.63","23.88","43.59","0.00","696.02","9.61","293.54","1000.52","0.55",
"BLOCK 910 (CIANO)","2017-01-23","13:00:00","26.77","27.31","25.87","28.97","0.00","672.93","16.52","289.81","999.39","0.71",
"BLOCK 910 (CIANO)","2017-01-23","14:00:00","26.89","27.15","26.67","25.97","0.00","584.63","17.45","290.20","998.70","0.72",
"BLOCK 910 (CIANO)","2017-01-23","15:00:00","26.56","27.20","25.93","27.84","0.00","444.28","15.71","282.80","998.18","0.63",
"BLOCK 910 (CIANO)","2017-01-23","16:00:00","25.51","26.34","24.47","36.89","0.00","264.58","10.06","274.10","997.87","0.42",
"BLOCK 910 (CIANO)","2017-01-23","17:00:00","22.52","24.45","19.43","44.85","0.00","86.69","7.43","265.28","997.49","0.23",
"BLOCK 910 (CIANO)","2017-01-23","18:00:00","17.86","19.41","16.56","49.37","0.00","1.32","5.67","261.31","997.33","0.12",
"BLOCK 910 (CIANO)","2017-01-23","19:00:00","14.88","16.56","14.27","63.91","0.00","0.00","3.02","347.28","997.77","0.05",
"BLOCK 910 (CIANO)","2017-01-23","20:00:00","14.65","15.39","14.19","71.77","0.00","0.00","1.91","313.09","997.82","0.04",
"BLOCK 910 (CIANO)","2017-01-23","21:00:00","14.80","15.42","14.02","74.39","0.00","0.00","4.36","300.33","997.81","0.07",
"BLOCK 910 (CIANO)","2017-01-23","22:00:00","14.36","15.54","13.03","80.11","0.00","0.00","3.92","320.66","997.94","0.05",
"BLOCK 910 (CIANO)","2017-01-23","23:00:00","14.06","14.82","13.61","85.17","0.00","0.00","5.95","298.98","998.01","0.05",
"BLOCK 910 (CIANO)","2017-01-24","00:00:00","15.15","15.63","14.72","86.43","0.00","0.00","11.41","280.82","997.98","0.04",
"BLOCK 910 (CIANO)","2017-01-24","01:00:00","13.93","14.78","13.49","91.88","0.00","0.00","8.75","267.21","998.09","0.02",
"BLOCK 910 (CIANO)","2017-01-24","02:00:00","13.01","13.53","12.49","93.98","0.00","0.00","7.51","291.57","997.96","0.01",
"BLOCK 910 (CIANO)","2017-01-24","03:00:00","12.28","12.58","11.79","95.77","0.00","0.00","6.09","282.63","997.89","0",
"BLOCK 910 (CIANO)","2017-01-24","04:00:00","11.29","11.76","11.01","96.20","0.00","0.00","7.64","290.48","998.04","0",
"BLOCK 910 (CIANO)","2017-01-24","05:00:00","10.90","11.27","10.24","96.88","0.00","0.00","5.24","278.85","998.45","0",
"BLOCK 910 (CIANO)","2017-01-24","06:00:00","10.44","10.78","10.02","97.60","0.00","0.02","5.09","282.23","999.07","0",
"BLOCK 910 (CIANO)","2017-01-24","07:00:00","10.81","12.05","9.82","94.55","0.00","47.52","6.58","290.67","999.84","0.01",
"BLOCK 910 (CIANO)","2017-01-24","08:00:00","13.50","15.04","12.04","85.58","0.00","215.85","7.67","291.89","1000.79","0.09",
"BLOCK 910 (CIANO)","2017-01-24","09:00:00","16.41","17.79","15.00","74.44","0.00","457.93","8.65","287.41","1001.94","0.21",
"BLOCK 910 (CIANO)","2017-01-24","10:00:00","18.62","19.64","17.55","62.65","0.00","512.53","9.73","300.94","1002.34","0.30",
"BLOCK 910 (CIANO)","2017-01-24","11:00:00","19.45","20.25","18.96","55.60","0.00","562.85","10.54","299.12","1002.41","0.35",
"BLOCK 910 (CIANO)","2017-01-24","12:00:00","19.35","19.75","18.98","54.78","0.00","317.83","7.76","272.83","1001.67","0.26",
"BLOCK 910 (CIANO)","2017-01-24","13:00:00","20.37","21.41","19.51","49.54","0.00","524.78","7.26","245.72","1000.97","0.37",
"BLOCK 910 (CIANO)","2017-01-24","14:00:00","21.46","22.08","21.00","48.65","0.00","577.65","8.20","230.61","1000.23","0.41",
"BLOCK 910 (CIANO)","2017-01-24","15:00:00","21.58","22.27","20.76","49.98","0.00","427.52","9.39","240.00","1000.09","0.36",
"BLOCK 910 (CIANO)","2017-01-24","16:00:00","19.64","20.88","18.80","59.83","0.00","230.25","11.93","266.95","1000.26","0.24",
"BLOCK 910 (CIANO)","2017-01-24","17:00:00","17.56","18.79","16.12","64.22","0.00","76.13","9.07","274.31","1000.51","0.14",
"BLOCK 910 (CIANO)","2017-01-24","18:00:00","15.02","16.12","14.01","71.73","0.00","1.23","5.62","283.43","1000.91","0.05",
"BLOCK 910 (CIANO)","2017-01-24","19:00:00","13.80","14.27","13.14","72.56","0.00","0.00","5.09","288.96","1001.39","0.05",
"BLOCK 910 (CIANO)","2017-01-24","20:00:00","12.66","13.17","12.20","71.90","0.00","0.00","5.95","286.04","1001.59","0.08",
"BLOCK 910 (CIANO)","2017-01-24","21:00:00","12.01","12.28","11.57","73.76","0.00","0.00","5.36","283.34","1001.86","0.07",
"BLOCK 910 (CIANO)","2017-01-24","22:00:00","10.41","11.69","9.24","82.79","0.00","0.00","2.08","300.29","1002.14","0.03",
"BLOCK 910 (CIANO)","2017-01-24","23:00:00","10.63","10.85","10.18","86.62","0.00","0.00","5.19","253.93","1002.33","0.03",
"BLOCK 910 (CIANO)","2017-01-25","00:00:00","9.75","10.17","8.78","89.88","0.00","0.00","5.37","274.54","1002.40","0.01",
"BLOCK 910 (CIANO)","2017-01-25","01:00:00","7.43","8.78","6.73","94.57","0.00","0.00","2.09","348.51","1002.57","0",
"BLOCK 910 (CIANO)","2017-01-25","02:00:00","7.89","8.19","7.13","95.37","0.00","0.00","4.60","312.08","1002.70","0",
"BLOCK 910 (CIANO)","2017-01-25","03:00:00","7.97","8.95","7.25","90.72","0.00","0.00","5.75","313.37","1003.08","0.01",
"BLOCK 910 (CIANO)","2017-01-25","04:00:00","7.76","8.23","7.22","89.85","0.00","0.00","5.51","306.73","1002.97","0.01",
"BLOCK 910 (CIANO)","2017-01-25","05:00:00","7.15","8.37","5.98","89.98","0.00","0.00","7.91","295.07","1003.12","0.01",
"BLOCK 910 (CIANO)","2017-01-25","06:00:00","6.17","6.75","5.12","92.90","0.00","0.00","4.68","307.85","1003.64","0.00",
"BLOCK 910 (CIANO)","2017-01-25","07:00:00","6.15","6.76","5.50","91.85","0.00","18.41","6.83","300.74","1004.24","0.00",
"BLOCK 910 (CIANO)","2017-01-25","08:00:00","8.46","10.59","6.75","83.21","0.00","174.83","8.22","313.92","1005.05","0.06",
"BLOCK 910 (CIANO)","2017-01-25","09:00:00","11.38","12.55","10.59","74.70","0.00","211.60","8.65","307.49","1005.82","0.11",
"BLOCK 910 (CIANO)","2017-01-25","10:00:00","13.65","14.61","12.55","67.78","0.00","279.80","8.97","301.58","1006.33","0.16",
"BLOCK 910 (CIANO)","2017-01-25","11:00:00","15.69","16.74","14.55","57.83","0.00","367.40","10.18","288.46","1006.36","0.24",
"BLOCK 910 (CIANO)","2017-01-25","12:00:00","18.18","19.66","16.70","47.49","0.00","607.18","11.24","296.11","1005.37","0.38",
"BLOCK 910 (CIANO)","2017-01-25","13:00:00","19.37","19.80","18.94","39.40","0.00","492.90","11.26","300.93","1004.45","0.40",
"BLOCK 910 (CIANO)","2017-01-25","14:00:00","19.81","21.00","19.15","36.72","0.00","466.17","12.19","302.31","1003.88","0.42",
"BLOCK 910 (CIANO)","2017-01-25","15:00:00","20.93","21.33","20.46","30.92","0.00","450.03","12.08","302.98","1003.48","0.46",
"BLOCK 910 (CIANO)","2017-01-25","16:00:00","20.57","21.02","20.12","33.85","0.00","257.33","9.05","272.71","1003.33","0.35",
"BLOCK 910 (CIANO)","2017-01-25","17:00:00","17.71","20.30","15.83","48.97","0.00","53.53","9.44","241.75","1003.07","0.19",
"BLOCK 910 (CIANO)","2017-01-25","18:00:00","14.92","15.92","14.04","60.17","0.00","0.87","9.53","244.55","1003.13","0.12",
"BLOCK 910 (CIANO)","2017-01-25","19:00:00","13.24","14.03","12.71","69.45","0.00","0.00","8.44","245.82","1003.36","0.08",
"BLOCK 910 (CIANO)","2017-01-25","20:00:00","12.23","12.82","10.80","75.46","0.00","0.00","4.88","271.71","1003.60","0.06",
"BLOCK 910 (CIANO)","2017-01-25","21:00:00","10.98","11.65","10.52","80.26","0.00","0.00","5.00","295.41","1003.65","0.05",
"BLOCK 910 (CIANO)","2017-01-25","22:00:00","11.12","11.49","10.27","65.34","0.00","0.00","10.53","276.13","1003.70","0.11",
"BLOCK 910 (CIANO)","2017-01-25","23:00:00","9.70","10.26","9.01","61.97","0.00","0.00","9.50","278.50","1003.63","0.11",
"BLOCK 910 (CIANO)","2017-01-26","00:00:00","7.92","9.33","6.19","68.21","0.00","0.00","6.47","301.01","1003.71","0.06",
"BLOCK 910 (CIANO)","2017-01-26","01:00:00","8.02","9.44","5.89","64.39","0.00","0.00","7.11","302.56","1003.36","0.07",
"BLOCK 910 (CIANO)","2017-01-26","02:00:00","8.11","8.65","7.60","61.68","0.00","0.00","9.10","289.10","1003.34","0.09",
"BLOCK 910 (CIANO)","2017-01-26","03:00:00","7.63","8.09","7.26","62.60","0.00","0.00","8.95","290.44","1003.27","0.08",
"BLOCK 910 (CIANO)","2017-01-26","04:00:00","7.18","7.42","6.83","66.59","0.00","0.00","7.25","294.64","1003.28","0.06",
"BLOCK 910 (CIANO)","2017-01-26","05:00:00","6.55","7.04","6.05","67.75","0.00","0.00","8.26","279.28","1003.52","0.06",
"BLOCK 910 (CIANO)","2017-01-26","06:00:00","6.06","6.66","5.60","68.49","0.00","0.01","7.66","278.73","1004.26","0.05",
"BLOCK 910 (CIANO)","2017-01-26","07:00:00","5.02","5.62","4.45","76.71","0.00","20.19","5.82","296.24","1004.70","0.03",
"BLOCK 910 (CIANO)","2017-01-26","08:00:00","7.13","9.17","5.48","72.24","0.00","178.69","7.41","299.22","1005.19","0.08",
"BLOCK 910 (CIANO)","2017-01-26","09:00:00","11.29","13.73","8.97","57.01","0.00","409.52","8.83","291.22","1006.15","0.21",
"BLOCK 910 (CIANO)","2017-01-26","10:00:00","14.61","15.78","13.70","50.11","0.00","537.52","9.03","287.50","1006.87","0.30",
"BLOCK 910 (CIANO)","2017-01-26","11:00:00","16.68","18.42","15.22","43.71","0.00","582.38","10.58","289.66","1006.64","0.37",
"BLOCK 910 (CIANO)","2017-01-26","12:00:00","19.53","20.62","18.23","36.23","0.00","680.52","10.34","284.81","1005.64","0.48",
"BLOCK 910 (CIANO)","2017-01-26","13:00:00","20.46","21.27","19.86","35.13","0.00","466.43","9.88","266.82","1004.24","0.42",
"BLOCK 910 (CIANO)","2017-01-26","14:00:00","20.98","21.91","20.20","34.57","0.00","412.22","11.25","261.09","1003.90","0.43",
"BLOCK 910 (CIANO)","2017-01-26","15:00:00","21.02","21.87","20.14","38.92","0.00","392.37","12.21","257.64","1003.78","0.41",
"BLOCK 910 (CIANO)","2017-01-26","16:00:00","20.72","21.57","19.48","41.41","0.00","246.48","11.60","266.79","1003.53","0.34",
"BLOCK 910 (CIANO)","2017-01-26","17:00:00","17.77","19.47","16.08","51.58","0.00","53.13","7.05","268.48","1003.40","0.16",
"BLOCK 910 (CIANO)","2017-01-26","18:00:00","15.29","16.09","14.64","58.46","0.00","0.69","5.77","249.93","1003.28","0.09",
"BLOCK 910 (CIANO)","2017-01-26","19:00:00","13.78","14.71","13.23","65.18","0.00","0.00","3.85","276.94","1003.29","0.05",
"BLOCK 910 (CIANO)","2017-01-26","20:00:00","12.53","13.23","12.08","73.12","0.00","0.00","1.56","338.81","1003.27","0.04",
"BLOCK 910 (CIANO)","2017-01-26","21:00:00","13.11","13.45","12.60","69.22","0.00","0.00","4.72","290.17","1003.11","0.08",
"BLOCK 910 (CIANO)","2017-01-26","22:00:00","11.45","12.60","10.77","70.43","0.00","0.00","8.66","291.84","1003.52","0.09",
"BLOCK 910 (CIANO)","2017-01-26","23:00:00","10.14","10.93","9.45","71.20","0.00","0.00","8.27","291.41","1003.36","0.08",
"BLOCK 910 (CIANO)","2017-01-27","00:00:00","9.09","9.46","8.52","72.89","0.00","0.00","6.93","294.91","1003.25","0.05",
"BLOCK 910 (CIANO)","2017-01-27","01:00:00","8.45","8.91","7.86","73.47","0.00","0.00","8.53","292.19","1003.20","0.06",
"BLOCK 910 (CIANO)","2017-01-27","02:00:00","7.94","8.42","7.60","71.40","0.00","0.00","9.18","285.49","1003.24","0.06",
"BLOCK 910 (CIANO)","2017-01-27","03:00:00","7.64","8.41","7.04","70.23","0.00","0.00","8.91","282.96","1003.14","0.06",
"BLOCK 910 (CIANO)","2017-01-27","04:00:00","6.63","7.04","6.24","75.23","0.00","0.00","9.47","286.75","1002.99","0.05",
"BLOCK 910 (CIANO)","2017-01-27","05:00:00","6.24","6.49","6.01","75.22","0.00","0.00","9.27","287.17","1003.24","0.05",
"BLOCK 910 (CIANO)","2017-01-27","06:00:00","5.98","6.47","5.16","74.12","0.00","0.02","8.34","293.54","1004.10","0.04",
"BLOCK 910 (CIANO)","2017-01-27","07:00:00","5.54","7.13","3.97","75.10","0.00","45.81","5.70","293.61","1004.89","0.04",
"BLOCK 910 (CIANO)","2017-01-27","08:00:00","8.14","10.34","6.05","69.22","0.00","205.58","7.54","296.38","1005.78","0.10",
"BLOCK 910 (CIANO)","2017-01-27","09:00:00","12.31","14.04","10.26","56.27","0.00","382.57","13.26","292.99","1006.57","0.22",
"BLOCK 910 (CIANO)","2017-01-27","10:00:00","15.29","16.42","13.91","45.96","0.00","557.68","14.66","293.31","1007.12","0.34",
"BLOCK 910 (CIANO)","2017-01-27","11:00:00","17.63","18.70","16.13","39.49","0.00","678.33","15.15","292.65","1006.75","0.43",
"BLOCK 910 (CIANO)","2017-01-27","12:00:00","19.57","20.50","18.43","32.48","0.00","719.65","16.44","279.93","1005.79","0.52",
"BLOCK 910 (CIANO)","2017-01-27","13:00:00","20.70","21.34","20.14","28.76","0.00","695.73","17.95","277.25","1004.85","0.57",
"BLOCK 910 (CIANO)","2017-01-27","14:00:00","21.03","21.59","20.54","28.30","0.00","607.77","18.85","274.35","1004.05","0.56",
"BLOCK 910 (CIANO)","2017-01-27","15:00:00","20.81","21.34","20.25","28.74","0.00","462.48","18.74","272.56","1003.80","0.52",
"BLOCK 910 (CIANO)","2017-01-27","16:00:00","19.60","20.44","18.89","36.26","0.00","264.07","17.67","267.34","1003.80","0.40",
"BLOCK 910 (CIANO)","2017-01-27","17:00:00","17.48","18.93","15.93","42.85","0.00","84.23","16.16","265.23","1003.85","0.28",
"BLOCK 910 (CIANO)","2017-01-27","18:00:00","14.41","15.94","13.20","51.21","0.00","0.83","14.52","267.99","1004.07","0.18",
"BLOCK 910 (CIANO)","2017-01-27","19:00:00","13.05","13.39","12.76","54.48","0.00","0.00","17.38","283.26","1004.13","0.18",
"BLOCK 910 (CIANO)","2017-01-27","20:00:00","12.28","12.84","11.40","49.38","0.00","0.00","17.89","292.58","1004.25","0.20",
"BLOCK 910 (CIANO)","2017-01-27","21:00:00","10.19","11.49","9.42","50.82","0.00","0.00","9.23","302.92","1004.68","0.14",
"BLOCK 910 (CIANO)","2017-01-27","22:00:00","8.67","9.43","8.33","55.49","0.00","0.00","10.11","283.64","1004.84","0.12",
"BLOCK 910 (CIANO)","2017-01-27","23:00:00","7.81","8.77","6.88","57.23","0.00","0.00","9.36","268.84","1004.78","0.11",
"BLOCK 910 (CIANO)","2017-01-28","00:00:00","6.60","7.44","5.73","61.08","0.00","0.00","9.02","285.79","1004.42","0.08",
"BLOCK 910 (CIANO)","2017-01-28","01:00:00","5.95","6.81","5.38","64.28","0.00","0.00","9.62","294.65","1004.10","0.07",
"BLOCK 910 (CIANO)","2017-01-28","02:00:00","5.62","6.79","4.71","64.80","0.00","0.00","8.43","311.04","1003.73","0.07",
"BLOCK 910 (CIANO)","2017-01-28","03:00:00","6.43","7.19","5.60","59.55","0.00","0.00","8.73","315.70","1003.51","0.08",
"BLOCK 910 (CIANO)","2017-01-28","04:00:00","6.97","7.40","6.46","57.89","0.00","0.00","9.16","309.77","1003.29","0.09",
"BLOCK 910 (CIANO)","2017-01-28","05:00:00","6.62","7.30","6.06","59.07","0.00","0.00","9.39","317.73","1003.31","0.09",
"BLOCK 910 (CIANO)","2017-01-28","06:00:00","6.71","7.04","6.31","56.30","0.00","0.01","9.39","316.74","1003.60","0.09",
"BLOCK 910 (CIANO)","2017-01-28","07:00:00","7.07","8.95","6.10","55.54","0.00","42.98","9.72","317.85","1004.13","0.10",
"BLOCK 910 (CIANO)","2017-01-28","08:00:00","11.39","13.96","8.85","47.91","0.00","242.97","10.84","319.21","1004.91","0.20",
"BLOCK 910 (CIANO)","2017-01-28","09:00:00","15.94","17.68","13.96","36.32","0.00","462.35","14.64","334.13","1005.58","0.36",
"BLOCK 910 (CIANO)","2017-01-28","10:00:00","19.18","20.48","17.61","30.41","0.00","587.87","18.17","342.56","1005.60","0.50",
"BLOCK 910 (CIANO)","2017-01-28","11:00:00","21.27","22.18","20.31","26.23","0.00","680.05","18.88","341.49","1005.17","0.60",
"BLOCK 910 (CIANO)","2017-01-28","12:00:00","23.00","23.86","21.97","23.58","0.00","724.57","16.35","333.94","1004.17","0.66",
"BLOCK 910 (CIANO)","2017-01-28","13:00:00","24.22","24.91","23.57","21.78","0.00","701.92","14.78","317.05","1003.31","0.69",
"BLOCK 910 (CIANO)","2017-01-28","14:00:00","25.10","25.54","24.52","21.13","0.00","607.30","13.65","302.95","1002.48","0.67",
"BLOCK 910 (CIANO)","2017-01-28","15:00:00","24.39","25.57","22.76","25.06","0.00","355.80","12.27","292.27","1001.86","0.53",
"BLOCK 910 (CIANO)","2017-01-28","16:00:00","24.42","25.34","23.67","28.57","0.00","252.65","9.26","277.24","1001.78","0.43",
"BLOCK 910 (CIANO)","2017-01-28","17:00:00","20.54","23.85","17.79","44.98","0.00","91.96","9.18","253.01","1001.89","0.25",
"BLOCK 910 (CIANO)","2017-01-28","18:00:00","15.78","17.78","14.41","59.93","0.00","1.61","6.22","252.98","1002.21","0.09",
"BLOCK 910 (CIANO)","2017-01-28","19:00:00","13.33","14.43","12.83","71.48","0.00","0.00","8.79","268.89","1002.41","0.08",
"BLOCK 910 (CIANO)","2017-01-28","20:00:00","11.41","12.82","10.12","80.49","0.00","0.00","7.19","293.52","1002.44","0.06",
"BLOCK 910 (CIANO)","2017-01-28","21:00:00","9.85","10.71","9.15","85.43","0.00","0.00","5.35","321.11","1002.60","0.04",
"BLOCK 910 (CIANO)","2017-01-28","22:00:00","12.03","14.01","8.95","60.31","0.00","0.00","9.17","339.67","1003.02","0.13",
"BLOCK 910 (CIANO)","2017-01-28","23:00:00","13.02","13.75","12.40","42.92","0.00","0.00","11.07","342.20","1003.02","0.20",
"BLOCK 910 (CIANO)","2017-01-29","00:00:00","13.00","14.41","11.51","36.24","0.00","0.00","11.77","333.34","1002.97","0.21",
"BLOCK 910 (CIANO)","2017-01-29","01:00:00","12.47","13.73","10.78","35.55","0.00","0.00","10.75","334.27","1002.70","0.20",
"BLOCK 910 (CIANO)","2017-01-29","02:00:00","11.66","13.57","9.99","38.40","0.00","0.00","8.18","327.06","1002.41","0.16",
"BLOCK 910 (CIANO)","2017-01-29","03:00:00","8.89","10.24","7.35","49.93","0.00","0.00","5.81","23.80","1002.11","0.09",
"BLOCK 910 (CIANO)","2017-01-29","04:00:00","9.95","11.81","8.09","47.63","0.00","0.00","8.18","22.96","1002.13","0.12",
"BLOCK 910 (CIANO)","2017-01-29","05:00:00","11.12","11.69","9.80","42.21","0.00","0.00","8.11","2.90","1002.07","0.15",
"BLOCK 910 (CIANO)","2017-01-29","06:00:00","11.50","12.21","10.76","41.46","0.00","0.00","7.67","11.38","1002.37","0.15",
"BLOCK 910 (CIANO)","2017-01-29","07:00:00","11.12","12.63","9.89","44.74","0.00","17.32","6.23","354.69","1002.95","0.11",
"BLOCK 910 (CIANO)","2017-01-29","08:00:00","13.30","14.45","11.69","39.43","0.00","87.99","8.78","347.80","1003.49","0.19",
"BLOCK 910 (CIANO)","2017-01-29","09:00:00","17.28","19.81","14.06","33.17","0.00","398.72","11.55","345.86","1004.53","0.37",
"BLOCK 910 (CIANO)","2017-01-29","10:00:00","21.49","23.15","19.72","23.29","0.00","574.30","13.77","342.54","1005.09","0.56",
"BLOCK 910 (CIANO)","2017-01-29","11:00:00","24.32","25.59","22.90","18.37","0.00","676.00","14.05","341.20","1004.77","0.70",
"BLOCK 910 (CIANO)","2017-01-29","12:00:00","26.33","26.90","25.59","15.66","0.00","717.58","11.48","325.28","1004.25","0.75",
"BLOCK 910 (CIANO)","2017-01-29","13:00:00","27.30","28.06","26.68","16.96","0.00","691.35","11.95","297.02","1003.46","0.77",
"BLOCK 910 (CIANO)","2017-01-29","14:00:00","28.14","28.83","27.54","16.83","0.00","592.30","10.33","275.51","1003.08","0.72",
"BLOCK 910 (CIANO)","2017-01-29","15:00:00","28.22","28.60","27.72","19.25","0.00","460.63","9.22","252.55","1002.95","0.63",
"BLOCK 910 (CIANO)","2017-01-29","16:00:00","25.43","27.90","23.44","34.72","0.00","271.83","10.71","262.14","1002.83","0.45",
"BLOCK 910 (CIANO)","2017-01-29","17:00:00","21.53","23.61","19.00","43.09","0.00","86.60","8.70","264.11","1002.67","0.25",
"BLOCK 910 (CIANO)","2017-01-29","18:00:00","17.10","19.05","14.89","51.62","0.00","1.73","6.64","262.32","1002.80","0.13",
"BLOCK 910 (CIANO)","2017-01-29","19:00:00","14.15","15.06","12.75","60.48","0.00","0.00","1.88","212.36","1003.03","0.03",
"BLOCK 910 (CIANO)","2017-01-29","20:00:00","12.35","13.51","11.47","65.72","0.00","0.00","4.55","330.25","1002.98","0.08",
"BLOCK 910 (CIANO)","2017-01-29","21:00:00","11.44","13.06","10.67","67.10","0.00","0.00","1.41","177.84","1002.77","0.04",
"BLOCK 910 (CIANO)","2017-01-29","22:00:00","11.74","12.62","10.50","72.04","0.00","0.00","3.42","260.37","1002.41","0.06",
"BLOCK 910 (CIANO)","2017-01-29","23:00:00","10.13","11.68","9.30","79.04","0.00","0.00","1.88","320.54","1002.33","0.03",
"BLOCK 910 (CIANO)","2017-01-30","00:00:00","9.40","10.36","8.21","83.13","0.00","0.00","1.89","303.60","1002.24","0",
"BLOCK 910 (CIANO)","2017-01-30","01:00:00","7.41","8.60","6.59","87.15","0.00","0.00","1.83","25.60","1002.12","0",
"BLOCK 910 (CIANO)","2017-01-30","02:00:00","7.60","8.81","6.97","87.75","0.00","0.00","4.06","0.10","1001.66","0.01",
"BLOCK 910 (CIANO)","2017-01-30","03:00:00","8.34","9.84","7.18","75.84","0.00","0.00","1.95","76.38","1001.51","0.01",
"BLOCK 910 (CIANO)","2017-01-30","04:00:00","7.23","7.72","6.87","84.80","0.00","0.00","2.40","127.52","1001.44","0.00",
"BLOCK 910 (CIANO)","2017-01-30","05:00:00","7.45","8.34","6.90","78.35","0.00","0.00","1.99","75.73","1001.91","0.00",
"BLOCK 910 (CIANO)","2017-01-30","06:00:00","7.22","8.00","6.80","75.05","0.00","0.02","4.18","63.09","1002.19","0.02",
"BLOCK 910 (CIANO)","2017-01-30","07:00:00","7.84","9.24","6.75","75.00","0.00","25.75","4.41","121.42","1002.93","0.03",
"BLOCK 910 (CIANO)","2017-01-30","08:00:00","12.60","15.46","9.23","63.02","0.00","200.50","5.05","71.45","1003.81","0.13",
"BLOCK 910 (CIANO)","2017-01-30","09:00:00","17.83","19.96","15.26","58.04","0.00","410.70","6.76","63.40","1004.63","0.27",
"BLOCK 910 (CIANO)","2017-01-30","10:00:00","21.35","22.37","19.92","42.97","0.00","565.45","7.96","113.98","1005.27","0.43",
"BLOCK 910 (CIANO)","2017-01-30","11:00:00","22.79","24.08","21.80","44.58","0.00","667.12","10.84","153.24","1005.04","0.50",
"BLOCK 910 (CIANO)","2017-01-30","12:00:00","23.75","24.27","23.10","42.48","0.00","708.48","14.92","167.31","1004.53","0.55",
"BLOCK 910 (CIANO)","2017-01-30","13:00:00","24.15","24.82","23.44","45.10","0.00","646.93","13.35","181.79","1003.77","0.52",
"BLOCK 910 (CIANO)","2017-01-30","14:00:00","24.03","24.79","23.38","50.86","0.00","591.42","13.58","187.26","1003.37","0.47",
"BLOCK 910 (CIANO)","2017-01-30","15:00:00","23.90","24.26","23.48","53.71","0.00","450.05","13.48","194.63","1003.34","0.40",
"BLOCK 910 (CIANO)","2017-01-30","16:00:00","22.87","23.68","22.25","57.08","0.00","270.37","11.63","195.50","1003.48","0.30",
"BLOCK 910 (CIANO)","2017-01-30","17:00:00","21.20","22.31","19.72","62.95","0.00","85.55","9.01","183.51","1003.64","0.17",
"BLOCK 910 (CIANO)","2017-01-30","18:00:00","18.44","19.72","17.16","71.19","0.00","1.81","4.37","166.77","1003.80","0.04",
"BLOCK 910 (CIANO)","2017-01-30","19:00:00","15.78","17.23","14.74","79.88","0.00","0.00","1.29","346.57","1003.89","0",
"BLOCK 910 (CIANO)","2017-01-30","20:00:00","14.41","14.73","13.98","84.90","0.00","0.00","4.10","40.99","1004.11","0.04",
"BLOCK 910 (CIANO)","2017-01-30","21:00:00","14.58","15.11","13.90","83.32","0.00","0.00","4.75","122.97","1004.06","0.05",
