Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
"BLOCK 910 (CIANO)","2017-01-01","15:00:00","21.97","22.41","21.52","46.97","0.00","262.45","10.34","226.59","999.97","0.33",
"BLOCK 910 (CIANO)","2017-01-01","16:00:00","20.81","21.55","20.11","45.99","0.00","67.59","7.58","259.03","1000.42","0.21",
"BLOCK 910 (CIANO)","2017-01-01","17:00:00","19.13","20.18","18.19","53.18","0.00","16.10","6.74","270.40","1001.05","0.14",
"BLOCK 910 (CIANO)","2017-01-01","18:00:00","17.45","18.19","16.87","59.28","0.00","0.07","4.81","265.28","1001.77","0.08",
"BLOCK 910 (CIANO)","2017-01-01","19:00:00","16.15","17.11","15.50","71.27","0.00","0.00","6.06","287.71","1002.51","0.07",
"BLOCK 910 (CIANO)","2017-01-01","20:00:00","13.66","15.56","12.83","80.29","0.00","0.00","2.42","48.54","1002.90","0.04",
"BLOCK 910 (CIANO)","2017-01-01","21:00:00","13.04","13.73","12.27","85.13","0.00","0.00","2.13","50.42","1003.01","0.03",
"BLOCK 910 (CIANO)","2017-01-01","22:00:00","12.62","13.14","11.98","85.90","0.00","0.00","2.92","34.40","1003.41","0.03",
"BLOCK 910 (CIANO)","2017-01-01","23:00:00","11.09","12.10","10.40","88.40","0.00","0.00","1.32","71.16","1003.23","0.02",
"BLOCK 910 (CIANO)","2017-01-02","00:00:00","10.56","12.47","9.17","89.15","0.00","0.00","5.18","17.82","1003.02","0.01",
"BLOCK 910 (CIANO)","2017-01-02","01:00:00","11.50","12.62","10.43","82.57","0.00","0.00","7.99","3.95","1002.56","0.04",
"BLOCK 910 (CIANO)","2017-01-02","02:00:00","10.27","10.96","9.36","87.23","0.00","0.00","7.50","16.32","1002.25","0.02",
"BLOCK 910 (CIANO)","2017-01-02","03:00:00","10.20","10.97","9.09","88.90","0.00","0.00","8.50","6.61","1002.16","0.02",
"BLOCK 910 (CIANO)","2017-01-02","04:00:00","9.59","10.20","9.27","91.15","0.00","0.00","7.91","356.38","1001.99","0.01",
"BLOCK 910 (CIANO)","2017-01-02","05:00:00","9.11","9.50","8.89","93.08","0.00","0.00","6.55","6.20","1002.05","0.00",
"BLOCK 910 (CIANO)","2017-01-02","06:00:00","9.46","9.76","9.23","93.13","0.00","0.02","7.35","353.98","1002.39","0",
"BLOCK 910 (CIANO)","2017-01-02","07:00:00","9.77","10.61","9.27","92.40","0.00","35.93","8.02","1.22","1003.01","0.01",
"BLOCK 910 (CIANO)","2017-01-02","08:00:00","12.70","14.61","10.60","85.00","0.00","193.13","10.19","346.10","1003.71","0.08",
"BLOCK 910 (CIANO)","2017-01-02","09:00:00","15.60","17.06","14.35","73.78","0.00","367.45","14.84","354.83","1004.52","0.18",
"BLOCK 910 (CIANO)","2017-01-02","10:00:00","18.48","19.76","16.97","63.10","0.00","505.10","11.69","349.04","1004.68","0.29",
"BLOCK 910 (CIANO)","2017-01-02","11:00:00","20.68","21.71","19.66","51.96","0.00","598.80","11.91","343.31","1004.30","0.40",
"BLOCK 910 (CIANO)","2017-01-02","12:00:00","21.67","22.36","20.94","45.14","0.00","626.52","7.82","310.50","1003.21","0.45",
"BLOCK 910 (CIANO)","2017-01-02","13:00:00","22.47","23.08","21.83","42.06","0.00","537.82","8.30","279.06","1002.86","0.44",
"BLOCK 910 (CIANO)","2017-01-02","14:00:00","23.08","23.63","22.53","39.22","0.00","417.78","7.91","261.09","1002.37","0.41",
"BLOCK 910 (CIANO)","2017-01-02","15:00:00","23.21","23.89","22.75","37.35","0.00","338.65","6.42","258.49","1002.39","0.36",
"BLOCK 910 (CIANO)","2017-01-02","16:00:00","23.05","23.64","22.25","37.92","0.00","189.82","7.02","265.04","1002.41","0.30",
"BLOCK 910 (CIANO)","2017-01-02","17:00:00","20.50","22.50","18.71","52.69","0.00","33.45","9.46","269.27","1002.74","0.20",
"BLOCK 910 (CIANO)","2017-01-02","18:00:00","17.51","18.71","16.42","62.95","0.00","0.03","7.63","266.61","1003.09","0.10",
"BLOCK 910 (CIANO)","2017-01-02","19:00:00","15.78","16.42","15.19","70.87","0.00","0.00","7.99","272.96","1003.90","0.09",
"BLOCK 910 (CIANO)","2017-01-02","20:00:00","14.09","15.22","12.26","78.06","0.00","0.00","2.39","323.84","1003.93","0.04",
"BLOCK 910 (CIANO)","2017-01-02","21:00:00","11.97","12.27","11.69","86.53","0.00","0.00","0.19","266.70","1003.95","0.01",
"BLOCK 910 (CIANO)","2017-01-02","22:00:00","11.00","11.84","10.32","86.73","0.00","0.00","0.93","132.43","1003.96","0.02",
"BLOCK 910 (CIANO)","2017-01-02","23:00:00","11.98","12.56","10.84","89.53","0.00","0.00","3.00","290.29","1003.98","0.02",
"BLOCK 910 (CIANO)","2017-01-03","00:00:00","9.46","10.81","8.87","92.87","0.00","0.00","1.36","87.94","1003.43","0",
"BLOCK 910 (CIANO)","2017-01-03","01:00:00","9.69","10.59","8.58","95.32","0.00","0.00","1.49","226.09","1003.11","0",
"BLOCK 910 (CIANO)","2017-01-03","02:00:00","8.39","9.33","7.78","94.38","0.00","0.00","1.51","291.33","1003.22","0",
"BLOCK 910 (CIANO)","2017-01-03","03:00:00","7.67","9.33","7.10","97.50","0.00","0.00","3.42","345.49","1002.93","0",
"BLOCK 910 (CIANO)","2017-01-03","04:00:00","8.18","9.34","7.44","97.68","0.00","0.00","3.73","309.38","1003.05","0",
"BLOCK 910 (CIANO)","2017-01-03","05:00:00","9.81","10.24","9.32","93.10","0.00","0.00","6.55","308.00","1003.20","0.00",
"BLOCK 910 (CIANO)","2017-01-03","06:00:00","9.10","9.58","8.69","91.63","0.00","0.02","8.69","287.12","1003.37","0.00",
"BLOCK 910 (CIANO)","2017-01-03","07:00:00","9.45","10.29","8.71","89.70","0.00","8.74","9.18","295.87","1003.96","0.01",
"BLOCK 910 (CIANO)","2017-01-03","08:00:00","12.09","14.69","10.26","82.22","0.00","104.46","8.81","312.51","1004.63","0.06",
"BLOCK 910 (CIANO)","2017-01-03","09:00:00","16.88","18.46","14.67","62.88","0.00","214.82","13.82","331.79","1005.08","0.20",
"BLOCK 910 (CIANO)","2017-01-03","10:00:00","19.97","21.59","18.36","54.28","0.00","289.02","10.16","341.17","1004.97","0.28",
"BLOCK 910 (CIANO)","2017-01-03","11:00:00","22.76","24.08","21.34","46.50","0.00","347.13","10.88","325.09","1004.54","0.37",
"BLOCK 910 (CIANO)","2017-01-03","12:00:00","24.49","25.35","23.88","41.96","0.00","297.85","7.59","318.93","1003.48","0.36",
"BLOCK 910 (CIANO)","2017-01-03","13:00:00","25.90","26.94","25.20","35.92","0.00","323.82","9.89","302.04","1002.34","0.46",
"BLOCK 910 (CIANO)","2017-01-03","14:00:00","26.59","27.16","26.11","32.45","0.00","261.05","12.82","288.63","1001.71","0.51",
"BLOCK 910 (CIANO)","2017-01-03","15:00:00","26.56","27.03","26.15","32.53","0.00","183.30","11.32","277.66","1001.09","0.45",
"BLOCK 910 (CIANO)","2017-01-03","16:00:00","25.85","26.76","24.97","40.36","0.00","100.27","11.47","265.02","1000.89","0.37",
"BLOCK 910 (CIANO)","2017-01-03","17:00:00","23.16","25.09","20.88","49.03","0.00","24.16","11.30","260.08","1000.79","0.26",
"BLOCK 910 (CIANO)","2017-01-03","18:00:00","19.53","20.88","18.39","59.78","0.00","0.03","11.41","270.65","1001.19","0.17",
"BLOCK 910 (CIANO)","2017-01-03","19:00:00","17.82","18.39","17.03","64.67","0.00","0.00","7.84","285.97","1001.25","0.11",
"BLOCK 910 (CIANO)","2017-01-03","20:00:00","16.78","17.33","16.08","69.58","0.00","0.00","6.44","300.15","1001.36","0.10",
"BLOCK 910 (CIANO)","2017-01-03","21:00:00","15.40","16.25","14.76","77.05","0.00","0.00","7.71","291.44","1001.66","0.08",
"BLOCK 910 (CIANO)","2017-01-03","22:00:00","14.44","14.91","14.01","80.92","0.00","0.00","8.65","290.20","1001.80","0.07",
"BLOCK 910 (CIANO)","2017-01-03","23:00:00","13.96","14.33","13.61","84.12","0.00","0.00","9.46","294.59","1001.80","0.06",
"BLOCK 910 (CIANO)","2017-01-04","00:00:00","13.10","13.67","12.42","86.20","0.00","0.00","5.67","296.12","1001.56","0.02",
"BLOCK 910 (CIANO)","2017-01-04","01:00:00","12.97","13.17","12.56","84.50","0.00","0.00","7.50","280.77","1001.32","0.03",
"BLOCK 910 (CIANO)","2017-01-04","02:00:00","12.68","13.13","12.40","82.02","0.00","0.00","6.07","288.97","1001.11","0.03",
"BLOCK 910 (CIANO)","2017-01-04","03:00:00","12.55","13.20","11.94","81.18","0.00","0.00","7.38","294.47","1000.86","0.04",
"BLOCK 910 (CIANO)","2017-01-04","04:00:00","12.15","12.78","11.56","81.30","0.00","0.00","8.82","302.87","1000.50","0.05",
"BLOCK 910 (CIANO)","2017-01-04","05:00:00","11.92","12.40","11.43","78.89","0.00","0.00","8.53","300.40","1000.60","0.05",
"BLOCK 910 (CIANO)","2017-01-04","06:00:00","11.26","11.82","10.82","80.55","0.00","0.01","7.75","316.01","1000.71","0.03",
"BLOCK 910 (CIANO)","2017-01-04","07:00:00","11.91","13.19","11.29","76.78","0.00","25.05","7.59","302.27","1000.82","0.05",
"BLOCK 910 (CIANO)","2017-01-04","08:00:00","14.73","17.45","12.98","68.93","0.00","114.20","7.99","292.11","1001.17","0.11",
"BLOCK 910 (CIANO)","2017-01-04","09:00:00","18.44","19.56","17.45","58.09","0.00","244.75","10.04","286.89","1001.95","0.23",
"BLOCK 910 (CIANO)","2017-01-04","10:00:00","21.37","22.91","19.35","47.82","0.00","344.38","10.89","278.99","1002.29","0.35",
"BLOCK 910 (CIANO)","2017-01-04","11:00:00","22.98","24.27","21.89","43.09","0.00","374.37","12.04","271.84","1001.89","0.41",
"BLOCK 910 (CIANO)","2017-01-04","12:00:00","25.10","26.46","23.84","35.51","0.00","414.65","15.30","287.74","1000.89","0.54",
"BLOCK 910 (CIANO)","2017-01-04","13:00:00","26.15","26.80","25.76","33.84","0.00","297.60","13.92","288.95","999.89","0.52",
"BLOCK 910 (CIANO)","2017-01-04","14:00:00","26.11","26.61","25.81","36.29","0.00","243.77","11.89","278.94","999.37","0.45",
"BLOCK 910 (CIANO)","2017-01-04","15:00:00","26.27","26.75","25.99","36.43","0.00","181.97","9.57","268.18","998.88","0.39",
"BLOCK 910 (CIANO)","2017-01-04","16:00:00","24.75","26.00","23.05","44.68","0.00","91.94","9.44","249.13","998.42","0.29",
"BLOCK 910 (CIANO)","2017-01-04","17:00:00","21.87","23.04","20.63","52.90","0.00","19.32","8.48","253.16","998.13","0.19",
"BLOCK 910 (CIANO)","2017-01-04","18:00:00","19.30","20.64","18.19","61.07","0.00","0.05","9.24","262.73","998.16","0.14",
"BLOCK 910 (CIANO)","2017-01-04","19:00:00","17.60","18.25","16.61","67.22","0.00","0.00","5.17","284.28","998.56","0.08",
"BLOCK 910 (CIANO)","2017-01-04","20:00:00","16.49","16.88","16.16","72.62","0.00","0.00","5.20","291.13","999.00","0.08",
"BLOCK 910 (CIANO)","2017-01-04","21:00:00","15.61","16.53","14.51","75.38","0.00","0.00","4.22","316.14","999.31","0.06",
"BLOCK 910 (CIANO)","2017-01-04","22:00:00","15.27","16.16","13.80","76.24","0.00","0.00","5.32","287.10","999.58","0.07",
"BLOCK 910 (CIANO)","2017-01-04","23:00:00","14.28","15.26","13.69","78.49","0.00","0.00","5.02","322.17","999.47","0.06",
"BLOCK 910 (CIANO)","2017-01-05","00:00:00","13.60","14.50","12.58","79.62","0.00","0.00","2.28","277.90","999.10","0.01",
"BLOCK 910 (CIANO)","2017-01-05","01:00:00","12.53","13.00","12.13","82.93","0.00","0.00","3.16","271.15","998.66","0.01",
"BLOCK 910 (CIANO)","2017-01-05","02:00:00","11.66","12.99","10.14","82.56","0.00","0.00","2.69","311.77","998.79","0.01",
"BLOCK 910 (CIANO)","2017-01-05","03:00:00","12.22","13.18","10.40","79.93","0.00","0.00","2.76","300.90","998.36","0.01",
"BLOCK 910 (CIANO)","2017-01-05","04:00:00","12.93","13.30","12.72","69.37","0.00","0.00","4.86","269.44","998.18","0.05",
"BLOCK 910 (CIANO)","2017-01-05","05:00:00","12.16","13.35","11.07","72.40","0.00","0.00","5.63","282.85","998.17","0.05",
"BLOCK 910 (CIANO)","2017-01-05","06:00:00","10.82","11.34","10.19","80.64","0.00","0.00","6.25","299.83","998.70","0.03",
"BLOCK 910 (CIANO)","2017-01-05","07:00:00","11.23","12.70","10.04","79.10","0.00","26.82","5.56","311.22","999.14","0.03",
"BLOCK 910 (CIANO)","2017-01-05","08:00:00","14.74","16.88","12.69","66.87","0.00","140.27","3.67","353.61","999.70","0.09",
"BLOCK 910 (CIANO)","2017-01-05","09:00:00","18.32","20.48","16.61","58.27","0.00","272.63","5.85","284.48","1000.38","0.21",
"BLOCK 910 (CIANO)","2017-01-05","10:00:00","22.46","24.60","20.48","45.56","0.00","388.93","6.03","330.01","1000.31","0.34",
"BLOCK 910 (CIANO)","2017-01-05","11:00:00","25.58","26.82","24.50","34.01","0.00","468.92","8.43","340.98","999.79","0.50",
"BLOCK 910 (CIANO)","2017-01-05","12:00:00","26.87","27.56","26.42","31.90","0.00","510.00","10.54","304.02","998.99","0.58",
"BLOCK 910 (CIANO)","2017-01-05","13:00:00","27.65","28.35","27.06","32.29","0.00","497.33","9.48","267.94","997.98","0.57",
"BLOCK 910 (CIANO)","2017-01-05","14:00:00","28.03","28.40","27.62","32.54","0.00","427.47","11.07","262.91","997.25","0.57",
"BLOCK 910 (CIANO)","2017-01-05","15:00:00","27.80","28.50","27.11","33.24","0.00","309.42","12.39","252.78","996.86","0.54",
"BLOCK 910 (CIANO)","2017-01-05","16:00:00","25.93","27.29","24.66","38.54","0.00","163.45","12.70","252.98","997.00","0.42",
"BLOCK 910 (CIANO)","2017-01-05","17:00:00","22.83","24.67","20.80","46.41","0.00","35.22","8.68","255.67","997.06","0.23",
"BLOCK 910 (CIANO)","2017-01-05","18:00:00","19.39","20.81","18.35","57.54","0.00","0.11","4.81","244.13","997.40","0.09",
"BLOCK 910 (CIANO)","2017-01-05","19:00:00","17.78","18.42","17.14","65.82","0.00","0.00","2.78","230.31","997.75","0.04",
"BLOCK 910 (CIANO)","2017-01-05","20:00:00","14.74","17.12","13.25","74.32","0.00","0.00","4.11","156.68","997.91","0.06",
"BLOCK 910 (CIANO)","2017-01-05","21:00:00","12.69","13.23","12.34","81.43","0.00","0.00","3.17","136.86","997.77","0.04",
"BLOCK 910 (CIANO)","2017-01-05","22:00:00","12.23","13.00","11.65","86.65","0.00","0.00","6.40","132.82","997.77","0.04",
"BLOCK 910 (CIANO)","2017-01-05","23:00:00","11.72","12.12","11.12","87.67","0.00","0.00","5.76","142.35","997.44","0.04",
"BLOCK 910 (CIANO)","2017-01-06","00:00:00","11.16","11.45","10.72","90.68","0.00","0.00","4.60","142.25","997.37","0.01",
"BLOCK 910 (CIANO)","2017-01-06","01:00:00","10.28","10.77","9.82","93.62","0.00","0.00","3.30","151.92","997.33","0",
"BLOCK 910 (CIANO)","2017-01-06","02:00:00","10.22","10.55","9.95","94.98","0.00","0.00","4.02","144.90","997.16","0",
"BLOCK 910 (CIANO)","2017-01-06","03:00:00","10.52","10.96","10.04","93.82","0.00","0.00","3.13","125.74","997.15","0",
"BLOCK 910 (CIANO)","2017-01-06","04:00:00","10.10","10.56","9.66","89.37","0.00","0.00","2.75","127.43","997.45","0",
"BLOCK 910 (CIANO)","2017-01-06","05:00:00","8.98","9.65","8.51","90.20","0.00","0.00","2.45","76.23","997.74","0",
"BLOCK 910 (CIANO)","2017-01-06","06:00:00","8.69","9.44","7.62","91.22","0.00","0.01","2.45","73.19","998.31","0",
"BLOCK 910 (CIANO)","2017-01-06","07:00:00","10.18","11.76","8.73","87.55","0.00","25.75","5.56","45.08","999.06","0.01",
"BLOCK 910 (CIANO)","2017-01-06","08:00:00","13.41","15.76","10.68","76.84","0.00","144.23","3.22","23.62","999.67","0.07",
"BLOCK 910 (CIANO)","2017-01-06","09:00:00","17.88","20.30","15.62","66.04","0.00","280.17","3.75","351.44","1000.65","0.17",
"BLOCK 910 (CIANO)","2017-01-06","10:00:00","21.68","22.66","20.16","53.91","0.00","397.72","1.36","81.68","1001.24","0.25",
"BLOCK 910 (CIANO)","2017-01-06","11:00:00","23.44","24.21","22.37","49.09","0.00","479.67","3.41","238.56","1001.06","0.35",
"BLOCK 910 (CIANO)","2017-01-06","12:00:00","24.36","25.17","23.57","45.77","0.00","512.47","9.23","279.33","1000.46","0.45",
"BLOCK 910 (CIANO)","2017-01-06","13:00:00","25.55","26.30","24.60","41.15","0.00","501.12","10.61","271.83","999.50","0.50",
"BLOCK 910 (CIANO)","2017-01-06","14:00:00","26.54","27.26","25.98","36.90","0.00","432.62","10.78","271.89","999.02","0.52",
"BLOCK 910 (CIANO)","2017-01-06","15:00:00","27.42","27.79","26.85","33.06","0.00","317.03","9.81","273.93","998.92","0.49",
"BLOCK 910 (CIANO)","2017-01-06","16:00:00","25.11","27.66","23.40","47.44","0.00","168.05","15.24","264.28","999.21","0.38",
"BLOCK 910 (CIANO)","2017-01-06","17:00:00","21.71","23.43","20.00","58.23","0.00","37.87","11.19","260.02","999.48","0.20",
"BLOCK 910 (CIANO)","2017-01-06","18:00:00","18.95","20.01","17.81","67.99","0.00","0.13","10.19","262.56","999.85","0.12",
"BLOCK 910 (CIANO)","2017-01-06","19:00:00","16.98","17.81","16.16","77.86","0.00","0.00","4.92","280.53","1000.25","0.04",
"BLOCK 910 (CIANO)","2017-01-06","20:00:00","15.69","16.36","15.09","83.22","0.00","0.00","5.01","305.96","1000.90","0.05",
"BLOCK 910 (CIANO)","2017-01-06","21:00:00","14.54","15.12","13.89","85.53","0.00","0.00","3.23","301.10","1001.15","0.03",
"BLOCK 910 (CIANO)","2017-01-06","22:00:00","13.94","14.55","13.40","86.10","0.00","0.00","7.50","290.28","1001.77","0.05",
"BLOCK 910 (CIANO)","2017-01-06","23:00:00","13.32","13.95","12.82","88.33","0.00","0.00","7.11","307.93","1001.72","0.04",
"BLOCK 910 (CIANO)","2017-01-07","00:00:00","13.01","13.58","12.36","86.87","0.00","0.00","9.16","300.46","1001.76","0.03",
"BLOCK 910 (CIANO)","2017-01-07","01:00:00","12.13","12.83","11.17","86.83","0.00","0.00","8.88","299.20","1001.82","0.03",
"BLOCK 910 (CIANO)","2017-01-07","02:00:00","11.00","11.39","10.48","86.48","0.00","0.00","8.94","292.68","1001.86","0.03",
"BLOCK 910 (CIANO)","2017-01-07","03:00:00","11.31","11.68","10.85","79.16","0.00","0.00","9.83","303.20","1001.91","0.05",
"BLOCK 910 (CIANO)","2017-01-07","04:00:00","11.16","11.77","10.04","80.05","0.00","0.00","6.76","301.15","1001.79","0.04",
"BLOCK 910 (CIANO)","2017-01-07","05:00:00","10.17","10.82","9.53","82.83","0.00","0.00","7.61","271.03","1001.63","0.03",
"BLOCK 910 (CIANO)","2017-01-07","06:00:00","9.04","9.70","8.62","86.55","0.00","0.01","4.83","298.15","1002.33","0.00",
"BLOCK 910 (CIANO)","2017-01-07","07:00:00","9.62","10.51","8.99","83.35","0.00","28.14","4.48","302.87","1003.22","0.02",
"BLOCK 910 (CIANO)","2017-01-07","08:00:00","11.79","13.06","10.53","77.07","0.00","151.08","7.93","297.34","1004.05","0.09",
"BLOCK 910 (CIANO)","2017-01-07","09:00:00","15.58","18.29","13.03","66.29","0.00","291.07","9.90","302.96","1004.98","0.19",
"BLOCK 910 (CIANO)","2017-01-07","10:00:00","20.25","21.53","18.30","52.52","0.00","411.33","13.80","296.03","1005.38","0.34",
"BLOCK 910 (CIANO)","2017-01-07","11:00:00","22.12","23.57","21.13","47.08","0.00","497.87","15.71","285.48","1005.03","0.43",
"BLOCK 910 (CIANO)","2017-01-07","12:00:00","24.53","25.46","23.54","39.31","0.00","531.80","16.25","283.21","1004.22","0.54",
"BLOCK 910 (CIANO)","2017-01-07","13:00:00","26.14","27.13","25.18","34.82","0.00","474.17","14.22","288.03","1003.27","0.57",
"BLOCK 910 (CIANO)","2017-01-07","14:00:00","27.93","29.26","26.74","31.74","0.00","422.48","13.07","287.92","1002.60","0.60",
"BLOCK 910 (CIANO)","2017-01-07","15:00:00","28.90","29.73","26.88","29.34","0.00","294.78","13.85","276.85","1002.84","0.60",
"BLOCK 910 (CIANO)","2017-01-07","16:00:00","24.72","27.14","23.09","44.26","0.00","153.35","13.48","264.55","1002.94","0.37",
"BLOCK 910 (CIANO)","2017-01-07","17:00:00","21.35","23.36","19.56","50.28","0.00","23.30","10.11","263.16","1002.81","0.22",
"BLOCK 910 (CIANO)","2017-01-07","18:00:00","18.33","19.56","16.80","57.55","0.00","0.12","9.46","265.72","1002.92","0.15",
"BLOCK 910 (CIANO)","2017-01-07","19:00:00","16.07","16.80","14.92","67.66","0.00","0.00","6.43","285.63","1003.48","0.08",
"BLOCK 910 (CIANO)","2017-01-07","20:00:00","14.27","14.92","13.61","75.58","0.00","0.00","1.63","268.07","1003.84","0.04",
"BLOCK 910 (CIANO)","2017-01-07","21:00:00","13.92","14.36","13.53","79.19","0.00","0.00","7.67","285.54","1004.11","0.07",
"BLOCK 910 (CIANO)","2017-01-07","22:00:00","13.47","14.34","12.22","81.68","0.00","0.00","5.49","284.56","1004.12","0.05",
"BLOCK 910 (CIANO)","2017-01-07","23:00:00","11.81","12.35","11.29","88.40","0.00","0.00","2.51","301.73","1004.07","0.02",
"BLOCK 910 (CIANO)","2017-01-08","00:00:00","12.11","12.48","11.75","85.95","0.00","0.00","4.92","288.62","1003.74","0.02",
"BLOCK 910 (CIANO)","2017-01-08","01:00:00","11.11","11.82","10.50","88.53","0.00","0.00","3.07","295.14","1003.45","0.00",
"BLOCK 910 (CIANO)","2017-01-08","02:00:00","11.68","12.38","10.96","80.39","0.00","0.00","7.60","273.65","1003.20","0.04",
"BLOCK 910 (CIANO)","2017-01-08","03:00:00","11.29","11.51","11.05","78.32","0.00","0.00","6.83","263.76","1003.24","0.04",
"BLOCK 910 (CIANO)","2017-01-08","04:00:00","11.03","11.77","10.52","79.54","0.00","0.00","3.79","310.74","1003.16","0.02",
"BLOCK 910 (CIANO)","2017-01-08","05:00:00","10.02","12.02","8.93","80.75","0.00","0.00","2.80","141.16","1003.57","0.01",
"BLOCK 910 (CIANO)","2017-01-08","06:00:00","9.20","9.95","8.67","85.20","0.00","0.01","5.42","112.09","1004.43","0.01",
"BLOCK 910 (CIANO)","2017-01-08","07:00:00","9.78","11.01","8.97","85.50","0.00","31.23","4.69","153.21","1005.33","0.01",
"BLOCK 910 (CIANO)","2017-01-08","08:00:00","12.66","14.26","11.01","81.53","0.00","137.73","8.01","133.93","1006.17","0.07",
"BLOCK 910 (CIANO)","2017-01-08","09:00:00","17.14","19.38","14.25","67.00","0.00","373.02","5.13","114.21","1007.36","0.21",
"BLOCK 910 (CIANO)","2017-01-08","10:00:00","21.53","23.66","19.32","54.50","0.00","481.08","7.53","107.96","1007.61","0.35",
"BLOCK 910 (CIANO)","2017-01-08","11:00:00","24.88","26.21","23.45","41.29","0.00","578.22","6.67","115.09","1007.17","0.48",
"BLOCK 910 (CIANO)","2017-01-08","12:00:00","26.47","27.10","26.01","38.77","0.00","592.52","7.29","154.17","1006.57","0.53",
"BLOCK 910 (CIANO)","2017-01-08","13:00:00","27.35","28.09","26.75","36.87","0.00","572.07","7.92","175.02","1005.63","0.56",
"BLOCK 910 (CIANO)","2017-01-08","14:00:00","27.70","28.30","27.29","38.20","0.00","487.83","9.69","184.01","1005.11","0.54",
"BLOCK 910 (CIANO)","2017-01-08","15:00:00","27.54","28.02","26.98","42.01","0.00","352.43","10.61","188.31","1004.76","0.47",
"BLOCK 910 (CIANO)","2017-01-08","16:00:00","26.65","27.32","26.11","45.11","0.00","191.93","8.05","183.81","1004.69","0.33",
"BLOCK 910 (CIANO)","2017-01-08","17:00:00","24.72","26.24","22.94","51.32","0.00","44.82","5.34","173.69","1004.60","0.16",
"BLOCK 910 (CIANO)","2017-01-08","18:00:00","20.99","22.95","19.58","63.64","0.00","0.19","5.02","258.41","1004.88","0.08",
"BLOCK 910 (CIANO)","2017-01-08","19:00:00","18.66","19.58","17.75","68.36","0.00","0.00","4.92","260.77","1005.38","0.07",
"BLOCK 910 (CIANO)","2017-01-08","20:00:00","16.73","17.83","15.03","74.23","0.00","0.00","1.59","323.71","1005.68","0.04",
"BLOCK 910 (CIANO)","2017-01-08","21:00:00","14.67","15.35","14.03","81.02","0.00","0.00","1.39","86.61","1005.31","0.03",
"BLOCK 910 (CIANO)","2017-01-08","22:00:00","14.39","15.30","13.77","83.53","0.00","0.00","1.16","342.61","1005.24","0.02",
"BLOCK 910 (CIANO)","2017-01-08","23:00:00","13.06","14.06","12.18","85.37","0.00","0.00","1.20","98.12","1004.96","0.02",
"BLOCK 910 (CIANO)","2017-01-09","00:00:00","12.63","13.25","11.86","88.27","0.00","0.00","1.44","193.56","1004.83","0",
"BLOCK 910 (CIANO)","2017-01-09","01:00:00","11.23","12.11","10.63","89.80","0.00","0.00","3.26","161.89","1004.68","0.00",
"BLOCK 910 (CIANO)","2017-01-09","02:00:00","10.89","11.58","10.42","92.58","0.00","0.00","1.07","100.23","1004.52","0",
