Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
"BLOCK 910 (CIANO)","2017-12-27","15:00:00","24.42","24.95","23.80","40.19","0.00","226.42","9.86","290.01","1005.76","0.37",
"BLOCK 910 (CIANO)","2017-12-27","16:00:00","23.67","24.11","23.41","43.57","0.00","107.48","6.78","262.67","1005.71","0.25",
"BLOCK 910 (CIANO)","2017-12-27","17:00:00","21.68","23.79","19.76","49.97","0.00","28.44","8.41","253.47","1005.78","0.20",
"BLOCK 910 (CIANO)","2017-12-27","18:00:00","19.05","19.75","18.55","62.74","0.00","0.03","4.86","261.93","1006.22","0.07",
"BLOCK 910 (CIANO)","2017-12-27","19:00:00","18.31","18.57","17.91","66.30","0.00","0.00","2.35","306.65","1006.53","0.03",
"BLOCK 910 (CIANO)","2017-12-27","20:00:00","17.42","17.91","16.67","70.70","0.00","0.00","1.02","280.63","1006.66","0.03",
"BLOCK 910 (CIANO)","2017-12-27","21:00:00","17.09","17.27","16.83","74.88","0.00","0.00","3.45","260.63","1006.87","0.06",
"BLOCK 910 (CIANO)","2017-12-27","22:00:00","16.47","16.87","16.10","77.63","0.00","0.00","2.52","287.31","1006.98","0.05",
"BLOCK 910 (CIANO)","2017-12-27","23:00:00","15.95","16.13","15.71","80.05","0.00","0.00","2.69","271.16","1006.98","0.04",
"BLOCK 910 (CIANO)","2017-12-28","00:00:00","14.56","15.71","13.19","81.78","0.00","0.00","0.85","54.22","1006.47","0",
"BLOCK 910 (CIANO)","2017-12-28","01:00:00","13.64","14.44","12.50","87.08","0.00","0.00","1.79","220.17","1005.98","0",
"BLOCK 910 (CIANO)","2017-12-28","02:00:00","12.21","12.93","11.41","89.83","0.00","0.00","2.16","165.11","1005.88","0",
"BLOCK 910 (CIANO)","2017-12-28","03:00:00","13.39","13.93","12.72","90.25","0.00","0.00","3.34","253.76","1005.93","0.00",
"BLOCK 910 (CIANO)","2017-12-28","04:00:00","12.53","13.87","11.46","88.73","0.00","0.00","2.11","31.09","1005.59","0",
"BLOCK 910 (CIANO)","2017-12-28","05:00:00","11.85","12.23","11.19","92.80","0.00","0.00","0.90","355.47","1005.35","0",
"BLOCK 910 (CIANO)","2017-12-28","06:00:00","10.63","11.62","9.71","93.95","0.00","0.01","2.15","47.55","1005.75","0",
"BLOCK 910 (CIANO)","2017-12-28","07:00:00","11.77","12.98","10.67","93.88","0.00","41.60","1.16","52.10","1006.02","0",
"BLOCK 910 (CIANO)","2017-12-28","08:00:00","14.75","16.10","12.62","82.42","0.00","181.78","1.57","258.26","1006.51","0.08",
"BLOCK 910 (CIANO)","2017-12-28","09:00:00","19.06","21.37","16.08","69.56","0.00","420.07","3.92","253.19","1007.45","0.24",
"BLOCK 910 (CIANO)","2017-12-28","10:00:00","22.27","23.45","21.30","53.88","0.00","557.58","7.24","279.01","1007.98","0.39",
"BLOCK 910 (CIANO)","2017-12-28","11:00:00","24.32","25.98","23.21","43.53","0.00","642.03","7.75","284.93","1007.54","0.50",
"BLOCK 910 (CIANO)","2017-12-28","12:00:00","26.28","27.42","25.06","35.86","0.00","674.03","8.64","276.95","1006.43","0.60",
"BLOCK 910 (CIANO)","2017-12-28","13:00:00","28.19","29.08","27.03","34.45","0.00","641.25","9.37","262.47","1005.37","0.63",
"BLOCK 910 (CIANO)","2017-12-28","14:00:00","28.39","29.28","27.84","33.20","0.00","457.48","9.66","272.21","1004.66","0.57",
"BLOCK 910 (CIANO)","2017-12-28","15:00:00","27.56","28.29","27.04","32.35","0.00","344.70","9.66","265.49","1004.25","0.51",
"BLOCK 910 (CIANO)","2017-12-28","16:00:00","26.19","27.53","24.54","37.12","0.00","210.08","10.37","250.42","1004.25","0.41",
"BLOCK 910 (CIANO)","2017-12-28","17:00:00","22.70","24.59","21.01","48.33","0.00","25.70","7.01","253.75","1004.43","0.19",
"BLOCK 910 (CIANO)","2017-12-28","18:00:00","19.69","21.00","18.71","62.10","0.00","0.02","5.10","266.92","1004.69","0.08",
"BLOCK 910 (CIANO)","2017-12-28","19:00:00","17.97","18.73","17.34","68.30","0.00","0.00","2.33","233.02","1005.22","0.03",
"BLOCK 910 (CIANO)","2017-12-28","20:00:00","15.40","17.36","14.10","75.28","0.00","0.00","3.03","153.30","1005.34","0.05",
"BLOCK 910 (CIANO)","2017-12-28","21:00:00","13.85","14.33","13.24","80.66","0.00","0.00","4.17","144.31","1005.70","0.05",
"BLOCK 910 (CIANO)","2017-12-28","22:00:00","13.22","13.76","12.81","83.73","0.00","0.00","3.47","139.40","1005.81","0.04",
"BLOCK 910 (CIANO)","2017-12-28","23:00:00","13.24","13.88","12.78","85.07","0.00","0.00","5.65","147.99","1005.86","0.04",
"BLOCK 910 (CIANO)","2017-12-29","00:00:00","12.42","12.96","11.46","85.00","0.00","0.00","4.74","145.93","1005.76","0.02",
"BLOCK 910 (CIANO)","2017-12-29","01:00:00","12.18","13.00","11.48","87.60","0.00","0.00","6.43","147.37","1005.56","0.02",
"BLOCK 910 (CIANO)","2017-12-29","02:00:00","12.40","12.86","11.65","89.62","0.00","0.00","5.46","150.86","1005.54","0.01",
"BLOCK 910 (CIANO)","2017-12-29","03:00:00","11.40","11.86","11.13","92.45","0.00","0.00","2.49","117.39","1005.57","0",
"BLOCK 910 (CIANO)","2017-12-29","04:00:00","11.01","11.31","10.87","91.12","0.00","0.00","2.99","48.11","1005.63","0",
"BLOCK 910 (CIANO)","2017-12-29","05:00:00","11.29","11.58","10.97","91.00","0.00","0.00","3.17","48.34","1005.76","0",
"BLOCK 910 (CIANO)","2017-12-29","06:00:00","11.39","11.74","11.10","91.73","0.00","0.00","0.97","50.30","1006.16","0",
"BLOCK 910 (CIANO)","2017-12-29","07:00:00","11.08","11.94","10.74","90.75","0.00","28.47","2.08","353.00","1006.96","0",
"BLOCK 910 (CIANO)","2017-12-29","08:00:00","15.85","19.58","11.92","74.38","0.00","225.78","1.68","18.50","1007.43","0.11",
"BLOCK 910 (CIANO)","2017-12-29","09:00:00","18.67","20.85","17.53","64.50","0.00","385.22","5.04","12.05","1008.24","0.24",
"BLOCK 910 (CIANO)","2017-12-29","10:00:00","22.85","25.20","20.86","50.74","0.00","520.65","3.02","322.25","1008.72","0.36",
"BLOCK 910 (CIANO)","2017-12-29","11:00:00","25.69","27.22","24.45","42.04","0.00","624.30","1.90","258.42","1008.34","0.45",
"BLOCK 910 (CIANO)","2017-12-29","12:00:00","26.98","28.12","26.19","38.99","0.00","677.90","4.49","269.73","1007.66","0.55",
"BLOCK 910 (CIANO)","2017-12-29","13:00:00","28.43","29.33","27.74","35.90","0.00","628.50","2.34","248.10","1006.81","0.50",
"BLOCK 910 (CIANO)","2017-12-29","14:00:00","29.23","29.86","28.70","33.50","0.00","571.08","6.82","238.43","1006.42","0.58",
"BLOCK 910 (CIANO)","2017-12-29","15:00:00","28.99","29.52","28.23","32.96","0.00","342.63","6.89","232.78","1006.38","0.47",
"BLOCK 910 (CIANO)","2017-12-29","16:00:00","28.29","29.46","26.49","39.95","0.00","187.57","6.46","221.72","1006.34","0.34",
"BLOCK 910 (CIANO)","2017-12-29","17:00:00","24.57","26.57","22.76","54.32","0.00","24.44","5.19","244.50","1006.43","0.14",
"BLOCK 910 (CIANO)","2017-12-29","18:00:00","21.20","22.77","19.72","58.82","0.00","0.03","5.44","232.21","1006.96","0.10",
"BLOCK 910 (CIANO)","2017-12-29","19:00:00","18.60","19.71","17.64","62.54","0.00","0.00","3.49","297.57","1007.50","0.06",
"BLOCK 910 (CIANO)","2017-12-29","20:00:00","16.02","17.64","14.77","71.63","0.00","0.00","1.62","48.55","1007.52","0.04",
"BLOCK 910 (CIANO)","2017-12-29","21:00:00","14.81","15.60","14.09","75.59","0.00","0.00","3.53","153.80","1007.39","0.06",
"BLOCK 910 (CIANO)","2017-12-29","22:00:00","14.27","14.92","13.73","78.76","0.00","0.00","4.38","145.91","1007.35","0.06",
"BLOCK 910 (CIANO)","2017-12-29","23:00:00","14.63","15.21","13.77","77.63","0.00","0.00","5.30","173.11","1007.42","0.06",
"BLOCK 910 (CIANO)","2017-12-30","00:00:00","13.56","14.21","11.95","81.26","0.00","0.00","1.16","194.46","1007.55","0",
"BLOCK 910 (CIANO)","2017-12-30","01:00:00","11.35","11.98","11.03","86.78","0.00","0.00","2.14","39.73","1006.97","0",
"BLOCK 910 (CIANO)","2017-12-30","02:00:00","12.03","12.68","11.19","88.07","0.00","0.00","2.97","140.79","1006.67","0.00",
"BLOCK 910 (CIANO)","2017-12-30","03:00:00","11.72","12.52","10.91","91.83","0.00","0.00","1.23","199.14","1006.78","0",
"BLOCK 910 (CIANO)","2017-12-30","04:00:00","11.13","12.85","10.02","91.82","0.00","0.00","1.85","65.58","1006.66","0",
"BLOCK 910 (CIANO)","2017-12-30","05:00:00","10.73","11.55","10.02","92.40","0.00","0.00","6.09","49.06","1006.23","0.01",
"BLOCK 910 (CIANO)","2017-12-30","06:00:00","11.14","11.61","10.64","90.57","0.00","0.02","1.48","45.95","1006.53","0",
"BLOCK 910 (CIANO)","2017-12-30","07:00:00","11.51","12.67","10.83","89.48","0.00","35.09","3.08","39.65","1007.10","0.00",
"BLOCK 910 (CIANO)","2017-12-30","08:00:00","14.71","16.56","12.68","84.07","0.00","149.75","6.28","32.87","1007.18","0.07",
"BLOCK 910 (CIANO)","2017-12-30","09:00:00","17.18","18.08","16.49","76.42","0.00","164.00","3.41","349.13","1007.91","0.09",
"BLOCK 910 (CIANO)","2017-12-30","10:00:00","19.66","21.61","18.04","67.13","0.00","245.85","2.60","301.91","1008.37","0.16",
"BLOCK 910 (CIANO)","2017-12-30","11:00:00","24.12","25.49","21.62","50.10","0.00","593.15","3.00","343.90","1008.00","0.42",
"BLOCK 910 (CIANO)","2017-12-30","12:00:00","25.62","27.14","24.82","42.59","0.00","496.78","6.07","333.34","1006.91","0.44",
"BLOCK 910 (CIANO)","2017-12-30","13:00:00","26.54","26.99","26.29","40.75","0.00","372.98","4.62","259.93","1006.12","0.37",
"BLOCK 910 (CIANO)","2017-12-30","14:00:00","26.73","27.06","26.44","43.10","0.00","382.57","8.58","234.91","1005.50","0.44",
"BLOCK 910 (CIANO)","2017-12-30","15:00:00","25.61","26.92","23.85","46.19","0.00","281.33","10.22","243.85","1005.23","0.38",
"BLOCK 910 (CIANO)","2017-12-30","16:00:00","22.92","23.86","22.22","52.44","0.00","77.85","7.37","233.98","1005.37","0.20",
"BLOCK 910 (CIANO)","2017-12-30","17:00:00","21.75","22.25","21.13","53.17","0.00","11.93","4.58","214.45","1005.64","0.11",
"BLOCK 910 (CIANO)","2017-12-30","18:00:00","20.65","21.13","19.87","58.54","0.00","0.02","3.94","207.33","1005.99","0.07",
"BLOCK 910 (CIANO)","2017-12-30","19:00:00","19.22","19.89","18.74","67.98","0.00","0.00","3.67","192.77","1006.71","0.06",
"BLOCK 910 (CIANO)","2017-12-30","20:00:00","18.29","18.83","17.75","74.30","0.00","0.00","3.79","188.60","1007.33","0.07",
"BLOCK 910 (CIANO)","2017-12-30","21:00:00","17.37","18.11","15.84","77.81","0.00","0.00","3.64","167.00","1007.72","0.06",
"BLOCK 910 (CIANO)","2017-12-30","22:00:00","15.07","15.83","14.20","85.95","0.00","0.00","3.05","129.86","1007.89","0.03",
"BLOCK 910 (CIANO)","2017-12-30","23:00:00","14.25","14.99","13.37","89.17","0.00","0.00","2.43","87.36","1007.64","0.02",
"BLOCK 910 (CIANO)","2017-12-31","00:00:00","13.52","13.78","13.25","89.60","0.00","0.00","2.36","98.67","1007.34","0",
"BLOCK 910 (CIANO)","2017-12-31","01:00:00","14.54","15.05","13.33","87.68","0.00","0.00","4.60","131.49","1006.98","0.01",
"BLOCK 910 (CIANO)","2017-12-31","02:00:00","15.06","15.23","14.86","85.43","0.00","0.00","5.78","157.32","1006.74","0.03",
"BLOCK 910 (CIANO)","2017-12-31","03:00:00","14.66","15.14","13.88","87.22","0.00","0.00","4.06","182.50","1006.73","0.01",
"BLOCK 910 (CIANO)","2017-12-31","04:00:00","12.84","13.87","12.48","91.83","0.00","0.00","5.24","13.16","1006.06","0.01",
"BLOCK 910 (CIANO)","2017-12-31","05:00:00","12.59","12.90","12.36","91.13","0.00","0.00","5.02","14.33","1005.70","0.01",
"BLOCK 910 (CIANO)","2017-12-31","06:00:00","12.68","13.17","11.94","87.63","0.00","0.01","3.21","18.30","1005.64","0",
"BLOCK 910 (CIANO)","2017-12-31","07:00:00","11.40","12.61","10.72","88.78","0.00","33.97","3.41","104.94","1006.38","0.00",
"BLOCK 910 (CIANO)","2017-12-31","08:00:00","16.21","19.75","12.60","74.27","0.00","208.78","0.93","105.81","1007.01","0.10",
"BLOCK 910 (CIANO)","2017-12-31","09:00:00","19.91","21.98","18.55","61.18","0.00","390.88","3.74","314.22","1007.78","0.25",
"BLOCK 910 (CIANO)","2017-12-31","10:00:00","23.12","24.29","22.01","51.35","0.00","538.93","3.74","261.49","1008.33","0.38",
"BLOCK 910 (CIANO)","2017-12-31","11:00:00","24.86","26.29","23.57","42.88","0.00","629.95","7.07","279.08","1008.09","0.51",
"BLOCK 910 (CIANO)","2017-12-31","12:00:00","26.73","27.29","25.79","30.63","0.00","664.67","8.17","293.76","1007.38","0.62",
"BLOCK 910 (CIANO)","2017-12-31","13:00:00","27.44","28.16","26.80","27.24","0.00","633.38","9.19","277.01","1006.60","0.65",
"BLOCK 910 (CIANO)","2017-12-31","14:00:00","28.18","29.15","27.73","27.08","0.00","532.55","8.36","286.58","1005.86","0.61",
"BLOCK 910 (CIANO)","2017-12-31","15:00:00","28.77","29.17","28.39","27.48","0.00","393.62","7.23","270.38","1005.38","0.52",
"BLOCK 910 (CIANO)","2017-12-31","16:00:00","28.05","28.89","27.02","30.55","0.00","203.67","7.05","240.42","1005.30","0.40",
"BLOCK 910 (CIANO)","2017-12-31","17:00:00","25.06","27.07","23.29","39.49","0.00","43.39","5.38","236.36","1005.42","0.21",
"BLOCK 910 (CIANO)","2017-12-31","18:00:00","22.04","23.30","21.10","43.96","0.00","0.03","4.32","242.48","1005.71","0.12",
"BLOCK 910 (CIANO)","2017-12-31","19:00:00","20.00","21.24","18.92","49.67","0.00","0.00","4.87","258.61","1006.27","0.13",
"BLOCK 910 (CIANO)","2017-12-31","20:00:00","18.18","19.04","16.59","56.99","0.00","0.00","1.86","262.39","1006.55","0.07",
"BLOCK 910 (CIANO)","2017-12-31","21:00:00","14.33","16.56","13.63","67.44","0.00","0.00","0.99","83.11","1006.83","0.03",
"BLOCK 910 (CIANO)","2017-12-31","22:00:00","13.72","14.10","13.33","75.52","0.00","0.00","1.87","138.33","1006.95","0.04",
"BLOCK 910 (CIANO)","2017-12-31","23:00:00","13.64","14.23","12.88","77.61","0.00","0.00","2.52","175.02","1007.01","0.04",
"BLOCK 910 (CIANO)","2018-01-01","00:00:00","12.04","12.97","11.40","79.69","0.00","0.00","2.51","134.46","1007.20","0.01",
"BLOCK 910 (CIANO)","2018-01-01","01:00:00","12.47","14.01","10.69","81.42","0.00","0.00","2.06","167.91","1007.10","0.00",
"BLOCK 910 (CIANO)","2018-01-01","02:00:00","11.33","11.95","10.55","83.90","0.00","0.00","4.12","146.26","1007.16","0.02",
"BLOCK 910 (CIANO)","2018-01-01","03:00:00","11.67","12.68","10.81","84.78","0.00","0.00","3.55","140.05","1007.19","0.01",
"BLOCK 910 (CIANO)","2018-01-01","04:00:00","11.36","12.46","10.75","85.30","0.00","0.00","3.51","140.94","1007.19","0.01",
"BLOCK 910 (CIANO)","2018-01-01","05:00:00","11.09","11.41","10.77","79.52","0.00","0.00","5.03","144.96","1007.21","0.03",
"BLOCK 910 (CIANO)","2018-01-01","06:00:00","10.77","11.29","10.44","79.29","0.00","0.02","2.69","315.78","1007.69","0",
"BLOCK 910 (CIANO)","2018-01-01","07:00:00","10.45","12.27","9.26","81.70","0.00","38.02","2.42","35.92","1008.07","0.01",
"BLOCK 910 (CIANO)","2018-01-01","08:00:00","14.10","15.94","12.26","66.96","0.00","176.95","4.61","1.23","1008.43","0.11",
"BLOCK 910 (CIANO)","2018-01-01","09:00:00","19.04","21.45","15.95","55.43","0.00","370.88","5.25","15.85","1009.19","0.26",
"BLOCK 910 (CIANO)","2018-01-01","10:00:00","23.59","26.03","21.09","41.60","0.00","551.80","5.28","0.02","1009.55","0.44",
"BLOCK 910 (CIANO)","2018-01-01","11:00:00","26.05","26.87","25.18","36.33","0.00","642.62","3.79","273.65","1009.17","0.51",
"BLOCK 910 (CIANO)","2018-01-01","12:00:00","26.57","27.10","26.08","35.52","0.00","629.22","6.56","285.70","1008.27","0.56",
"BLOCK 910 (CIANO)","2018-01-01","13:00:00","27.59","28.24","26.89","30.94","0.00","618.28","7.48","263.86","1007.28","0.60",
"BLOCK 910 (CIANO)","2018-01-01","14:00:00","27.67","28.15","27.24","29.68","0.00","419.65","9.18","268.75","1006.54","0.55",
"BLOCK 910 (CIANO)","2018-01-01","15:00:00","28.13","28.91","27.42","29.87","0.00","383.70","9.45","271.51","1006.11","0.54",
"BLOCK 910 (CIANO)","2018-01-01","16:00:00","26.60","28.28","24.66","34.93","0.00","198.20","10.46","258.96","1005.96","0.43",
"BLOCK 910 (CIANO)","2018-01-01","17:00:00","22.77","24.66","21.11","44.30","0.00","21.27","6.11","249.83","1006.06","0.18",
"BLOCK 910 (CIANO)","2018-01-01","18:00:00","19.68","21.13","18.62","55.09","0.00","0.03","5.89","252.73","1006.81","0.12",
"BLOCK 910 (CIANO)","2018-01-01","19:00:00","17.26","18.64","15.17","64.49","0.00","0.00","0.54","240.81","1006.97","0",
"BLOCK 910 (CIANO)","2018-01-01","20:00:00","14.92","15.74","13.81","71.97","0.00","0.00","1.20","157.72","1006.65","0.03",
"BLOCK 910 (CIANO)","2018-01-01","21:00:00","13.44","14.37","12.90","77.46","0.00","0.00","1.64","145.51","1006.43","0.03",
"BLOCK 910 (CIANO)","2018-01-01","22:00:00","12.82","13.61","11.94","82.25","0.00","0.00","2.71","153.16","1006.93","0.04",
"BLOCK 910 (CIANO)","2018-01-01","23:00:00","12.36","12.93","11.79","81.74","0.00","0.00","4.21","157.51","1007.00","0.04",
"BLOCK 910 (CIANO)","2018-01-02","00:00:00","11.86","12.28","11.39","85.55","0.00","0.00","4.78","148.82","1006.85","0.02",
"BLOCK 910 (CIANO)","2018-01-02","01:00:00","11.06","11.82","10.73","87.50","0.00","0.00","2.64","147.51","1006.77","0.00",
"BLOCK 910 (CIANO)","2018-01-02","02:00:00","10.41","11.53","9.32","88.38","0.00","0.00","2.69","25.36","1006.56","0",
"BLOCK 910 (CIANO)","2018-01-02","03:00:00","9.88","10.41","9.59","87.53","0.00","0.00","4.44","44.81","1006.15","0.01",
"BLOCK 910 (CIANO)","2018-01-02","04:00:00","9.47","9.81","9.10","88.02","0.00","0.00","2.53","57.31","1005.86","0",
"BLOCK 910 (CIANO)","2018-01-02","05:00:00","10.42","10.89","9.31","88.08","0.00","0.00","1.25","349.09","1005.65","0",
"BLOCK 910 (CIANO)","2018-01-02","06:00:00","9.56","10.41","8.67","87.63","0.00","0.02","1.18","324.37","1005.96","0",
"BLOCK 910 (CIANO)","2018-01-02","07:00:00","10.51","11.61","10.00","84.70","0.00","32.00","1.19","310.61","1006.16","0",
"BLOCK 910 (CIANO)","2018-01-02","08:00:00","14.81","17.17","11.53","72.00","0.00","206.45","3.97","308.58","1006.61","0.12",
"BLOCK 910 (CIANO)","2018-01-02","09:00:00","18.53","19.46","17.13","58.89","0.00","387.25","4.31","288.60","1007.40","0.25",
"BLOCK 910 (CIANO)","2018-01-02","10:00:00","21.02","22.51","19.49","54.75","0.00","539.97","5.29","268.08","1007.74","0.36",
"BLOCK 910 (CIANO)","2018-01-02","11:00:00","23.50","24.95","22.31","43.65","0.00","627.55","4.22","250.71","1007.19","0.46",
"BLOCK 910 (CIANO)","2018-01-02","12:00:00","25.30","26.30","24.36","36.37","0.00","670.38","6.99","252.77","1006.11","0.56",
"BLOCK 910 (CIANO)","2018-01-02","13:00:00","26.96","27.83","26.11","32.62","0.00","637.88","7.07","270.27","1005.10","0.59",
"BLOCK 910 (CIANO)","2018-01-02","14:00:00","28.06","28.88","27.27","29.76","0.00","531.77","8.51","251.01","1004.29","0.59",
"BLOCK 910 (CIANO)","2018-01-02","15:00:00","28.09","28.64","27.61","33.64","0.00","386.37","10.42","237.80","1003.90","0.54",
"BLOCK 910 (CIANO)","2018-01-02","16:00:00","26.23","27.70","24.61","36.39","0.00","212.98","11.01","250.76","1003.99","0.43",
"BLOCK 910 (CIANO)","2018-01-02","17:00:00","22.75","24.75","20.76","46.53","0.00","40.97","6.24","243.05","1004.06","0.19",
"BLOCK 910 (CIANO)","2018-01-02","18:00:00","19.15","20.76","16.55","59.45","0.00","0.04","2.93","200.37","1004.48","0.04",
"BLOCK 910 (CIANO)","2018-01-02","19:00:00","16.00","16.67","15.60","69.51","0.00","0.00","3.07","159.07","1004.64","0.04",
"BLOCK 910 (CIANO)","2018-01-02","20:00:00","14.65","15.65","13.68","72.78","0.00","0.00","3.18","149.96","1004.71","0.06",
"BLOCK 910 (CIANO)","2018-01-02","21:00:00","13.79","14.30","13.28","79.01","0.00","0.00","2.63","159.70","1004.69","0.04",
"BLOCK 910 (CIANO)","2018-01-02","22:00:00","13.23","13.73","12.80","80.22","0.00","0.00","4.74","149.69","1004.92","0.05",
"BLOCK 910 (CIANO)","2018-01-02","23:00:00","12.72","13.45","12.20","81.75","0.00","0.00","4.64","145.46","1004.93","0.05",
"BLOCK 910 (CIANO)","2018-01-03","00:00:00","12.53","13.01","12.12","82.93","0.00","0.00","4.01","146.75","1005.08","0.02",
"BLOCK 910 (CIANO)","2018-01-03","01:00:00","12.48","12.82","12.03","86.97","0.00","0.00","1.33","79.43","1004.79","0",
"BLOCK 910 (CIANO)","2018-01-03","02:00:00","12.60","12.80","12.42","86.28","0.00","0.00","2.95","40.58","1004.81","0.01",
"BLOCK 910 (CIANO)","2018-01-03","03:00:00","11.79","12.49","11.31","84.45","0.00","0.00","3.20","55.31","1004.74","0.01",
"BLOCK 910 (CIANO)","2018-01-03","04:00:00","11.59","11.86","11.16","86.72","0.00","0.00","2.40","127.29","1004.78","0.00",
"BLOCK 910 (CIANO)","2018-01-03","05:00:00","11.88","13.09","10.69","84.28","0.00","0.00","0.61","101.13","1004.74","0",
"BLOCK 910 (CIANO)","2018-01-03","06:00:00","11.27","12.52","10.48","81.30","0.00","0.00","3.58","32.04","1004.98","0.02",
"BLOCK 910 (CIANO)","2018-01-03","07:00:00","10.94","11.69","10.52","82.85","0.00","18.00","2.36","48.04","1005.46","0",
"BLOCK 910 (CIANO)","2018-01-03","08:00:00","13.67","14.71","11.69","76.24","0.00","106.85","3.59","14.62","1006.13","0.06",
"BLOCK 910 (CIANO)","2018-01-03","09:00:00","17.25","19.95","14.56","64.31","0.00","273.47","4.29","15.97","1007.01","0.18",
"BLOCK 910 (CIANO)","2018-01-03","10:00:00","22.68","24.52","19.96","52.25","0.00","512.17","1.37","348.83","1007.39","0.34",
"BLOCK 910 (CIANO)","2018-01-03","11:00:00","24.94","25.36","24.46","47.67","0.00","589.53","3.94","223.25","1006.84","0.44",
"BLOCK 910 (CIANO)","2018-01-03","12:00:00","26.31","26.99","25.04","44.36","0.00","664.90","4.19","223.29","1006.02","0.51",
"BLOCK 910 (CIANO)","2018-01-03","13:00:00","27.42","28.18","26.72","42.63","0.00","624.45","4.60","241.71","1005.07","0.51",
"BLOCK 910 (CIANO)","2018-01-03","14:00:00","27.69","28.30","27.10","42.21","0.00","467.58","7.01","244.51","1004.39","0.47",
"BLOCK 910 (CIANO)","2018-01-03","15:00:00","27.05","27.76","26.41","44.36","0.00","268.62","7.76","242.81","1004.01","0.37",
"BLOCK 910 (CIANO)","2018-01-03","16:00:00","26.53","27.58","25.70","45.28","0.00","150.30","6.00","247.43","1003.78","0.27",
"BLOCK 910 (CIANO)","2018-01-03","17:00:00","24.32","25.75","22.76","54.36","0.00","26.55","4.68","255.82","1003.98","0.13",
"BLOCK 910 (CIANO)","2018-01-03","18:00:00","21.67","22.75","20.48","62.25","0.00","0.04","4.79","260.70","1004.53","0.08",
"BLOCK 910 (CIANO)","2018-01-03","19:00:00","19.69","20.48","19.00","61.27","0.00","0.00","3.99","254.54","1004.95","0.08",
"BLOCK 910 (CIANO)","2018-01-03","20:00:00","18.38","19.02","16.82","61.29","0.00","0.00","2.37","232.19","1005.29","0.08",
"BLOCK 910 (CIANO)","2018-01-03","21:00:00","15.43","16.79","14.52","74.35","0.00","0.00","1.76","119.87","1005.28","0.04",
"BLOCK 910 (CIANO)","2018-01-03","22:00:00","14.69","15.33","13.83","78.15","0.00","0.00","1.04","118.42","1005.28","0.03",
"BLOCK 910 (CIANO)","2018-01-03","23:00:00","14.15","14.69","13.50","80.71","0.00","0.00","3.05","152.18","1005.27","0.04",
"BLOCK 910 (CIANO)","2018-01-04","00:00:00","14.79","15.32","13.90","77.97","0.00","0.00","3.20","185.76","1005.00","0.02",
"BLOCK 910 (CIANO)","2018-01-04","01:00:00","14.03","15.19","12.84","80.66","0.00","0.00","1.74","161.35","1004.99","0.00",
"BLOCK 910 (CIANO)","2018-01-04","02:00:00","12.72","13.04","12.22","86.12","0.00","0.00","2.88","137.39","1004.72","0.01",
