Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
"BLOCK 910 (CIANO)","2021-01-09","03:00:00","5.59","7.63","3.10","88.30","0.00","0.00","1.25","326.89","1003.33","0",
"BLOCK 910 (CIANO)","2021-01-09","04:00:00","4.16","4.92","2.81","86.32","0.00","0.00","3.44","20.06","1003.30","0.00",
"BLOCK 910 (CIANO)","2021-01-09","05:00:00","3.58","4.87","2.15","87.33","0.00","0.00","1.87","126.87","1003.28","0",
"BLOCK 910 (CIANO)","2021-01-09","06:00:00","4.32","5.29","3.26","87.08","0.00","0.02","3.04","156.09","1003.30","0",
"BLOCK 910 (CIANO)","2021-01-09","07:00:00","4.15","6.27","2.63","83.22","0.00","34.06","1.74","137.76","1003.73","0",
"BLOCK 910 (CIANO)","2021-01-09","08:00:00","8.60","10.50","6.27","66.83","0.00","199.80","4.45","239.31","1004.61","0.10",
"BLOCK 910 (CIANO)","2021-01-09","09:00:00","13.41","16.21","10.49","63.06","0.00","387.72","5.81","165.09","1005.57","0.20",
"BLOCK 910 (CIANO)","2021-01-09","10:00:00","17.56","19.06","15.67","61.60","0.00","541.82","6.80","156.31","1005.88","0.30",
"BLOCK 910 (CIANO)","2021-01-09","11:00:00","20.56","21.99","18.77","51.18","0.00","642.23","4.23","253.84","1006.23","0.41",
"BLOCK 910 (CIANO)","2021-01-09","12:00:00","22.85","24.70","21.40","35.34","0.00","685.23","4.32","266.35","1005.35","0.50",
"BLOCK 910 (CIANO)","2021-01-09","13:00:00","25.13","26.06","23.81","26.26","0.00","663.47","4.74","260.06","1004.43","0.55",
"BLOCK 910 (CIANO)","2021-01-09","14:00:00","25.82","26.30","25.08","25.98","0.00","568.22","6.31","269.77","1003.99","0.55",
"BLOCK 910 (CIANO)","2021-01-09","15:00:00","26.18","26.68","25.82","25.97","0.00","426.38","6.59","247.59","1003.57","0.49",
"BLOCK 910 (CIANO)","2021-01-09","16:00:00","25.57","26.60","24.63","32.41","0.00","244.62","6.18","244.71","1003.22","0.36",
"BLOCK 910 (CIANO)","2021-01-09","17:00:00","21.85","24.72","19.13","40.70","0.00","62.27","7.00","263.04","1003.33","0.23",
"BLOCK 910 (CIANO)","2021-01-09","18:00:00","17.35","19.13","15.31","46.88","0.00","0.25","4.47","247.82","1003.52","0.10",
"BLOCK 910 (CIANO)","2021-01-09","19:00:00","14.64","15.30","13.67","58.05","0.00","0.00","3.47","264.88","1003.83","0.06",
"BLOCK 910 (CIANO)","2021-01-09","20:00:00","11.37","13.67","9.81","64.00","0.00","0.00","0.93","5.35","1003.96","0.03",
"BLOCK 910 (CIANO)","2021-01-09","21:00:00","10.66","11.98","8.51","72.72","0.00","0.00","1.76","192.69","1004.25","0.04",
"BLOCK 910 (CIANO)","2021-01-09","22:00:00","10.62","11.95","7.92","79.81","0.00","0.00","2.00","287.34","1004.61","0.03",
"BLOCK 910 (CIANO)","2021-01-09","23:00:00","7.25","8.04","6.45","82.23","0.00","0.00","2.93","59.63","1004.65","0.03",
"BLOCK 910 (CIANO)","2021-01-10","00:00:00","8.01","8.96","6.75","88.25","0.00","0.00","3.24","178.25","1004.60","0.00",
"BLOCK 910 (CIANO)","2021-01-10","01:00:00","7.40","8.17","5.98","83.65","0.00","0.00","6.40","156.72","1004.78","0.02",
"BLOCK 910 (CIANO)","2021-01-10","02:00:00","6.28","7.20","4.62","88.63","0.00","0.00","4.02","167.11","1004.85","0.00",
"BLOCK 910 (CIANO)","2021-01-10","03:00:00","4.64","5.84","3.00","90.25","0.00","0.00","3.44","33.49","1004.83","0",
"BLOCK 910 (CIANO)","2021-01-10","04:00:00","3.49","4.09","2.78","87.15","0.00","0.00","3.09","56.24","1004.72","0.00",
"BLOCK 910 (CIANO)","2021-01-10","05:00:00","3.73","4.81","2.49","88.38","0.00","0.00","3.18","144.03","1004.88","0.00",
"BLOCK 910 (CIANO)","2021-01-10","06:00:00","3.98","5.23","2.33","87.13","0.00","0.02","2.81","166.26","1005.41","0",
"BLOCK 910 (CIANO)","2021-01-10","07:00:00","4.14","5.18","2.42","83.87","0.00","33.85","1.63","344.26","1006.27","0",
"BLOCK 910 (CIANO)","2021-01-10","08:00:00","8.31","12.52","4.26","72.24","0.00","205.73","1.12","3.97","1007.08","0.08",
"BLOCK 910 (CIANO)","2021-01-10","09:00:00","14.02","15.20","12.46","55.77","0.00","397.72","5.76","26.64","1007.90","0.23",
"BLOCK 910 (CIANO)","2021-01-10","10:00:00","16.87","18.49","15.11","45.10","0.00","549.15","5.28","354.98","1008.18","0.34",
"BLOCK 910 (CIANO)","2021-01-10","11:00:00","19.65","20.68","18.27","36.75","0.00","650.60","4.01","321.47","1007.81","0.43",
"BLOCK 910 (CIANO)","2021-01-10","12:00:00","21.80","22.87","20.43","30.51","0.00","696.05","6.25","307.33","1007.07","0.52",
"BLOCK 910 (CIANO)","2021-01-10","13:00:00","23.41","24.21","22.25","24.76","0.00","671.98","8.40","306.16","1006.02","0.59",
"BLOCK 910 (CIANO)","2021-01-10","14:00:00","24.24","25.00","23.57","22.81","0.00","583.37","8.30","291.03","1005.49","0.57",
"BLOCK 910 (CIANO)","2021-01-10","15:00:00","24.86","25.35","24.38","20.27","0.00","438.68","7.01","282.19","1005.05","0.51",
"BLOCK 910 (CIANO)","2021-01-10","16:00:00","23.06","24.45","21.51","27.72","0.00","250.68","10.35","265.78","1004.72","0.43",
"BLOCK 910 (CIANO)","2021-01-10","17:00:00","19.56","21.51","17.58","37.69","0.00","62.27","10.59","259.37","1004.73","0.27",
"BLOCK 910 (CIANO)","2021-01-10","18:00:00","15.63","17.59","14.18","50.54","0.00","0.26","7.68","250.87","1004.90","0.14",
"BLOCK 910 (CIANO)","2021-01-10","19:00:00","13.12","14.15","11.98","64.98","0.00","0.00","4.46","237.55","1005.15","0.06",
"BLOCK 910 (CIANO)","2021-01-10","20:00:00","11.12","12.36","9.64","72.86","0.00","0.00","2.08","292.39","1005.25","0.04",
"BLOCK 910 (CIANO)","2021-01-10","21:00:00","8.38","9.86","7.92","78.64","0.00","0.00","0.96","111.92","1005.51","0.02",
"BLOCK 910 (CIANO)","2021-01-10","22:00:00","7.81","8.39","7.30","87.28","0.00","0.00","1.71","204.65","1005.75","0.02",
"BLOCK 910 (CIANO)","2021-01-10","23:00:00","6.13","8.45","4.97","87.17","0.00","0.00","1.74","157.27","1006.08","0.02",
"BLOCK 910 (CIANO)","2021-01-11","00:00:00","4.66","5.26","4.31","89.60","0.00","0.00","1.13","17.48","1005.65","0",
"BLOCK 910 (CIANO)","2021-01-11","01:00:00","5.12","5.91","4.19","91.27","0.00","0.00","1.70","52.58","1005.58","0",
"BLOCK 910 (CIANO)","2021-01-11","02:00:00","4.29","5.14","2.51","89.72","0.00","0.00","2.30","10.22","1005.50","0",
"BLOCK 910 (CIANO)","2021-01-11","03:00:00","3.31","4.11","2.35","89.50","0.00","0.00","1.75","141.09","1005.44","0",
"BLOCK 910 (CIANO)","2021-01-11","04:00:00","2.93","4.29","1.80","91.10","0.00","0.00","0.69","222.63","1005.23","0",
"BLOCK 910 (CIANO)","2021-01-11","05:00:00","2.35","4.38","0.85","89.40","0.00","0.00","1.51","323.36","1005.44","0",
"BLOCK 910 (CIANO)","2021-01-11","06:00:00","1.11","1.91","0.04","90.92","0.00","0.02","1.76","101.04","1005.61","0",
"BLOCK 910 (CIANO)","2021-01-11","07:00:00","1.99","4.51","0.67","92.20","0.00","40.48","1.66","108.50","1005.56","0",
"BLOCK 910 (CIANO)","2021-01-11","08:00:00","7.22","11.07","3.83","70.91","0.00","214.63","3.92","66.51","1006.37","0.09",
"BLOCK 910 (CIANO)","2021-01-11","09:00:00","14.26","16.37","11.08","42.08","0.00","403.38","6.98","24.88","1007.04","0.27",
"BLOCK 910 (CIANO)","2021-01-11","10:00:00","18.13","19.58","16.21","29.45","0.00","560.05","7.06","11.70","1006.98","0.42",
"BLOCK 910 (CIANO)","2021-01-11","11:00:00","21.04","22.47","19.39","24.15","0.00","659.68","5.40","319.01","1006.90","0.50",
"BLOCK 910 (CIANO)","2021-01-11","12:00:00","22.50","23.58","21.80","21.96","0.00","698.85","7.65","314.18","1006.25","0.58",
"BLOCK 910 (CIANO)","2021-01-11","13:00:00","23.48","24.41","22.85","21.71","0.00","671.40","9.81","298.14","1005.61","0.62",
"BLOCK 910 (CIANO)","2021-01-11","14:00:00","24.11","25.01","23.13","21.21","0.00","582.77","8.31","272.55","1004.80","0.58",
"BLOCK 910 (CIANO)","2021-01-11","15:00:00","24.70","25.13","24.33","21.32","0.00","439.40","9.11","254.88","1004.44","0.54",
"BLOCK 910 (CIANO)","2021-01-11","16:00:00","23.02","24.64","20.45","27.93","0.00","251.80","10.96","267.28","1004.59","0.44",
"BLOCK 910 (CIANO)","2021-01-11","17:00:00","18.58","20.44","16.50","41.16","0.00","60.27","8.68","268.88","1004.68","0.22",
"BLOCK 910 (CIANO)","2021-01-11","18:00:00","15.05","16.48","13.81","50.67","0.00","0.27","6.05","262.31","1004.82","0.11",
"BLOCK 910 (CIANO)","2021-01-11","19:00:00","13.09","13.85","12.42","59.81","0.00","0.00","5.27","247.63","1005.07","0.08",
"BLOCK 910 (CIANO)","2021-01-11","20:00:00","10.48","12.48","9.18","67.31","0.00","0.00","2.44","347.20","1005.32","0.05",
"BLOCK 910 (CIANO)","2021-01-11","21:00:00","10.27","11.12","8.82","72.53","0.00","0.00","2.90","297.84","1005.53","0.05",
"BLOCK 910 (CIANO)","2021-01-11","22:00:00","9.97","10.68","8.70","77.75","0.00","0.00","5.37","296.31","1005.78","0.05",
"BLOCK 910 (CIANO)","2021-01-11","23:00:00","8.11","8.71","7.52","82.77","0.00","0.00","5.01","269.46","1005.99","0.04",
"BLOCK 910 (CIANO)","2021-01-12","00:00:00","8.31","8.71","7.72","72.90","0.00","0.00","4.90","292.98","1006.07","0.04",
"BLOCK 910 (CIANO)","2021-01-12","01:00:00","6.49","8.19","4.77","72.10","0.00","0.00","3.19","321.23","1005.86","0.02",
"BLOCK 910 (CIANO)","2021-01-12","02:00:00","7.96","8.41","6.94","60.96","0.00","0.00","4.38","297.38","1005.70","0.05",
"BLOCK 910 (CIANO)","2021-01-12","03:00:00","6.72","8.01","6.03","65.94","0.00","0.00","3.66","297.38","1005.69","0.04",
"BLOCK 910 (CIANO)","2021-01-12","04:00:00","8.46","9.01","7.80","52.11","0.00","0.00","5.54","352.01","1005.64","0.08",
"BLOCK 910 (CIANO)","2021-01-12","05:00:00","5.21","8.84","1.60","61.03","0.00","0.00","1.91","316.54","1006.12","0.02",
"BLOCK 910 (CIANO)","2021-01-12","06:00:00","2.78","5.56","1.48","71.86","0.00","0.02","1.47","106.34","1006.38","0",
"BLOCK 910 (CIANO)","2021-01-12","07:00:00","2.61","4.01","1.26","75.37","0.00","35.95","1.55","150.49","1006.83","0.00",
"BLOCK 910 (CIANO)","2021-01-12","08:00:00","8.85","12.08","4.04","54.57","0.00","209.70","2.47","50.56","1007.75","0.10",
"BLOCK 910 (CIANO)","2021-01-12","09:00:00","13.91","16.04","12.07","42.47","0.00","400.03","7.82","14.38","1008.66","0.27",
"BLOCK 910 (CIANO)","2021-01-12","10:00:00","17.02","18.07","15.84","33.33","0.00","557.25","10.15","2.62","1009.25","0.40",
"BLOCK 910 (CIANO)","2021-01-12","11:00:00","19.38","20.47","17.99","28.12","0.00","658.20","8.59","338.82","1009.18","0.49",
"BLOCK 910 (CIANO)","2021-01-12","12:00:00","21.53","22.70","20.41","23.59","0.00","698.48","9.30","332.56","1008.34","0.57",
"BLOCK 910 (CIANO)","2021-01-12","13:00:00","23.12","24.23","22.08","20.14","0.00","675.43","9.03","329.06","1007.36","0.61",
"BLOCK 910 (CIANO)","2021-01-12","14:00:00","24.62","25.62","23.85","17.53","0.00","590.43","7.60","327.25","1006.81","0.59",
"BLOCK 910 (CIANO)","2021-01-12","15:00:00","25.15","25.50","24.79","16.02","0.00","445.10","7.49","312.32","1006.45","0.54",
"BLOCK 910 (CIANO)","2021-01-12","16:00:00","23.57","25.50","21.65","26.38","0.00","254.92","10.60","267.25","1006.41","0.45",
"BLOCK 910 (CIANO)","2021-01-12","17:00:00","19.46","21.63","17.12","36.09","0.00","63.89","9.76","264.24","1006.36","0.27",
"BLOCK 910 (CIANO)","2021-01-12","18:00:00","15.80","17.13","14.76","46.88","0.00","0.34","7.40","266.15","1006.58","0.14",
"BLOCK 910 (CIANO)","2021-01-12","19:00:00","13.93","14.76","12.89","56.29","0.00","0.00","4.94","289.83","1007.18","0.09",
"BLOCK 910 (CIANO)","2021-01-12","20:00:00","12.42","12.94","11.76","62.49","0.00","0.00","3.00","337.43","1007.31","0.07",
"BLOCK 910 (CIANO)","2021-01-12","21:00:00","11.77","12.06","11.51","68.59","0.00","0.00","3.54","328.64","1007.16","0.06",
"BLOCK 910 (CIANO)","2021-01-12","22:00:00","11.04","11.71","10.52","73.53","0.00","0.00","2.76","315.77","1007.27","0.05",
"BLOCK 910 (CIANO)","2021-01-12","23:00:00","9.63","10.63","7.56","77.81","0.00","0.00","3.23","315.36","1007.43","0.04",
"BLOCK 910 (CIANO)","2021-01-13","00:00:00","6.99","9.56","5.65","79.50","0.00","0.00","0.69","238.23","1007.74","0",
"BLOCK 910 (CIANO)","2021-01-13","01:00:00","6.63","7.94","4.91","85.43","0.00","0.00","1.49","325.89","1007.85","0",
"BLOCK 910 (CIANO)","2021-01-13","02:00:00","5.59","7.10","4.21","83.40","0.00","0.00","1.16","351.15","1007.84","0",
"BLOCK 910 (CIANO)","2021-01-13","03:00:00","6.57","8.20","4.39","80.94","0.00","0.00","2.06","338.64","1007.65","0.00",
"BLOCK 910 (CIANO)","2021-01-13","04:00:00","4.84","5.93","4.01","80.45","0.00","0.00","2.48","20.96","1007.20","0.01",
"BLOCK 910 (CIANO)","2021-01-13","05:00:00","4.75","5.91","3.72","73.02","0.00","0.00","0.75","73.88","1007.32","0",
"BLOCK 910 (CIANO)","2021-01-13","06:00:00","8.14","9.37","5.93","58.45","0.00","0.00","4.74","321.78","1007.67","0.06",
"BLOCK 910 (CIANO)","2021-01-13","07:00:00","7.75","9.27","5.85","56.72","0.00","36.62","2.72","4.27","1007.87","0.04",
"BLOCK 910 (CIANO)","2021-01-13","08:00:00","12.72","15.38","9.29","44.34","0.00","209.83","5.90","357.64","1007.98","0.18",
"BLOCK 910 (CIANO)","2021-01-13","09:00:00","17.41","18.97","15.42","34.51","0.00","401.42","8.76","6.04","1008.39","0.35",
"BLOCK 910 (CIANO)","2021-01-13","10:00:00","20.76","22.60","18.96","26.51","0.00","557.03","8.90","350.83","1008.68","0.49",
"BLOCK 910 (CIANO)","2021-01-13","11:00:00","23.25","24.32","22.01","23.99","0.00","661.15","8.52","317.16","1008.48","0.58",
"BLOCK 910 (CIANO)","2021-01-13","12:00:00","25.60","26.68","24.05","20.39","0.00","703.97","10.38","307.65","1007.54","0.69",
"BLOCK 910 (CIANO)","2021-01-13","13:00:00","26.47","27.27","25.78","21.27","0.00","676.75","11.59","296.14","1006.65","0.71",
"BLOCK 910 (CIANO)","2021-01-13","14:00:00","27.17","27.83","26.66","20.41","0.00","587.20","12.10","290.16","1006.08","0.70",
"BLOCK 910 (CIANO)","2021-01-13","15:00:00","27.22","27.55","26.91","19.73","0.00","446.47","10.87","292.56","1005.69","0.63",
"BLOCK 910 (CIANO)","2021-01-13","16:00:00","26.13","27.26","24.54","22.63","0.00","261.50","10.08","278.16","1005.25","0.51",
"BLOCK 910 (CIANO)","2021-01-13","17:00:00","22.02","24.54","18.87","32.52","0.00","71.51","8.70","264.28","1004.73","0.30",
"BLOCK 910 (CIANO)","2021-01-13","18:00:00","17.05","18.86","15.44","47.30","0.00","0.39","7.00","253.70","1004.30","0.14",
"BLOCK 910 (CIANO)","2021-01-13","19:00:00","14.32","15.45","12.92","63.41","0.00","0.00","5.38","281.01","1004.52","0.08",
"BLOCK 910 (CIANO)","2021-01-13","20:00:00","12.56","12.98","12.05","74.79","0.00","0.00","4.39","298.09","1004.91","0.06",
"BLOCK 910 (CIANO)","2021-01-13","21:00:00","11.50","12.12","10.80","79.82","0.00","0.00","3.02","308.21","1005.10","0.04",
"BLOCK 910 (CIANO)","2021-01-13","22:00:00","11.03","11.37","10.41","81.57","0.00","0.00","3.97","322.73","1005.23","0.04",
"BLOCK 910 (CIANO)","2021-01-13","23:00:00","10.17","11.12","9.27","83.75","0.00","0.00","4.70","323.34","1005.30","0.04",
"BLOCK 910 (CIANO)","2021-01-14","00:00:00","8.60","9.69","7.60","87.87","0.00","0.00","4.92","314.17","1005.36","0.01",
"BLOCK 910 (CIANO)","2021-01-14","01:00:00","5.38","7.68","4.21","89.25","0.00","0.00","0.75","130.29","1005.48","0",
"BLOCK 910 (CIANO)","2021-01-14","02:00:00","4.38","6.05","2.84","92.27","0.00","0.00","1.38","171.16","1005.11","0",
"BLOCK 910 (CIANO)","2021-01-14","03:00:00","5.59","6.43","4.45","92.72","0.00","0.00","1.70","289.90","1004.77","0",
"BLOCK 910 (CIANO)","2021-01-14","04:00:00","2.80","4.78","0.72","90.78","0.00","0.00","1.78","19.66","1004.81","0",
"BLOCK 910 (CIANO)","2021-01-14","05:00:00","3.94","4.53","3.24","91.78","0.00","0.00","3.91","345.13","1005.43","0",
"BLOCK 910 (CIANO)","2021-01-14","06:00:00","2.44","4.21","1.17","86.90","0.00","0.01","1.87","48.70","1005.69","0",
"BLOCK 910 (CIANO)","2021-01-14","07:00:00","3.29","6.65","1.67","83.77","0.00","40.94","2.85","48.95","1005.89","0.01",
"BLOCK 910 (CIANO)","2021-01-14","08:00:00","8.37","11.55","5.82","60.14","0.00","215.98","3.21","58.21","1006.54","0.10",
"BLOCK 910 (CIANO)","2021-01-14","09:00:00","15.47","17.88","11.53","41.00","0.00","403.42","2.09","341.66","1007.51","0.24",
"BLOCK 910 (CIANO)","2021-01-14","10:00:00","18.71","19.94","17.37","34.64","0.00","559.03","4.43","271.29","1008.00","0.39",
"BLOCK 910 (CIANO)","2021-01-14","11:00:00","20.72","22.03","19.59","29.44","0.00","658.10","6.25","264.57","1007.44","0.49",
"BLOCK 910 (CIANO)","2021-01-14","12:00:00","22.77","23.99","21.77","25.47","0.00","699.47","7.69","285.18","1006.69","0.57",
"BLOCK 910 (CIANO)","2021-01-14","13:00:00","24.56","25.86","23.32","23.65","0.00","675.18","8.00","293.47","1006.10","0.61",
"BLOCK 910 (CIANO)","2021-01-14","14:00:00","26.16","26.74","25.18","21.51","0.00","591.05","8.58","288.88","1005.49","0.62",
"BLOCK 910 (CIANO)","2021-01-14","15:00:00","26.64","27.04","26.24","25.12","0.00","447.30","8.83","268.82","1004.74","0.56",
"BLOCK 910 (CIANO)","2021-01-14","16:00:00","25.53","26.37","24.63","28.87","0.00","263.48","8.73","260.84","1004.35","0.44",
"BLOCK 910 (CIANO)","2021-01-14","17:00:00","22.31","24.66","19.62","33.65","0.00","74.01","6.08","260.53","1004.06","0.24",
"BLOCK 910 (CIANO)","2021-01-14","18:00:00","17.47","19.61","15.56","47.16","0.00","0.42","5.78","251.24","1003.91","0.13",
"BLOCK 910 (CIANO)","2021-01-14","19:00:00","14.71","15.65","13.79","60.92","0.00","0.00","4.43","263.17","1004.21","0.07",
"BLOCK 910 (CIANO)","2021-01-14","20:00:00","12.10","13.86","9.51","72.03","0.00","0.00","1.29","281.47","1004.25","0.03",
"BLOCK 910 (CIANO)","2021-01-14","21:00:00","8.33","9.48","7.64","80.78","0.00","0.00","1.50","140.30","1004.61","0.02",
"BLOCK 910 (CIANO)","2021-01-14","22:00:00","7.02","8.18","5.64","86.43","0.00","0.00","3.28","160.86","1004.83","0.02",
"BLOCK 910 (CIANO)","2021-01-14","23:00:00","6.59","7.11","5.93","89.93","0.00","0.00","1.67","139.73","1004.63","0.02",
"BLOCK 910 (CIANO)","2021-01-15","00:00:00","5.40","7.19","3.83","90.65","0.00","0.00","2.31","33.49","1004.42","0",
"BLOCK 910 (CIANO)","2021-01-15","01:00:00","4.99","6.69","3.60","88.28","0.00","0.00","1.27","151.87","1004.08","0",
"BLOCK 910 (CIANO)","2021-01-15","02:00:00","5.36","6.25","3.98","83.42","0.00","0.00","4.63","164.38","1003.93","0.01",
"BLOCK 910 (CIANO)","2021-01-15","03:00:00","4.78","5.97","3.85","76.46","0.00","0.00","1.32","27.63","1004.00","0",
"BLOCK 910 (CIANO)","2021-01-15","04:00:00","3.48","4.15","2.91","82.51","0.00","0.00","1.57","88.74","1003.80","0",
"BLOCK 910 (CIANO)","2021-01-15","05:00:00","3.71","4.96","2.25","88.20","0.00","0.00","1.63","90.19","1003.45","0",
"BLOCK 910 (CIANO)","2021-01-15","06:00:00","3.66","4.74","2.73","87.02","0.00","0.01","3.14","135.79","1003.41","0",
"BLOCK 910 (CIANO)","2021-01-15","07:00:00","4.26","5.25","3.78","79.03","0.00","36.52","2.03","48.90","1003.84","0.00",
"BLOCK 910 (CIANO)","2021-01-15","08:00:00","9.74","13.83","5.26","56.81","0.00","208.23","1.46","79.17","1004.67","0.09",
"BLOCK 910 (CIANO)","2021-01-15","09:00:00","15.30","17.35","13.75","47.51","0.00","396.57","3.42","270.50","1005.42","0.24",
"BLOCK 910 (CIANO)","2021-01-15","10:00:00","19.33","20.84","17.33","36.82","0.00","551.67","5.71","260.26","1005.82","0.40",
"BLOCK 910 (CIANO)","2021-01-15","11:00:00","21.74","23.49","20.44","30.46","0.00","653.88","6.55","315.94","1005.44","0.51",
"BLOCK 910 (CIANO)","2021-01-15","12:00:00","24.36","26.02","23.06","26.09","0.00","699.98","7.48","324.62","1004.37","0.60",
"BLOCK 910 (CIANO)","2021-01-15","13:00:00","26.80","27.59","25.59","20.58","0.00","676.80","7.79","292.95","1003.24","0.67",
"BLOCK 910 (CIANO)","2021-01-15","14:00:00","27.97","28.77","26.94","21.57","0.00","585.55","7.54","272.61","1002.66","0.64",
"BLOCK 910 (CIANO)","2021-01-15","15:00:00","28.56","29.35","27.33","24.23","0.00","439.97","8.46","263.06","1002.36","0.58",
"BLOCK 910 (CIANO)","2021-01-15","16:00:00","26.16","27.50","24.97","32.36","0.00","260.08","8.45","260.73","1002.13","0.42",
"BLOCK 910 (CIANO)","2021-01-15","17:00:00","22.19","24.97","19.27","40.39","0.00","71.66","7.01","252.61","1002.07","0.23",
"BLOCK 910 (CIANO)","2021-01-15","18:00:00","17.90","19.26","16.88","47.32","0.00","0.46","5.55","252.64","1001.89","0.12",
"BLOCK 910 (CIANO)","2021-01-15","19:00:00","15.98","16.89","15.44","59.43","0.00","0.00","6.29","241.74","1002.11","0.11",
"BLOCK 910 (CIANO)","2021-01-15","20:00:00","14.33","15.44","13.34","71.02","0.00","0.00","4.34","211.54","1002.44","0.07",
"BLOCK 910 (CIANO)","2021-01-15","21:00:00","11.95","13.35","9.79","79.02","0.00","0.00","4.39","175.31","1002.72","0.05",
"BLOCK 910 (CIANO)","2021-01-15","22:00:00","9.60","10.18","9.21","84.47","0.00","0.00","4.86","149.24","1002.91","0.04",
"BLOCK 910 (CIANO)","2021-01-15","23:00:00","9.14","9.62","8.74","83.13","0.00","0.00","6.00","144.20","1002.72","0.04",
"BLOCK 910 (CIANO)","2021-01-16","00:00:00","8.34","9.22","7.76","83.07","0.00","0.00","4.17","143.26","1002.52","0.02",
"BLOCK 910 (CIANO)","2021-01-16","01:00:00","7.19","8.23","6.45","86.48","0.00","0.00","2.51","102.00","1002.53","0.00",
"BLOCK 910 (CIANO)","2021-01-16","02:00:00","7.18","7.88","6.77","82.97","0.00","0.00","5.19","61.18","1002.36","0.02",
"BLOCK 910 (CIANO)","2021-01-16","03:00:00","7.39","8.07","6.78","86.83","0.00","0.00","1.39","78.69","1002.24","0",
"BLOCK 910 (CIANO)","2021-01-16","04:00:00","7.68","8.61","6.24","88.83","0.00","0.00","1.11","104.28","1002.12","0",
"BLOCK 910 (CIANO)","2021-01-16","05:00:00","6.74","7.67","5.43","88.45","0.00","0.00","1.67","10.36","1002.15","0",
"BLOCK 910 (CIANO)","2021-01-16","06:00:00","5.44","6.91","4.35","86.55","0.00","0.01","0.64","151.64","1002.49","0",
"BLOCK 910 (CIANO)","2021-01-16","07:00:00","5.89","6.98","4.74","85.10","0.00","35.38","2.30","169.51","1002.90","0.00",
"BLOCK 910 (CIANO)","2021-01-16","08:00:00","10.50","14.79","6.96","73.01","0.00","206.78","2.40","121.81","1003.48","0.09",
"BLOCK 910 (CIANO)","2021-01-16","09:00:00","16.57","18.48","14.81","55.84","0.00","395.35","2.77","305.05","1004.43","0.23",
"BLOCK 910 (CIANO)","2021-01-16","10:00:00","20.24","21.87","18.45","44.23","0.00","552.65","5.33","236.89","1004.77","0.39",
"BLOCK 910 (CIANO)","2021-01-16","11:00:00","22.64","24.21","21.41","32.29","0.00","657.75","6.26","282.10","1004.81","0.51",
"BLOCK 910 (CIANO)","2021-01-16","12:00:00","25.06","26.23","24.00","27.64","0.00","700.65","4.27","277.11","1004.06","0.56",
"BLOCK 910 (CIANO)","2021-01-16","13:00:00","27.30","28.70","25.91","26.59","0.00","673.08","5.65","249.94","1003.11","0.61",
"BLOCK 910 (CIANO)","2021-01-16","14:00:00","28.45","29.46","27.74","25.12","0.00","579.50","5.88","242.16","1002.52","0.59",
"BLOCK 910 (CIANO)","2021-01-16","15:00:00","28.86","29.22","28.46","24.38","0.00","442.07","6.67","241.73","1002.07","0.55",
"BLOCK 910 (CIANO)","2021-01-16","16:00:00","28.41","29.19","27.12","26.89","0.00","257.60","6.50","240.55","1001.85","0.43",
"BLOCK 910 (CIANO)","2021-01-16","17:00:00","24.52","27.12","21.86","43.76","0.00","71.67","6.29","253.25","1002.25","0.23",
"BLOCK 910 (CIANO)","2021-01-16","18:00:00","19.95","21.86","18.65","50.97","0.00","0.49","4.50","250.63","1002.33","0.10",
"BLOCK 910 (CIANO)","2021-01-16","19:00:00","16.75","18.82","14.50","50.85","0.00","0.00","1.25","221.84","1002.16","0.02",
"BLOCK 910 (CIANO)","2021-01-16","20:00:00","13.82","15.33","11.79","64.10","0.00","0.00","2.20","215.22","1002.18","0.06",
"BLOCK 910 (CIANO)","2021-01-16","21:00:00","10.98","11.94","10.41","72.61","0.00","0.00","2.94","123.48","1002.55","0.05",
"BLOCK 910 (CIANO)","2021-01-16","22:00:00","11.42","12.61","10.46","78.23","0.00","0.00","5.50","152.97","1002.80","0.06",
"BLOCK 910 (CIANO)","2021-01-16","23:00:00","11.27","12.58","9.69","78.84","0.00","0.00","4.71","184.63","1002.96","0.05",
"BLOCK 910 (CIANO)","2021-01-17","00:00:00","9.53","10.89","7.97","84.40","0.00","0.00","4.88","161.40","1002.79","0.02",
"BLOCK 910 (CIANO)","2021-01-17","01:00:00","9.03","10.93","7.00","86.55","0.00","0.00","1.82","140.42","1002.76","0",
"BLOCK 910 (CIANO)","2021-01-17","02:00:00","7.74","8.59","6.83","89.63","0.00","0.00","1.85","14.79","1002.77","0",
"BLOCK 910 (CIANO)","2021-01-17","03:00:00","6.92","8.00","6.27","89.47","0.00","0.00","2.29","62.48","1002.60","0",
"BLOCK 910 (CIANO)","2021-01-17","04:00:00","7.35","7.68","6.94","89.92","0.00","0.00","1.12","35.74","1002.45","0",
"BLOCK 910 (CIANO)","2021-01-17","05:00:00","6.50","7.51","5.52","89.73","0.00","0.00","0.97","217.80","1002.89","0",
"BLOCK 910 (CIANO)","2021-01-17","06:00:00","5.03","5.52","4.51","91.33","0.00","0.02","2.28","141.59","1003.33","0",
"BLOCK 910 (CIANO)","2021-01-17","07:00:00","6.02","8.85","4.59","86.64","0.00","32.91","1.34","152.50","1003.74","0",
