Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
"BLOCK 1101","2018-09-23","01:00:00","27.34","27.50","27.21","96.08","0.00","0.10","3.76","110.21","1006.57","0",
"BLOCK 1101","2018-09-23","02:00:00","27.09","27.23","26.90","97.20","0.00","0.11","4.06","107.87","1006.57","0",
"BLOCK 1101","2018-09-23","03:00:00","26.77","26.94","26.65","97.93","0.00","0.14","2.29","101.29","1006.42","0",
"BLOCK 1101","2018-09-23","04:00:00","26.65","26.77","26.59","98.27","0.00","0.13","3.99","107.28","1006.56","0",
"BLOCK 1101","2018-09-23","05:00:00","26.58","26.69","26.46","98.13","0.00","0.14","5.36","109.95","1006.98","0",
"BLOCK 1101","2018-09-23","06:00:00","26.56","27.10","26.44","98.03","0.00","20.81","4.54","104.48","1007.43","0",
"BLOCK 1101","2018-09-23","07:00:00","28.43","29.88","26.98","92.63","0.00","202.42","4.61","109.75","1007.86","0.12",
"BLOCK 1101","2018-09-23","08:00:00","30.02","30.96","29.45","86.45","0.00","364.88","5.39","115.19","1008.28","0.25",
"BLOCK 1101","2018-09-23","09:00:00","31.56","32.44","30.34","75.65","0.00","584.10","6.06","124.19","1008.39","0.43",
"BLOCK 1101","2018-09-23","10:00:00","32.60","33.70","31.92","69.94","0.00","745.23","7.71","149.43","1008.27","0.56",
"BLOCK 1101","2018-09-23","11:00:00","33.69","35.08","32.62","64.84","0.00","719.18","6.84","133.08","1007.61","0.59",
"BLOCK 1101","2018-09-23","12:00:00","34.56","35.52","33.53","59.21","0.00","740.72","6.63","155.80","1006.72","0.64",
"BLOCK 1101","2018-09-23","13:00:00","34.91","36.32","33.79","59.79","0.00","668.50","5.13","191.68","1005.73","0.59",
"BLOCK 1101","2018-09-23","14:00:00","34.69","35.61","33.85","62.21","0.00","717.47","11.63","185.89","1004.74","0.64",
"BLOCK 1101","2018-09-23","15:00:00","34.17","35.02","33.32","63.52","0.00","493.45","14.78","209.18","1004.10","0.53",
"BLOCK 1101","2018-09-23","16:00:00","33.58","34.08","32.95","63.21","0.00","299.18","16.14","225.47","1003.80","0.45",
"BLOCK 1101","2018-09-23","17:00:00","32.38","33.18","31.42","66.36","0.00","114.75","16.15","225.70","1003.73","0.33",
"BLOCK 1101","2018-09-23","18:00:00","30.44","31.49","29.58","75.48","0.00","9.93","12.36","254.36","1003.69","0.17",
"BLOCK 1101","2018-09-23","19:00:00","29.10","29.58","28.85","82.98","0.00","0.09","5.91","263.22","1003.88","0.05",
"BLOCK 1101","2018-09-23","20:00:00","28.58","28.94","28.28","85.32","0.00","0.06","3.65","259.74","1004.35","0.06",
"BLOCK 1101","2018-09-23","21:00:00","28.12","28.31","27.83","87.87","0.00","0.04","3.22","235.24","1004.76","0.05",
"BLOCK 1101","2018-09-23","22:00:00","27.73","27.89","27.59","89.30","0.00","0.06","2.83","212.69","1005.04","0.04",
"BLOCK 1101","2018-09-23","23:00:00","27.29","27.61","27.06","91.13","0.00","0.10","4.83","180.70","1005.45","0.04",
"BLOCK 1101","2018-09-24","00:00:00","27.12","27.45","26.79","91.73","0.00","0.12","3.85","147.79","1005.75","0.00",
"BLOCK 1101","2018-09-24","01:00:00","26.68","26.81","26.51","94.33","0.00","0.13","3.11","132.51","1005.74","0",
"BLOCK 1101","2018-09-24","02:00:00","26.48","26.60","26.33","95.45","0.00","0.14","3.22","130.22","1005.71","0",
"BLOCK 1101","2018-09-24","03:00:00","26.62","26.80","26.37","95.35","0.00","0.12","5.02","108.62","1005.81","0",
"BLOCK 1101","2018-09-24","04:00:00","26.77","26.85","26.70","94.70","0.00","0.12","5.70","109.68","1006.00","0.00",
"BLOCK 1101","2018-09-24","05:00:00","26.49","26.75","26.26","94.87","0.00","0.13","3.25","71.61","1005.78","0",
"BLOCK 1101","2018-09-24","06:00:00","26.34","27.24","26.15","95.73","0.00","25.85","2.70","62.27","1006.08","0.00",
"BLOCK 1101","2018-09-24","07:00:00","28.70","29.54","27.23","87.05","0.00","210.55","4.95","100.87","1006.91","0.15",
"BLOCK 1101","2018-09-24","08:00:00","30.17","30.70","29.47","81.88","0.00","364.60","6.30","120.98","1007.65","0.27",
"BLOCK 1101","2018-09-24","09:00:00","31.20","32.08","30.20","76.04","0.00","515.97","9.15","139.99","1008.22","0.39",
"BLOCK 1101","2018-09-24","10:00:00","32.61","33.69","31.82","66.34","0.00","718.93","10.76","153.46","1008.15","0.57",
"BLOCK 1101","2018-09-24","11:00:00","33.59","34.20","33.07","62.11","0.00","802.90","11.68","171.69","1007.76","0.66",
"BLOCK 1101","2018-09-24","12:00:00","33.73","34.43","32.98","63.84","0.00","823.92","15.05","195.52","1007.11","0.66",
"BLOCK 1101","2018-09-24","13:00:00","33.81","34.79","33.25","61.29","0.00","761.20","14.54","193.77","1006.33","0.65",
"BLOCK 1101","2018-09-24","14:00:00","33.61","34.22","33.10","60.80","0.00","649.90","17.50","193.32","1005.61","0.62",
"BLOCK 1101","2018-09-24","15:00:00","33.45","34.01","32.83","58.42","0.00","491.47","16.98","206.75","1005.17","0.57",
"BLOCK 1101","2018-09-24","16:00:00","32.72","33.17","32.29","61.90","0.00","299.20","16.21","211.10","1004.83","0.45",
"BLOCK 1101","2018-09-24","17:00:00","31.76","32.38","31.02","65.76","0.00","114.76","13.23","221.06","1004.83","0.30",
"BLOCK 1101","2018-09-24","18:00:00","30.29","31.10","29.60","73.49","0.00","9.36","7.40","208.87","1005.09","0.12",
"BLOCK 1101","2018-09-24","19:00:00","29.14","29.65","28.54","80.74","0.00","0.07","4.22","172.58","1005.39","0.04",
"BLOCK 1101","2018-09-24","20:00:00","27.98","28.53","27.60","87.72","0.00","0.04","2.54","116.43","1005.83","0.04",
"BLOCK 1101","2018-09-24","21:00:00","27.64","27.90","27.37","89.50","0.00","0.08","4.01","165.96","1006.19","0.04",
"BLOCK 1101","2018-09-24","22:00:00","27.21","27.56","27.00","90.17","0.00","0.12","4.93","170.26","1006.48","0.05",
"BLOCK 1101","2018-09-24","23:00:00","26.84","27.25","26.54","91.13","0.00","0.13","3.65","141.47","1006.56","0.04",
"BLOCK 1101","2018-09-25","00:00:00","26.22","26.57","25.85","93.85","0.00","0.14","2.92","76.60","1006.55","0",
"BLOCK 1101","2018-09-25","01:00:00","25.84","25.93","25.76","95.80","0.00","0.13","2.18","92.02","1006.55","0",
"BLOCK 1101","2018-09-25","02:00:00","25.84","25.99","25.59","95.98","0.00","0.11","2.75","93.92","1006.72","0",
"BLOCK 1101","2018-09-25","03:00:00","25.36","25.62","25.25","96.57","0.00","0.10","2.73","71.87","1006.56","0",
"BLOCK 1101","2018-09-25","04:00:00","25.16","25.28","25.01","96.20","0.00","0.10","3.18","78.56","1006.57","0",
"BLOCK 1101","2018-09-25","05:00:00","24.94","25.04","24.85","96.15","0.00","0.09","2.73","64.56","1006.91","0",
"BLOCK 1101","2018-09-25","06:00:00","25.15","26.34","24.88","94.97","0.00","27.96","2.30","87.69","1007.39","0",
"BLOCK 1101","2018-09-25","07:00:00","28.01","29.86","26.31","85.43","0.00","205.00","2.86","80.80","1008.22","0.14",
"BLOCK 1101","2018-09-25","08:00:00","30.01","30.90","29.07","79.54","0.00","409.12","4.88","108.89","1008.76","0.30",
"BLOCK 1101","2018-09-25","09:00:00","31.21","31.88","30.46","75.38","0.00","572.95","6.89","142.20","1009.11","0.42",
"BLOCK 1101","2018-09-25","10:00:00","32.40","33.34","31.38","69.38","0.00","682.65","7.82","158.07","1009.18","0.53",
"BLOCK 1101","2018-09-25","11:00:00","33.27","34.70","32.26","63.87","0.00","559.53","6.35","186.01","1008.72","0.49",
"BLOCK 1101","2018-09-25","12:00:00","35.04","36.83","33.94","57.66","0.00","825.58","5.76","240.40","1008.11","0.70",
"BLOCK 1101","2018-09-25","13:00:00","35.25","36.71","34.47","56.53","0.00","779.62","11.50","201.37","1007.33","0.72",
"BLOCK 1101","2018-09-25","14:00:00","35.21","36.00","34.21","55.78","0.00","602.83","10.39","250.70","1006.50","0.63",
"BLOCK 1101","2018-09-25","15:00:00","35.44","35.96","34.88","54.21","0.00","508.30","12.92","249.68","1005.99","0.62",
"BLOCK 1101","2018-09-25","16:00:00","34.30","35.13","33.77","58.95","0.00","292.57","17.47","253.27","1005.57","0.51",
"BLOCK 1101","2018-09-25","17:00:00","32.99","33.88","32.06","62.20","0.00","109.73","17.25","269.46","1005.54","0.38",
"BLOCK 1101","2018-09-25","18:00:00","30.96","32.10","30.20","68.79","0.00","6.20","11.90","268.29","1005.72","0.21",
"BLOCK 1101","2018-09-25","19:00:00","29.50","30.20","28.81","75.76","0.00","0.09","8.37","262.36","1006.22","0.12",
"BLOCK 1101","2018-09-25","20:00:00","28.51","28.81","28.28","80.98","0.00","0.06","4.20","254.77","1006.90","0.08",
"BLOCK 1101","2018-09-25","21:00:00","27.91","28.32","27.62","83.82","0.00","0.04","2.86","200.14","1007.51","0.05",
"BLOCK 1101","2018-09-25","22:00:00","27.32","27.71","27.02","86.73","0.00","0.07","2.52","192.67","1007.82","0.04",
"BLOCK 1101","2018-09-25","23:00:00","26.67","27.05","26.38","89.85","0.00","0.12","1.13","235.23","1007.80","0.02",
"BLOCK 1101","2018-09-26","00:00:00","26.36","26.77","25.99","91.55","0.00","0.13","2.64","114.78","1008.00","0",
"BLOCK 1101","2018-09-26","01:00:00","25.96","26.21","25.82","93.55","0.00","0.12","3.39","103.62","1007.95","0",
"BLOCK 1101","2018-09-26","02:00:00","25.73","25.97","25.38","93.78","0.00","0.10","2.80","87.43","1007.45","0",
"BLOCK 1101","2018-09-26","03:00:00","25.24","25.46","25.04","95.13","0.00","0.09","3.38","82.43","1007.22","0",
"BLOCK 1101","2018-09-26","04:00:00","25.03","25.17","24.86","95.85","0.00","0.09","3.07","92.78","1007.21","0",
"BLOCK 1101","2018-09-26","05:00:00","24.82","24.93","24.70","96.40","0.00","0.08","2.17","113.88","1007.54","0",
"BLOCK 1101","2018-09-26","06:00:00","24.82","25.50","24.61","96.48","0.00","28.68","3.01","22.33","1007.84","0",
"BLOCK 1101","2018-09-26","07:00:00","27.13","29.67","25.45","89.17","0.00","197.83","3.45","4.25","1008.43","0.12",
"BLOCK 1101","2018-09-26","08:00:00","29.62","30.37","28.82","77.84","0.00","416.10","3.82","328.83","1009.05","0.30",
"BLOCK 1101","2018-09-26","09:00:00","30.99","31.91","30.24","72.86","0.00","590.75","5.80","334.54","1009.38","0.44",
"BLOCK 1101","2018-09-26","10:00:00","32.74","33.95","31.40","60.01","0.00","720.20","9.38","350.49","1009.36","0.61",
"BLOCK 1101","2018-09-26","11:00:00","34.62","35.49","33.58","46.62","0.00","797.98","12.68","335.94","1009.14","0.80",
"BLOCK 1101","2018-09-26","12:00:00","36.05","37.14","34.89","40.32","0.00","811.12","9.51","315.09","1008.48","0.85",
"BLOCK 1101","2018-09-26","13:00:00","37.08","37.89","36.27","36.18","0.00","755.28","8.51","318.45","1007.55","0.85",
"BLOCK 1101","2018-09-26","14:00:00","37.93","38.64","37.24","31.76","0.00","645.55","8.50","280.84","1006.72","0.83",
"BLOCK 1101","2018-09-26","15:00:00","36.99","38.21","36.20","39.80","0.00","479.65","20.38","268.25","1006.14","0.87",
"BLOCK 1101","2018-09-26","16:00:00","36.10","36.86","35.00","37.57","0.00","289.60","22.19","275.69","1005.77","0.82",
"BLOCK 1101","2018-09-26","17:00:00","33.94","35.38","32.72","46.94","0.00","107.30","20.19","279.81","1006.06","0.57",
"BLOCK 1101","2018-09-26","18:00:00","31.29","32.72","30.21","59.36","0.00","8.03","14.37","281.67","1006.18","0.31",
"BLOCK 1101","2018-09-26","19:00:00","29.49","30.28","29.04","68.82","0.00","0.09","9.00","262.51","1006.74","0.16",
"BLOCK 1101","2018-09-26","20:00:00","28.44","29.09","27.89","76.43","0.00","0.07","3.97","206.86","1007.51","0.09",
"BLOCK 1101","2018-09-26","21:00:00","27.59","27.92","27.37","82.09","0.00","0.04","2.36","147.89","1007.72","0.05",
"BLOCK 1101","2018-09-26","22:00:00","27.19","27.62","26.69","84.78","0.00","0.06","2.29","168.98","1007.71","0.04",
"BLOCK 1101","2018-09-26","23:00:00","26.40","26.71","26.07","87.98","0.00","0.12","5.08","160.01","1007.52","0.06",
"BLOCK 1101","2018-09-27","00:00:00","25.74","26.16","25.34","91.25","0.00","0.13","3.60","131.99","1007.43","0",
"BLOCK 1101","2018-09-27","01:00:00","25.29","25.44","25.04","93.13","0.00","0.09","3.50","90.30","1007.46","0",
"BLOCK 1101","2018-09-27","02:00:00","24.99","25.08","24.84","92.95","0.00","0.08","4.05","70.04","1007.25","0",
"BLOCK 1101","2018-09-27","03:00:00","24.70","24.84","24.56","92.97","0.00","0.08","2.56","76.99","1006.71","0",
"BLOCK 1101","2018-09-27","04:00:00","24.41","24.58","24.23","93.78","0.00","0.06","0.51","117.02","1006.35","0",
"BLOCK 1101","2018-09-27","05:00:00","24.08","24.36","23.85","95.13","0.00","0.06","4.06","34.99","1006.60","0",
"BLOCK 1101","2018-09-27","06:00:00","24.05","24.97","23.74","94.62","0.00","23.76","3.72","9.79","1006.73","0.00",
"BLOCK 1101","2018-09-27","07:00:00","26.48","27.85","24.93","81.59","0.00","212.53","5.28","26.14","1006.84","0.16",
"BLOCK 1101","2018-09-27","08:00:00","28.81","30.02","27.78","70.80","0.00","416.28","8.71","7.18","1007.00","0.34",
"BLOCK 1101","2018-09-27","09:00:00","31.14","32.41","29.75","60.14","0.00","593.40","8.68","7.16","1007.25","0.51",
"BLOCK 1101","2018-09-27","10:00:00","33.21","34.56","32.24","50.39","0.00","725.00","8.39","317.04","1007.19","0.67",
"BLOCK 1101","2018-09-27","11:00:00","35.24","36.33","34.20","39.90","0.00","800.80","8.26","313.24","1007.02","0.81",
"BLOCK 1101","2018-09-27","12:00:00","36.59","38.19","35.67","37.11","0.00","808.73","7.63","287.61","1006.30","0.85",
"BLOCK 1101","2018-09-27","13:00:00","37.35","38.16","36.60","36.97","0.00","752.07","11.60","255.80","1005.45","0.91",
"BLOCK 1101","2018-09-27","14:00:00","37.17","37.86","36.36","36.18","0.00","642.62","13.75","282.04","1004.73","0.89",
"BLOCK 1101","2018-09-27","15:00:00","36.74","37.33","36.16","40.57","0.00","479.53","12.78","275.36","1004.46","0.75",
"BLOCK 1101","2018-09-27","16:00:00","36.25","36.69","35.80","39.87","0.00","287.22","16.33","262.01","1004.20","0.71",
"BLOCK 1101","2018-09-27","17:00:00","34.91","35.88","33.58","41.91","0.00","105.56","17.20","264.77","1004.25","0.60",
"BLOCK 1101","2018-09-27","18:00:00","32.03","33.57","31.02","58.81","0.00","7.45","14.65","255.72","1004.48","0.33",
"BLOCK 1101","2018-09-27","19:00:00","30.16","31.04","29.24","66.38","0.00","0.08","7.70","217.59","1005.31","0.16",
"BLOCK 1101","2018-09-27","20:00:00","28.97","29.26","28.78","73.06","0.00","0.08","8.26","170.35","1006.41","0.16",
"BLOCK 1101","2018-09-27","21:00:00","28.58","28.96","28.34","80.46","0.00","0.03","10.29","157.96","1007.11","0.13",
"BLOCK 1101","2018-09-27","22:00:00","28.31","28.59","27.91","83.05","0.00","0.03","10.21","157.15","1007.38","0.11",
"BLOCK 1101","2018-09-27","23:00:00","27.79","28.03","27.52","85.62","0.00","0.06","6.72","147.61","1007.60","0.08",
"BLOCK 1101","2018-09-28","00:00:00","27.50","28.06","26.49","85.06","0.00","0.08","6.85","132.38","1007.73","0.05",
"BLOCK 1101","2018-09-28","01:00:00","26.00","26.50","25.80","80.58","0.00","0.11","5.26","98.81","1007.47","0.05",
"BLOCK 1101","2018-09-28","02:00:00","26.18","26.38","25.92","81.33","0.00","0.12","5.01","99.86","1007.28","0.04",
"BLOCK 1101","2018-09-28","03:00:00","26.18","26.45","25.77","83.10","0.00","0.11","3.01","100.33","1007.19","0.01",
"BLOCK 1101","2018-09-28","04:00:00","25.48","25.80","25.04","87.32","0.00","0.10","2.50","115.29","1007.25","0",
"BLOCK 1101","2018-09-28","05:00:00","24.89","25.06","24.70","89.93","0.00","0.09","5.65","162.00","1007.50","0.01",
"BLOCK 1101","2018-09-28","06:00:00","24.70","25.72","24.42","90.58","0.00","22.96","2.40","128.91","1008.20","0.00",
"BLOCK 1101","2018-09-28","07:00:00","27.77","29.20","25.72","78.40","0.00","207.03","3.89","121.07","1008.76","0.16",
"BLOCK 1101","2018-09-28","08:00:00","30.30","31.46","29.17","68.42","0.00","411.20","5.31","131.69","1009.32","0.34",
"BLOCK 1101","2018-09-28","09:00:00","31.78","32.47","30.92","57.70","0.00","587.57","9.17","148.48","1009.62","0.54",
"BLOCK 1101","2018-09-28","10:00:00","32.78","34.01","32.02","52.66","0.00","717.00","10.01","171.90","1009.31","0.66",
"BLOCK 1101","2018-09-28","11:00:00","34.04","35.38","33.02","48.37","0.00","791.95","10.13","184.76","1008.56","0.75",
"BLOCK 1101","2018-09-28","12:00:00","34.54","35.46","33.81","49.45","0.00","803.15","10.38","180.81","1007.64","0.76",
"BLOCK 1101","2018-09-28","13:00:00","34.39","35.22","33.67","54.27","0.00","768.15","12.54","190.64","1006.78","0.72",
"BLOCK 1101","2018-09-28","14:00:00","34.23","35.04","33.52","54.27","0.00","640.67","17.33","189.32","1006.47","0.69",
"BLOCK 1101","2018-09-28","15:00:00","33.66","34.53","32.77","55.92","0.00","472.68","18.78","199.81","1006.32","0.60",
"BLOCK 1101","2018-09-28","16:00:00","33.15","33.79","32.34","55.44","0.00","281.20","17.29","214.87","1005.98","0.51",
"BLOCK 1101","2018-09-28","17:00:00","31.96","32.66","30.96","60.08","0.00","101.50","16.00","211.90","1005.75","0.37",
"BLOCK 1101","2018-09-28","18:00:00","30.15","31.00","29.53","72.52","0.00","6.17","11.90","216.75","1006.06","0.18",
"BLOCK 1101","2018-09-28","19:00:00","29.27","29.56","29.00","78.07","0.00","0.08","6.34","213.07","1006.89","0.08",
"BLOCK 1101","2018-09-28","20:00:00","28.89","29.05","28.58","80.41","0.00","0.02","3.67","196.14","1007.50","0.07",
"BLOCK 1101","2018-09-28","21:00:00","28.29","28.60","28.08","83.68","0.00","0.04","4.72","155.03","1007.94","0.07",
"BLOCK 1101","2018-09-28","22:00:00","27.81","28.12","27.58","86.62","0.00","0.06","3.34","135.48","1008.18","0.05",
"BLOCK 1101","2018-09-28","23:00:00","27.34","27.59","27.09","88.53","0.00","0.10","2.73","88.14","1008.34","0.04",
"BLOCK 1101","2018-09-29","00:00:00","27.10","27.18","27.03","89.10","0.00","0.12","2.22","74.78","1008.29","0",
"BLOCK 1101","2018-09-29","01:00:00","27.21","27.46","27.00","89.02","0.00","0.14","4.28","102.75","1008.34","0.01",
"BLOCK 1101","2018-09-29","02:00:00","27.31","27.65","26.43","79.81","1.50","0.14","5.56","112.91","1008.48","0.06",
"BLOCK 1101","2018-09-29","03:00:00","25.71","26.40","25.32","92.20","4.10","0.12","5.89","122.23","1008.28","0.01",
"BLOCK 1101","2018-09-29","04:00:00","25.63","25.92","25.29","92.32","0.00","0.09","3.51","59.59","1008.18","0",
"BLOCK 1101","2018-09-29","05:00:00","24.98","25.31","24.83","92.30","0.00","0.09","3.53","68.93","1008.46","0",
"BLOCK 1101","2018-09-29","06:00:00","24.96","25.32","24.83","93.03","0.00","17.00","2.85","105.34","1009.25","0",
"BLOCK 1101","2018-09-29","07:00:00","26.32","27.48","25.31","91.18","0.00","108.30","3.56","105.10","1009.67","0.06",
"BLOCK 1101","2018-09-29","08:00:00","28.21","29.79","26.93","86.18","0.00","330.42","7.08","133.41","1009.97","0.21",
"BLOCK 1101","2018-09-29","09:00:00","30.26","30.95","29.45","77.73","0.00","564.23","7.22","118.31","1010.10","0.39",
"BLOCK 1101","2018-09-29","10:00:00","31.05","31.64","30.56","73.21","0.00","733.72","9.10","152.26","1010.05","0.51",
"BLOCK 1101","2018-09-29","11:00:00","31.91","32.70","30.98","68.95","0.00","762.37","8.96","173.33","1009.60","0.56",
"BLOCK 1101","2018-09-29","12:00:00","32.73","33.28","31.90","63.57","0.00","692.22","11.77","190.33","1008.74","0.58",
"BLOCK 1101","2018-09-29","13:00:00","32.96","33.69","32.32","61.90","0.00","713.40","14.93","205.61","1007.81","0.61",
"BLOCK 1101","2018-09-29","14:00:00","33.63","34.20","32.58","56.44","0.00","616.13","14.34","215.70","1006.98","0.63",
"BLOCK 1101","2018-09-29","15:00:00","32.62","33.23","32.17","59.90","0.00","416.12","18.58","212.21","1006.55","0.52",
"BLOCK 1101","2018-09-29","16:00:00","32.07","33.19","31.38","62.76","0.00","268.03","18.45","219.00","1006.28","0.43",
"BLOCK 1101","2018-09-29","17:00:00","30.95","31.72","30.11","67.12","0.00","97.39","15.28","217.47","1006.34","0.29",
"BLOCK 1101","2018-09-29","18:00:00","29.28","30.11","28.69","75.66","0.00","3.19","9.15","214.01","1006.64","0.13",
"BLOCK 1101","2018-09-29","19:00:00","28.24","28.69","27.98","82.33","0.00","0.03","4.14","191.03","1007.21","0.03",
"BLOCK 1101","2018-09-29","20:00:00","27.77","28.05","27.54","86.20","0.00","0.07","6.50","193.89","1007.67","0.07",
"BLOCK 1101","2018-09-29","21:00:00","27.32","27.60","27.08","89.23","0.00","0.10","4.30","179.57","1007.82","0.05",
"BLOCK 1101","2018-09-29","22:00:00","27.12","27.33","26.84","90.75","0.00","0.12","2.43","88.31","1008.06","0.03",
"BLOCK 1101","2018-09-29","23:00:00","26.74","26.93","26.55","92.17","0.00","0.13","2.56","113.08","1008.37","0.03",
"BLOCK 1101","2018-09-30","00:00:00","26.71","26.80","26.56","91.68","0.00","0.13","4.30","139.79","1008.30","0.00",
"BLOCK 1101","2018-09-30","01:00:00","26.75","26.83","26.61","90.32","0.00","0.11","3.68","103.65","1008.51","0.00",
"BLOCK 1101","2018-09-30","02:00:00","25.20","26.72","23.93","80.10","0.00","0.10","6.77","78.16","1008.58","0.06",
"BLOCK 1101","2018-09-30","03:00:00","23.62","23.93","23.46","85.25","0.00","0.08","7.76","43.65","1008.75","0.04",
"BLOCK 1101","2018-09-30","04:00:00","23.51","23.97","23.29","87.00","0.00","0.06","11.10","40.50","1008.75","0.05",
"BLOCK 1101","2018-09-30","05:00:00","23.10","23.31","22.97","89.73","0.00","0.05","6.63","41.66","1008.69","0.02",
"BLOCK 1101","2018-09-30","06:00:00","23.18","24.26","22.93","91.25","0.00","21.11","3.17","46.27","1008.81","0.00",
"BLOCK 1101","2018-09-30","07:00:00","25.85","26.88","24.25","80.44","0.00","175.72","5.29","90.73","1009.27","0.14",
"BLOCK 1101","2018-09-30","08:00:00","28.22","29.58","26.45","71.80","0.00","390.00","7.55","96.53","1009.72","0.31",
"BLOCK 1101","2018-09-30","09:00:00","30.59","31.70","29.47","66.18","0.00","568.25","7.32","110.45","1009.93","0.46",
"BLOCK 1101","2018-09-30","10:00:00","31.85","32.77","30.83","62.74","0.00","667.72","8.29","124.80","1009.74","0.55",
"BLOCK 1101","2018-09-30","11:00:00","32.66","33.65","32.04","57.36","0.00","717.43","11.48","160.02","1009.17","0.63",
"BLOCK 1101","2018-09-30","12:00:00","33.26","34.28","32.65","54.10","0.00","785.23","12.87","178.83","1008.40","0.71",
"BLOCK 1101","2018-09-30","13:00:00","33.22","34.31","32.24","58.76","0.00","635.88","14.97","183.88","1007.42","0.61",
"BLOCK 1101","2018-09-30","14:00:00","32.92","33.72","32.40","60.29","0.00","539.95","16.06","185.81","1006.66","0.56",
"BLOCK 1101","2018-09-30","15:00:00","32.83","33.70","32.07","61.24","0.00","450.15","17.58","201.29","1006.41","0.52",
"BLOCK 1101","2018-09-30","16:00:00","31.80","32.60","31.11","67.75","0.00","244.45","15.85","197.48","1006.22","0.36",
"BLOCK 1101","2018-09-30","17:00:00","30.72","31.24","30.00","73.08","0.00","95.59","14.18","191.00","1006.18","0.24",
"BLOCK 1101","2018-09-30","18:00:00","29.35","30.10","28.83","77.20","0.00","3.36","8.09","183.37","1006.42","0.11",
"BLOCK 1101","2018-09-30","19:00:00","28.87","29.12","28.59","81.32","0.00","0.03","4.71","167.06","1007.13","0.05",
"BLOCK 1101","2018-09-30","20:00:00","28.13","28.61","27.63","84.48","0.00","0.06","3.19","134.88","1007.64","0.05",
