Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
"BLOCK 1101","2018-11-03","18:00:00","25.07","26.37","23.61","54.35","0.00","0.17","9.35","286.54","1008.73","0.21",
"BLOCK 1101","2018-11-03","19:00:00","22.46","23.61","21.53","60.79","0.00","0.07","4.73","269.14","1008.89","0.09",
"BLOCK 1101","2018-11-03","20:00:00","20.81","21.53","20.09","66.39","0.00","0.09","4.43","280.56","1009.11","0.11",
"BLOCK 1101","2018-11-03","21:00:00","20.20","20.31","20.08","68.80","0.00","0.12","3.37","312.32","1009.58","0.09",
"BLOCK 1101","2018-11-03","22:00:00","19.58","20.34","18.55","71.21","0.00","0.06","3.89","329.03","1009.92","0.09",
"BLOCK 1101","2018-11-03","23:00:00","18.45","18.87","17.92","72.74","0.00","0.03","3.54","316.79","1009.85","0.08",
"BLOCK 1101","2018-11-04","00:00:00","18.40","18.85","17.97","72.33","0.00","0.05","2.65","7.62","1009.50","0.01",
"BLOCK 1101","2018-11-04","01:00:00","17.34","18.15","16.44","76.91","0.00","0.07","2.50","24.71","1009.39","0.00",
"BLOCK 1101","2018-11-04","02:00:00","16.88","17.47","16.43","80.62","0.00","0.08","3.40","39.00","1009.21","0.01",
"BLOCK 1101","2018-11-04","03:00:00","16.49","16.94","16.04","81.08","0.00","0.08","3.80","65.67","1009.00","0.01",
"BLOCK 1101","2018-11-04","04:00:00","16.19","16.95","14.68","81.15","0.00","0.06","2.03","60.28","1008.91","0",
"BLOCK 1101","2018-11-04","05:00:00","15.05","15.69","14.32","86.98","0.00","0.04","2.75","30.45","1009.13","0",
"BLOCK 1101","2018-11-04","06:00:00","14.82","15.80","13.72","85.08","0.00","3.50","2.16","63.81","1009.45","0",
"BLOCK 1101","2018-11-04","07:00:00","17.54","20.10","14.73","77.08","0.00","136.30","1.64","56.37","1009.95","0.06",
"BLOCK 1101","2018-11-04","08:00:00","21.60","23.09","20.10","64.98","0.00","332.48","6.62","37.89","1010.44","0.25",
"BLOCK 1101","2018-11-04","09:00:00","24.94","26.75","23.02","55.84","0.00","500.12","6.56","25.41","1010.83","0.39",
"BLOCK 1101","2018-11-04","10:00:00","28.22","29.52","26.46","43.68","0.00","623.77","3.78","334.97","1010.62","0.51",
"BLOCK 1101","2018-11-04","11:00:00","30.32","31.02","29.54","37.69","0.00","690.30","5.16","335.29","1009.93","0.62",
"BLOCK 1101","2018-11-04","12:00:00","31.78","32.78","30.80","31.59","0.00","694.45","7.52","319.94","1009.03","0.72",
"BLOCK 1101","2018-11-04","13:00:00","32.54","33.39","31.56","28.32","0.00","631.67","7.49","318.11","1008.07","0.71",
"BLOCK 1101","2018-11-04","14:00:00","32.80","33.41","32.24","28.18","0.00","512.90","12.45","290.62","1007.48","0.76",
"BLOCK 1101","2018-11-04","15:00:00","32.28","33.08","31.28","30.26","0.00","350.00","15.12","298.51","1007.24","0.71",
"BLOCK 1101","2018-11-04","16:00:00","30.69","31.90","29.97","37.11","0.00","172.25","20.27","284.89","1007.09","0.62",
"BLOCK 1101","2018-11-04","17:00:00","28.16","29.96","26.25","43.04","0.00","33.33","17.26","288.13","1007.19","0.44",
"BLOCK 1101","2018-11-04","18:00:00","24.96","26.26","23.79","51.64","0.00","0.16","12.73","286.06","1007.79","0.27",
"BLOCK 1101","2018-11-04","19:00:00","22.84","23.79","21.88","60.22","0.00","0.08","9.04","292.41","1008.08","0.16",
"BLOCK 1101","2018-11-04","20:00:00","20.87","21.88","20.00","68.65","0.00","0.08","6.69","302.03","1008.18","0.13",
"BLOCK 1101","2018-11-04","21:00:00","19.74","20.06","18.92","76.91","0.00","0.11","6.91","293.36","1008.27","0.10",
"BLOCK 1101","2018-11-04","22:00:00","18.49","18.92","17.98","85.67","0.00","0.05","1.46","301.75","1008.52","0.03",
"BLOCK 1101","2018-11-04","23:00:00","17.89","18.28","17.14","89.58","0.00","0.05","1.57","343.31","1008.58","0.03",
"BLOCK 1101","2018-11-05","00:00:00","16.58","17.13","15.96","92.32","0.00","0.07","0.47","211.17","1008.13","0",
"BLOCK 1101","2018-11-05","01:00:00","16.65","17.01","15.84","95.22","0.00","0.09","0.73","3.40","1008.00","0",
"BLOCK 1101","2018-11-05","02:00:00","15.60","16.29","15.14","96.17","0.00","0.06","2.62","91.19","1008.07","0",
"BLOCK 1101","2018-11-05","03:00:00","15.04","15.82","14.21","96.78","0.00","0.05","1.70","75.53","1007.91","0",
"BLOCK 1101","2018-11-05","04:00:00","14.80","15.26","14.29","86.77","0.00","0.04","2.75","66.06","1007.79","0",
"BLOCK 1101","2018-11-05","05:00:00","14.89","15.45","14.10","83.27","0.00","0.03","4.28","47.37","1007.83","0.01",
"BLOCK 1101","2018-11-05","06:00:00","14.05","14.82","13.57","86.85","0.00","3.31","5.26","37.17","1008.17","0.01",
"BLOCK 1101","2018-11-05","07:00:00","15.77","18.16","13.71","84.27","0.00","128.85","6.58","38.63","1008.79","0.07",
"BLOCK 1101","2018-11-05","08:00:00","20.66","23.47","18.16","68.37","0.00","331.88","7.91","43.24","1009.37","0.23",
"BLOCK 1101","2018-11-05","09:00:00","25.88","27.53","23.44","49.16","0.00","505.50","4.83","73.51","1009.58","0.41",
"BLOCK 1101","2018-11-05","10:00:00","28.43","29.86","26.77","41.38","0.00","628.38","5.92","123.94","1009.78","0.55",
"BLOCK 1101","2018-11-05","11:00:00","30.41","31.66","29.34","35.69","0.00","694.68","7.31","148.13","1009.39","0.67",
"BLOCK 1101","2018-11-05","12:00:00","31.86","32.89","31.18","28.07","0.00","700.32","9.38","176.14","1008.70","0.78",
"BLOCK 1101","2018-11-05","13:00:00","32.55","33.15","31.98","27.56","0.00","638.45","13.60","210.42","1008.03","0.84",
"BLOCK 1101","2018-11-05","14:00:00","32.23","33.08","31.42","29.60","0.00","520.82","16.11","221.86","1007.69","0.80",
"BLOCK 1101","2018-11-05","15:00:00","31.39","31.94","30.88","29.52","0.00","358.22","14.40","231.47","1007.59","0.69",
"BLOCK 1101","2018-11-05","16:00:00","30.27","31.17","29.20","31.92","0.00","175.38","13.98","228.64","1007.41","0.57",
"BLOCK 1101","2018-11-05","17:00:00","27.43","29.23","25.28","46.70","0.00","33.60","10.41","227.32","1007.45","0.31",
"BLOCK 1101","2018-11-05","18:00:00","23.60","25.27","21.93","61.85","0.00","0.15","4.48","221.98","1007.93","0.09",
"BLOCK 1101","2018-11-05","19:00:00","21.10","21.96","20.39","73.09","0.00","0.08","1.73","271.61","1008.23","0",
"BLOCK 1101","2018-11-05","20:00:00","20.10","20.51","19.28","81.19","0.00","0.11","1.64","90.26","1008.47","0.04",
"BLOCK 1101","2018-11-05","21:00:00","18.89","19.41","18.53","84.62","0.00","0.06","2.56","89.61","1008.79","0.04",
"BLOCK 1101","2018-11-05","22:00:00","18.03","18.58","17.25","83.12","0.00","0.07","3.59","95.52","1009.10","0.05",
"BLOCK 1101","2018-11-05","23:00:00","16.91","18.01","16.20","82.92","0.00","0.08","4.03","110.34","1009.30","0.05",
"BLOCK 1101","2018-11-06","00:00:00","16.49","17.11","15.95","84.10","0.00","0.08","2.78","103.48","1009.27","0",
"BLOCK 1101","2018-11-06","01:00:00","16.44","16.91","16.06","87.53","0.00","0.06","1.85","82.97","1009.20","0",
"BLOCK 1101","2018-11-06","02:00:00","16.33","16.88","15.92","86.28","0.00","0.05","2.10","85.26","1009.20","0",
"BLOCK 1101","2018-11-06","03:00:00","15.11","16.69","14.17","82.09","0.00","0.04","4.75","60.54","1009.05","0.02",
"BLOCK 1101","2018-11-06","04:00:00","15.51","15.72","15.00","82.35","0.00","0.04","4.44","63.43","1008.83","0.01",
"BLOCK 1101","2018-11-06","05:00:00","14.84","15.58","13.96","82.98","0.00","0.04","4.21","61.36","1008.93","0.01",
"BLOCK 1101","2018-11-06","06:00:00","13.97","14.69","13.28","84.50","0.00","3.01","6.09","42.78","1009.57","0.02",
"BLOCK 1101","2018-11-06","07:00:00","16.60","18.59","14.23","76.39","0.00","130.72","4.22","63.36","1010.19","0.08",
"BLOCK 1101","2018-11-06","08:00:00","21.08","23.77","18.60","65.56","0.00","336.25","5.37","50.55","1010.87","0.23",
"BLOCK 1101","2018-11-06","09:00:00","25.99","28.09","23.75","50.47","0.00","510.95","5.13","80.03","1011.16","0.42",
"BLOCK 1101","2018-11-06","10:00:00","29.38","30.88","27.96","39.55","0.00","636.58","4.05","118.27","1011.15","0.55",
"BLOCK 1101","2018-11-06","11:00:00","31.14","32.30","30.20","31.92","0.00","696.00","4.27","173.71","1010.63","0.63",
"BLOCK 1101","2018-11-06","12:00:00","32.35","33.18","31.25","25.31","0.00","699.82","4.96","178.46","1009.57","0.69",
"BLOCK 1101","2018-11-06","13:00:00","32.97","33.70","32.25","24.19","0.00","639.67","8.50","223.42","1008.84","0.77",
"BLOCK 1101","2018-11-06","14:00:00","33.58","34.54","32.84","21.53","0.00","521.52","6.59","263.96","1008.36","0.67",
"BLOCK 1101","2018-11-06","15:00:00","32.98","33.79","31.93","24.67","0.00","354.22","9.83","226.84","1008.18","0.66",
"BLOCK 1101","2018-11-06","16:00:00","30.99","32.17","29.78","34.07","0.00","167.17","13.14","232.56","1008.00","0.55",
"BLOCK 1101","2018-11-06","17:00:00","28.29","29.83","26.12","45.69","0.00","30.16","10.73","256.67","1007.99","0.33",
"BLOCK 1101","2018-11-06","18:00:00","24.91","26.12","23.41","57.34","0.00","0.14","8.01","280.89","1008.31","0.17",
"BLOCK 1101","2018-11-06","19:00:00","22.14","23.43","20.63","62.61","0.00","0.07","4.51","283.14","1008.71","0.08",
"BLOCK 1101","2018-11-06","20:00:00","20.77","21.32","20.30","72.59","0.00","0.13","1.57","356.89","1009.02","0.05",
"BLOCK 1101","2018-11-06","21:00:00","19.91","21.00","18.77","78.68","0.00","0.09","1.90","58.25","1009.34","0.05",
"BLOCK 1101","2018-11-06","22:00:00","18.79","19.24","17.97","80.83","0.00","0.05","1.63","65.61","1009.62","0.04",
"BLOCK 1101","2018-11-06","23:00:00","17.40","18.23","16.38","86.75","0.00","0.07","0.70","98.32","1009.69","0.03",
"BLOCK 1101","2018-11-07","00:00:00","16.27","16.93","15.76","87.88","0.00","0.08","1.42","144.35","1009.64","0",
"BLOCK 1101","2018-11-07","01:00:00","17.00","17.38","16.63","80.72","0.00","0.07","3.89","129.39","1009.47","0.01",
"BLOCK 1101","2018-11-07","02:00:00","15.88","17.43","14.49","79.98","0.00","0.05","3.42","79.13","1009.19","0.01",
"BLOCK 1101","2018-11-07","03:00:00","14.83","15.06","14.51","85.12","0.00","0.05","4.62","42.46","1009.11","0.01",
"BLOCK 1101","2018-11-07","04:00:00","15.43","16.22","14.77","86.13","0.00","0.04","4.09","67.28","1009.00","0.00",
"BLOCK 1101","2018-11-07","05:00:00","14.28","15.48","13.43","88.47","0.00","0.04","3.61","47.59","1009.27","0",
"BLOCK 1101","2018-11-07","06:00:00","13.59","14.04","13.26","89.33","0.00","2.99","4.52","40.27","1009.86","0",
"BLOCK 1101","2018-11-07","07:00:00","15.38","17.41","14.03","81.73","0.00","133.07","4.81","49.33","1010.37","0.07",
"BLOCK 1101","2018-11-07","08:00:00","20.03","22.48","17.40","63.90","0.00","333.23","7.94","30.30","1010.93","0.24",
"BLOCK 1101","2018-11-07","09:00:00","24.09","26.35","22.48","54.21","0.00","501.98","6.83","5.89","1011.31","0.39",
"BLOCK 1101","2018-11-07","10:00:00","27.87","29.48","26.21","43.70","0.00","625.63","3.94","9.69","1011.30","0.51",
"BLOCK 1101","2018-11-07","11:00:00","29.96","30.71","29.01","35.93","0.00","691.00","3.98","8.75","1010.69","0.60",
"BLOCK 1101","2018-11-07","12:00:00","31.79","33.52","30.60","27.68","0.00","693.88","4.09","304.79","1009.81","0.65",
"BLOCK 1101","2018-11-07","13:00:00","32.92","33.93","31.96","23.21","0.00","630.62","4.62","287.11","1009.01","0.65",
"BLOCK 1101","2018-11-07","14:00:00","33.24","34.17","32.35","24.39","0.00","508.20","7.33","286.73","1008.46","0.67",
"BLOCK 1101","2018-11-07","15:00:00","32.54","33.25","31.84","31.07","0.00","336.52","13.22","263.01","1008.13","0.67",
"BLOCK 1101","2018-11-07","16:00:00","31.24","32.31","30.04","34.92","0.00","161.20","17.95","250.26","1007.97","0.62",
"BLOCK 1101","2018-11-07","17:00:00","28.11","30.11","26.01","38.02","0.00","30.24","12.67","252.60","1008.02","0.41",
"BLOCK 1101","2018-11-07","18:00:00","24.00","26.03","21.94","46.90","0.00","0.15","5.70","253.37","1008.39","0.16",
"BLOCK 1101","2018-11-07","19:00:00","21.10","21.94","20.28","56.87","0.00","0.06","3.69","279.57","1008.86","0.07",
"BLOCK 1101","2018-11-07","20:00:00","20.13","20.53","19.86","68.27","0.00","0.14","2.22","329.99","1009.03","0.07",
"BLOCK 1101","2018-11-07","21:00:00","19.56","20.26","18.11","72.82","0.00","0.06","3.02","47.16","1009.15","0.07",
"BLOCK 1101","2018-11-07","22:00:00","18.19","18.74","17.62","75.43","0.00","0.05","2.23","58.53","1009.34","0.06",
"BLOCK 1101","2018-11-07","23:00:00","17.33","18.39","16.53","79.64","0.00","0.08","1.54","84.82","1009.39","0.04",
"BLOCK 1101","2018-11-08","00:00:00","16.20","16.81","15.74","80.32","0.00","0.09","4.75","141.72","1009.32","0.02",
"BLOCK 1101","2018-11-08","01:00:00","15.02","15.87","14.35","79.70","0.00","0.06","2.54","142.40","1009.10","0",
"BLOCK 1101","2018-11-08","02:00:00","15.49","15.97","15.14","72.24","0.00","0.04","3.79","91.54","1008.79","0.03",
"BLOCK 1101","2018-11-08","03:00:00","14.65","15.68","13.69","71.46","0.00","0.05","5.13","60.19","1008.66","0.04",
"BLOCK 1101","2018-11-08","04:00:00","13.92","14.22","13.61","74.46","0.00","0.03","4.78","59.45","1008.61","0.03",
"BLOCK 1101","2018-11-08","05:00:00","14.19","14.55","13.53","74.99","0.00","0.03","5.40","50.51","1008.85","0.04",
"BLOCK 1101","2018-11-08","06:00:00","13.29","13.63","12.98","77.45","0.00","2.61","4.92","45.57","1009.31","0.03",
"BLOCK 1101","2018-11-08","07:00:00","14.66","16.36","12.76","71.69","0.00","132.34","4.86","62.21","1009.73","0.09",
"BLOCK 1101","2018-11-08","08:00:00","19.03","21.39","16.38","60.10","0.00","335.08","8.14","34.34","1010.35","0.25",
"BLOCK 1101","2018-11-08","09:00:00","23.59","26.94","21.39","51.94","0.00","503.77","5.76","14.73","1010.56","0.38",
"BLOCK 1101","2018-11-08","10:00:00","28.09","29.77","26.31","36.75","0.00","628.15","3.55","94.70","1010.44","0.52",
"BLOCK 1101","2018-11-08","11:00:00","30.70","32.30","29.15","29.02","0.00","694.12","4.99","151.33","1009.97","0.65",
"BLOCK 1101","2018-11-08","12:00:00","32.20","33.39","31.23","23.30","0.00","695.03","5.93","192.39","1009.19","0.72",
"BLOCK 1101","2018-11-08","13:00:00","32.93","33.40","32.18","22.01","0.00","633.02","10.53","220.19","1008.42","0.83",
"BLOCK 1101","2018-11-08","14:00:00","32.77","33.55","32.09","20.94","0.00","516.53","12.08","217.21","1007.95","0.81",
"BLOCK 1101","2018-11-08","15:00:00","32.25","32.97","31.21","24.03","0.00","351.88","12.68","227.32","1007.71","0.71",
"BLOCK 1101","2018-11-08","16:00:00","30.30","31.52","29.22","31.63","0.00","168.47","13.43","224.77","1007.67","0.56",
"BLOCK 1101","2018-11-08","17:00:00","27.34","29.23","25.45","48.65","0.00","31.69","10.43","224.56","1007.89","0.29",
"BLOCK 1101","2018-11-08","18:00:00","23.48","25.43","21.73","64.26","0.00","0.13","3.93","231.34","1008.22","0.07",
"BLOCK 1101","2018-11-08","19:00:00","20.59","21.74","19.26","77.56","0.00","0.09","2.65","306.72","1008.53","0.01",
"BLOCK 1101","2018-11-08","20:00:00","19.69","20.06","19.16","84.55","0.00","0.10","2.92","353.89","1008.98","0.05",
"BLOCK 1101","2018-11-08","21:00:00","18.95","19.40","18.41","84.10","0.00","0.06","3.72","43.10","1009.37","0.05",
"BLOCK 1101","2018-11-08","22:00:00","18.14","18.74","17.03","85.90","0.00","0.08","3.55","45.33","1009.50","0.05",
"BLOCK 1101","2018-11-08","23:00:00","17.54","17.97","17.06","87.47","0.00","0.09","3.11","43.33","1009.43","0.04",
"BLOCK 1101","2018-11-09","00:00:00","16.43","17.36","15.47","90.42","0.00","0.10","1.35","90.18","1009.40","0",
"BLOCK 1101","2018-11-09","01:00:00","15.09","16.06","14.40","93.58","0.00","0.04","1.95","115.76","1009.36","0",
"BLOCK 1101","2018-11-09","02:00:00","14.50","14.79","14.20","92.03","0.00","0.05","2.13","56.62","1009.02","0",
"BLOCK 1101","2018-11-09","03:00:00","14.30","14.47","13.78","88.97","0.00","0.04","1.22","85.96","1008.79","0",
"BLOCK 1101","2018-11-09","04:00:00","13.54","13.96","13.10","91.13","0.00","0.02","2.70","50.10","1008.65","0",
"BLOCK 1101","2018-11-09","05:00:00","12.68","13.21","12.16","91.67","0.00","0.02","2.77","40.41","1008.92","0",
"BLOCK 1101","2018-11-09","06:00:00","12.54","12.94","12.03","90.12","0.00","2.17","4.20","50.66","1009.46","0",
"BLOCK 1101","2018-11-09","07:00:00","15.32","17.67","12.78","81.35","0.00","124.37","3.80","79.72","1009.95","0.06",
"BLOCK 1101","2018-11-09","08:00:00","18.96","20.63","17.61","67.99","0.00","329.23","4.31","57.63","1010.62","0.20",
"BLOCK 1101","2018-11-09","09:00:00","22.80","24.08","20.62","52.85","0.00","500.67","5.41","40.08","1011.05","0.37",
"BLOCK 1101","2018-11-09","10:00:00","25.94","27.93","24.03","44.12","0.00","619.38","2.59","26.75","1011.07","0.46",
"BLOCK 1101","2018-11-09","11:00:00","27.74","28.69","26.90","42.31","0.00","685.52","3.01","335.79","1010.59","0.53",
"BLOCK 1101","2018-11-09","12:00:00","28.97","29.73","27.41","36.49","0.00","688.90","5.05","295.68","1009.85","0.60",
"BLOCK 1101","2018-11-09","13:00:00","29.99","30.85","28.54","33.11","0.00","626.55","7.62","278.15","1008.95","0.64",
"BLOCK 1101","2018-11-09","14:00:00","30.95","31.91","29.98","30.57","0.00","506.33","7.04","261.64","1008.41","0.60",
"BLOCK 1101","2018-11-09","15:00:00","29.97","31.21","29.12","44.87","0.00","338.40","15.61","252.52","1008.02","0.55",
"BLOCK 1101","2018-11-09","16:00:00","28.47","29.25","27.43","47.30","0.00","143.23","17.20","267.27","1007.96","0.45",
"BLOCK 1101","2018-11-09","17:00:00","25.84","27.46","24.33","53.52","0.00","28.52","14.38","271.23","1008.22","0.30",
"BLOCK 1101","2018-11-09","18:00:00","22.91","24.32","21.68","66.75","0.00","0.11","8.97","276.00","1008.60","0.13",
"BLOCK 1101","2018-11-09","19:00:00","20.58","21.68","19.68","77.43","0.00","0.11","6.65","277.23","1008.99","0.06",
"BLOCK 1101","2018-11-09","20:00:00","19.11","19.68","18.48","83.67","0.00","0.07","5.67","271.23","1009.28","0.06",
"BLOCK 1101","2018-11-09","21:00:00","17.96","18.62","17.55","89.05","0.00","0.06","1.97","258.00","1009.66","0.03",
"BLOCK 1101","2018-11-09","22:00:00","18.07","18.47","17.77","93.50","0.00","0.09","1.02","189.23","1009.70","0.02",
"BLOCK 1101","2018-11-09","23:00:00","17.36","18.47","16.02","94.88","0.00","0.09","1.07","115.25","1009.69","0.02",
"BLOCK 1101","2018-11-10","00:00:00","16.52","17.34","16.01","96.28","0.00","0.09","3.03","101.56","1009.57","0",
"BLOCK 1101","2018-11-10","01:00:00","15.19","16.47","14.59","97.28","0.00","0.06","3.34","138.18","1009.46","0",
"BLOCK 1101","2018-11-10","02:00:00","14.72","14.94","14.47","98.15","0.00","0.05","1.38","108.12","1009.52","0",
"BLOCK 1101","2018-11-10","03:00:00","14.29","14.88","14.01","95.63","0.00","0.05","2.94","43.85","1009.42","0",
"BLOCK 1101","2018-11-10","04:00:00","14.21","14.51","14.03","86.15","0.00","0.04","2.96","59.30","1009.20","0",
"BLOCK 1101","2018-11-10","05:00:00","14.06","14.55","13.51","87.97","0.00","0.03","2.55","41.75","1009.33","0",
"BLOCK 1101","2018-11-10","06:00:00","13.51","13.85","13.25","91.43","0.00","2.12","3.65","32.64","1009.91","0",
"BLOCK 1101","2018-11-10","07:00:00","14.42","16.71","13.35","94.43","0.00","106.05","3.83","356.15","1010.69","0.03",
"BLOCK 1101","2018-11-10","08:00:00","18.95","20.98","16.59","79.31","0.00","316.27","5.17","17.41","1011.16","0.17",
"BLOCK 1101","2018-11-10","09:00:00","23.09","25.91","20.92","64.30","0.00","483.35","4.37","340.64","1011.49","0.32",
"BLOCK 1101","2018-11-10","10:00:00","26.65","28.31","25.45","48.37","0.00","605.50","2.69","313.29","1011.65","0.45",
"BLOCK 1101","2018-11-10","11:00:00","27.97","29.35","27.02","43.49","0.00","667.78","2.83","323.63","1011.22","0.52",
"BLOCK 1101","2018-11-10","12:00:00","28.94","30.29","28.34","40.78","0.00","672.10","6.23","281.43","1010.52","0.59",
"BLOCK 1101","2018-11-10","13:00:00","29.42","30.05","28.81","40.01","0.00","609.13","9.25","281.32","1009.64","0.61",
"BLOCK 1101","2018-11-10","14:00:00","29.62","30.41","29.01","40.97","0.00","491.30","13.12","282.16","1009.04","0.60",
"BLOCK 1101","2018-11-10","15:00:00","29.06","29.73","28.32","42.21","0.00","334.88","15.28","276.55","1008.83","0.54",
"BLOCK 1101","2018-11-10","16:00:00","27.64","28.52","26.39","46.98","0.00","155.01","14.99","280.06","1008.95","0.42",
"BLOCK 1101","2018-11-10","17:00:00","25.19","26.42","23.98","56.79","0.00","21.15","11.13","289.99","1009.08","0.23",
"BLOCK 1101","2018-11-10","18:00:00","22.88","23.99","21.77","64.37","0.00","0.10","8.41","295.70","1009.55","0.14",
"BLOCK 1101","2018-11-10","19:00:00","21.12","21.79","20.40","68.95","0.00","0.11","3.82","307.38","1009.99","0.05",
"BLOCK 1101","2018-11-10","20:00:00","20.08","20.41","19.86","74.84","0.00","0.09","2.16","326.35","1010.09","0.06",
"BLOCK 1101","2018-11-10","21:00:00","19.47","19.86","19.08","77.38","0.00","0.05","2.30","326.34","1010.30","0.05",
"BLOCK 1101","2018-11-10","22:00:00","18.77","19.22","18.25","82.37","0.00","0.07","1.44","294.60","1010.39","0.04",
"BLOCK 1101","2018-11-10","23:00:00","18.14","18.39","17.85","84.40","0.00","0.08","0.81","198.06","1010.48","0.03",
"BLOCK 1101","2018-11-11","00:00:00","17.76","17.95","17.51","83.52","0.00","0.10","1.88","106.95","1010.47","0",
"BLOCK 1101","2018-11-11","01:00:00","17.51","17.95","17.14","84.03","0.00","0.11","4.14","128.92","1010.62","0.01",
"BLOCK 1101","2018-11-11","02:00:00","17.35","17.91","16.99","83.38","0.00","0.10","3.28","125.19","1010.68","0.00",
"BLOCK 1101","2018-11-11","03:00:00","17.51","17.76","16.95","84.65","0.00","0.07","4.80","121.69","1010.62","0.01",
"BLOCK 1101","2018-11-11","04:00:00","16.61","18.04","15.78","85.25","0.00","0.08","3.74","82.48","1010.30","0.00",
"BLOCK 1101","2018-11-11","05:00:00","16.20","16.71","15.82","83.25","0.00","0.05","3.80","92.28","1010.22","0.01",
"BLOCK 1101","2018-11-11","06:00:00","16.12","16.69","15.45","83.58","0.00","1.52","2.19","71.38","1010.76","0",
"BLOCK 1101","2018-11-11","07:00:00","16.39","17.69","15.43","86.17","0.00","52.43","3.93","33.76","1011.25","0.03",
"BLOCK 1101","2018-11-11","08:00:00","19.42","22.09","17.63","79.56","0.00","228.53","2.90","344.49","1011.93","0.13",
"BLOCK 1101","2018-11-11","09:00:00","23.08","23.80","22.10","63.95","0.00","281.25","1.36","258.30","1012.63","0.18",
"BLOCK 1101","2018-11-11","10:00:00","24.69","26.11","23.70","56.75","0.00","447.85","3.10","160.92","1012.62","0.33",
"BLOCK 1101","2018-11-11","11:00:00","25.77","26.43","25.32","55.73","0.00","488.97","8.62","221.59","1012.22","0.41",
"BLOCK 1101","2018-11-11","12:00:00","26.80","27.46","25.94","50.88","0.00","529.97","11.65","237.77","1011.48","0.49",
"BLOCK 1101","2018-11-11","13:00:00","27.12","27.53","26.60","47.61","0.00","351.88","10.62","254.17","1010.90","0.43",
"BLOCK 1101","2018-11-11","14:00:00","26.48","27.02","25.77","48.56","0.00","231.25","11.17","276.05","1010.58","0.37",
"BLOCK 1101","2018-11-11","15:00:00","25.42","26.04","25.10","52.19","0.00","141.48","12.81","283.15","1010.41","0.32",
"BLOCK 1101","2018-11-11","16:00:00","24.69","25.17","23.87","58.53","0.00","104.43","13.54","302.67","1010.40","0.27",
"BLOCK 1101","2018-11-11","17:00:00","23.33","24.00","22.29","65.69","0.00","28.09","6.61","295.32","1010.85","0.12",
"BLOCK 1101","2018-11-11","18:00:00","21.70","22.56","20.72","72.14","0.00","0.14","6.93","288.75","1011.02","0.08",
"BLOCK 1101","2018-11-11","19:00:00","20.03","20.76","19.47","78.06","0.00","0.08","4.58","286.31","1011.51","0.03",
"BLOCK 1101","2018-11-11","20:00:00","18.93","19.63","18.28","80.90","0.00","0.07","2.25","266.42","1011.86","0.05",
"BLOCK 1101","2018-11-11","21:00:00","18.50","18.82","18.18","81.12","0.00","0.09","2.17","200.94","1012.19","0.05",
"BLOCK 1101","2018-11-11","22:00:00","17.85","19.05","17.41","81.78","0.00","0.10","3.83","120.49","1012.52","0.06",
"BLOCK 1101","2018-11-11","23:00:00","16.95","17.94","16.26","86.60","0.00","0.11","1.30","128.24","1012.56","0.03",
"BLOCK 1101","2018-11-12","00:00:00","16.17","16.49","15.56","90.27","0.00","0.05","0.84","85.31","1012.25","0",
"BLOCK 1101","2018-11-12","01:00:00","15.69","16.09","15.49","93.02","0.00","0.05","2.85","4.48","1012.50","0",
"BLOCK 1101","2018-11-12","02:00:00","15.59","15.80","15.42","91.47","0.00","0.06","2.10","43.50","1012.33","0",
"BLOCK 1101","2018-11-12","03:00:00","15.29","15.78","14.96","91.00","0.00","0.05","1.61","335.15","1012.16","0",
"BLOCK 1101","2018-11-12","04:00:00","15.01","15.66","14.45","86.65","0.00","0.06","3.80","10.66","1012.10","0",
"BLOCK 1101","2018-11-12","05:00:00","15.11","15.68","14.62","82.03","0.00","0.03","6.35","328.18","1012.05","0.03",
"BLOCK 1101","2018-11-12","06:00:00","14.89","15.42","14.45","79.94","0.00","2.06","8.64","328.26","1012.44","0.05",
"BLOCK 1101","2018-11-12","07:00:00","15.30","16.61","14.65","78.73","0.00","98.44","7.86","321.47","1013.05","0.08",
"BLOCK 1101","2018-11-12","08:00:00","18.57","20.50","16.58","64.26","0.00","314.50","10.25","330.83","1013.65","0.23",
"BLOCK 1101","2018-11-12","09:00:00","21.72","22.65","20.42","54.53","0.00","484.87","11.75","327.38","1013.89","0.37",
"BLOCK 1101","2018-11-12","10:00:00","23.51","24.85","22.57","51.76","0.00","609.78","13.30","321.97","1013.97","0.46",
"BLOCK 1101","2018-11-12","11:00:00","25.81","26.57","24.82","41.86","0.00","674.68","13.58","313.61","1013.25","0.59",
"BLOCK 1101","2018-11-12","12:00:00","26.51","26.97","26.20","38.69","0.00","671.47","18.88","302.24","1012.40","0.65",
"BLOCK 1101","2018-11-12","13:00:00","26.68","26.95","26.38","39.11","0.00","584.57","22.86","294.98","1011.41","0.64",
"BLOCK 1101","2018-11-12","14:00:00","26.60","26.81","26.36","39.54","0.00","465.38","22.94","301.00","1011.00","0.60",
"BLOCK 1101","2018-11-12","15:00:00","26.27","26.79","25.71","37.44","0.00","327.62","21.68","292.35","1010.97","0.57",
"BLOCK 1101","2018-11-12","16:00:00","24.68","25.84","23.34","39.61","0.00","145.95","23.46","290.30","1010.95","0.48",
