Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
"BLOCK 910 (CIANO)","2019-03-14","23:00:00","13.01","13.61","12.36","75.43","0.00","0.00","3.51","286.55","1002.86","0.05",
"BLOCK 910 (CIANO)","2019-03-15","00:00:00","11.82","12.40","11.05","76.87","0.00","0.00","5.49","288.40","1002.63","0.04",
"BLOCK 910 (CIANO)","2019-03-15","01:00:00","11.12","11.32","10.79","77.36","0.00","0.00","5.97","286.25","1002.59","0.04",
"BLOCK 910 (CIANO)","2019-03-15","02:00:00","10.45","10.87","10.16","79.20","0.00","0.00","4.37","303.06","1002.07","0.03",
"BLOCK 910 (CIANO)","2019-03-15","03:00:00","10.04","10.44","9.82","81.43","0.00","0.00","4.04","292.77","1001.63","0.02",
"BLOCK 910 (CIANO)","2019-03-15","04:00:00","9.84","9.96","9.76","80.99","0.00","0.00","4.94","287.97","1001.50","0.02",
"BLOCK 910 (CIANO)","2019-03-15","05:00:00","9.67","9.88","9.46","80.12","0.00","0.00","3.94","295.05","1001.65","0.02",
"BLOCK 910 (CIANO)","2019-03-15","06:00:00","9.33","9.70","9.05","79.99","0.00","4.64","4.21","281.15","1002.32","0.01",
"BLOCK 910 (CIANO)","2019-03-15","07:00:00","10.08","11.85","9.16","77.16","0.00","104.49","5.69","283.50","1002.92","0.06",
"BLOCK 910 (CIANO)","2019-03-15","08:00:00","13.57","15.10","11.82","64.94","0.00","332.48","6.39","297.36","1003.46","0.18",
"BLOCK 910 (CIANO)","2019-03-15","09:00:00","17.02","19.24","14.79","54.47","0.00","581.78","6.25","293.22","1004.30","0.33",
"BLOCK 910 (CIANO)","2019-03-15","10:00:00","20.20","21.52","18.79","43.24","0.00","780.15","6.90","284.67","1004.31","0.49",
"BLOCK 910 (CIANO)","2019-03-15","11:00:00","22.62","23.90","21.09","37.80","0.00","879.33","7.66","281.90","1003.96","0.60",
"BLOCK 910 (CIANO)","2019-03-15","12:00:00","24.30","25.96","23.27","33.91","0.00","914.17","7.95","286.21","1003.13","0.66",
"BLOCK 910 (CIANO)","2019-03-15","13:00:00","25.90","26.46","25.41","32.22","0.00","877.50","9.08","267.41","1002.26","0.70",
"BLOCK 910 (CIANO)","2019-03-15","14:00:00","25.78","26.57","24.99","34.56","0.00","772.65","10.63","266.71","1001.80","0.65",
"BLOCK 910 (CIANO)","2019-03-15","15:00:00","25.03","25.54","24.54","37.08","0.00","611.22","10.49","266.60","1001.48","0.56",
"BLOCK 910 (CIANO)","2019-03-15","16:00:00","24.20","25.08","23.23","39.36","0.00","409.42","9.98","257.99","1001.70","0.45",
"BLOCK 910 (CIANO)","2019-03-15","17:00:00","22.00","23.27","20.30","44.50","0.00","189.73","8.86","256.52","1001.80","0.29",
"BLOCK 910 (CIANO)","2019-03-15","18:00:00","17.76","20.28","15.86","60.07","0.00","26.04","5.72","258.54","1001.85","0.10",
"BLOCK 910 (CIANO)","2019-03-15","19:00:00","14.87","15.86","14.15","74.85","0.00","0.00","3.19","261.06","1002.05","0.03",
"BLOCK 910 (CIANO)","2019-03-15","20:00:00","12.99","14.17","11.58","82.85","0.00","0.00","1.54","150.30","1002.50","0.03",
"BLOCK 910 (CIANO)","2019-03-15","21:00:00","11.52","11.97","11.22","87.87","0.00","0.00","4.04","161.03","1002.96","0.03",
"BLOCK 910 (CIANO)","2019-03-15","22:00:00","10.57","11.51","9.84","89.83","0.00","0.00","5.21","146.21","1003.25","0.03",
"BLOCK 910 (CIANO)","2019-03-15","23:00:00","9.73","10.79","9.06","91.08","0.00","0.00","4.49","145.35","1003.21","0.02",
"BLOCK 910 (CIANO)","2019-03-16","00:00:00","9.32","9.78","8.65","92.02","0.00","0.00","5.84","152.93","1003.06","0.01",
"BLOCK 910 (CIANO)","2019-03-16","01:00:00","8.67","8.90","8.50","93.67","0.00","0.00","4.49","149.45","1003.06","0",
"BLOCK 910 (CIANO)","2019-03-16","02:00:00","8.41","8.89","7.71","94.10","0.00","0.00","4.17","146.70","1002.72","0",
"BLOCK 910 (CIANO)","2019-03-16","03:00:00","7.97","8.38","7.38","95.73","0.00","0.00","2.14","144.99","1002.61","0",
"BLOCK 910 (CIANO)","2019-03-16","04:00:00","7.24","7.68","6.56","96.17","0.00","0.00","3.01","149.93","1002.81","0",
"BLOCK 910 (CIANO)","2019-03-16","05:00:00","7.06","7.65","6.66","96.15","0.00","0.00","4.67","137.75","1003.21","0",
"BLOCK 910 (CIANO)","2019-03-16","06:00:00","7.58","8.21","6.90","95.82","0.00","7.59","3.35","136.00","1003.81","0",
"BLOCK 910 (CIANO)","2019-03-16","07:00:00","9.41","11.25","7.98","94.48","0.00","144.01","0.51","118.62","1004.57","0.04",
"BLOCK 910 (CIANO)","2019-03-16","08:00:00","13.54","16.09","11.13","88.03","0.00","369.23","2.90","40.03","1005.46","0.15",
"BLOCK 910 (CIANO)","2019-03-16","09:00:00","17.83","19.53","15.84","72.87","0.00","595.10","1.78","49.23","1006.28","0.33",
"BLOCK 910 (CIANO)","2019-03-16","10:00:00","20.14","21.16","18.62","63.97","0.00","788.58","3.06","282.94","1006.64","0.45",
"BLOCK 910 (CIANO)","2019-03-16","11:00:00","22.32","23.45","21.11","55.31","0.00","893.00","5.00","261.77","1006.40","0.54",
"BLOCK 910 (CIANO)","2019-03-16","12:00:00","24.19","25.20","23.11","46.13","0.00","937.67","6.48","266.74","1005.64","0.62",
"BLOCK 910 (CIANO)","2019-03-16","13:00:00","25.49","26.46","24.08","40.07","0.00","912.00","7.04","266.13","1004.90","0.66",
"BLOCK 910 (CIANO)","2019-03-16","14:00:00","26.05","26.51","25.37","33.69","0.00","771.35","8.00","266.30","1004.09","0.64",
"BLOCK 910 (CIANO)","2019-03-16","15:00:00","26.37","26.97","26.05","35.50","0.00","532.32","7.37","254.11","1003.33","0.52",
"BLOCK 910 (CIANO)","2019-03-16","16:00:00","25.44","26.51","24.03","42.26","0.00","392.75","8.49","250.65","1003.16","0.43",
"BLOCK 910 (CIANO)","2019-03-16","17:00:00","23.47","24.68","21.68","47.13","0.00","212.20","7.56","258.87","1003.42","0.29",
"BLOCK 910 (CIANO)","2019-03-16","18:00:00","19.05","21.67","17.21","56.79","0.00","29.54","4.87","267.74","1003.68","0.10",
"BLOCK 910 (CIANO)","2019-03-16","19:00:00","16.29","17.22","15.48","65.45","0.00","0.00","2.45","289.15","1003.96","0.03",
"BLOCK 910 (CIANO)","2019-03-16","20:00:00","15.36","15.86","14.48","69.11","0.00","0.00","3.21","337.47","1004.00","0.07",
"BLOCK 910 (CIANO)","2019-03-16","21:00:00","14.98","15.68","14.04","70.69","0.00","0.00","3.58","358.77","1004.14","0.07",
"BLOCK 910 (CIANO)","2019-03-16","22:00:00","13.50","14.04","13.15","78.93","0.00","0.00","0.66","20.09","1004.16","0.02",
"BLOCK 910 (CIANO)","2019-03-16","23:00:00","13.90","14.41","13.15","74.87","0.00","0.00","2.58","223.34","1004.24","0.05",
"BLOCK 910 (CIANO)","2019-03-17","00:00:00","13.69","14.28","12.76","75.96","0.00","0.00","3.97","243.22","1004.28","0.03",
"BLOCK 910 (CIANO)","2019-03-17","01:00:00","12.39","12.76","11.57","85.90","0.00","0.00","2.76","271.63","1003.80","0.00",
"BLOCK 910 (CIANO)","2019-03-17","02:00:00","11.13","11.58","10.57","91.47","0.00","0.00","0.87","109.54","1003.37","0",
"BLOCK 910 (CIANO)","2019-03-17","03:00:00","10.91","11.13","10.75","93.07","0.00","0.00","1.30","47.67","1002.71","0",
"BLOCK 910 (CIANO)","2019-03-17","04:00:00","11.26","11.67","10.81","90.87","0.00","0.00","0.82","152.72","1002.76","0",
"BLOCK 910 (CIANO)","2019-03-17","05:00:00","10.37","11.35","9.18","92.35","0.00","0.00","2.17","148.69","1003.14","0",
"BLOCK 910 (CIANO)","2019-03-17","06:00:00","9.39","9.98","8.83","95.10","0.00","11.19","1.45","130.29","1003.79","0",
"BLOCK 910 (CIANO)","2019-03-17","07:00:00","11.99","14.43","9.71","91.82","0.00","167.42","3.96","144.00","1004.31","0.05",
"BLOCK 910 (CIANO)","2019-03-17","08:00:00","16.53","18.65","14.30","78.96","0.00","407.20","5.39","126.58","1005.08","0.19",
"BLOCK 910 (CIANO)","2019-03-17","09:00:00","19.13","21.68","18.14","67.87","0.00","453.10","4.76","166.70","1005.90","0.26",
"BLOCK 910 (CIANO)","2019-03-17","10:00:00","22.15","23.17","20.73","50.37","0.00","781.78","5.72","186.79","1006.02","0.50",
"BLOCK 910 (CIANO)","2019-03-17","11:00:00","24.09","25.04","23.07","49.21","0.00","893.67","6.54","238.77","1005.55","0.59",
"BLOCK 910 (CIANO)","2019-03-17","12:00:00","25.51","26.49","24.65","39.23","0.00","926.17","7.54","242.81","1004.81","0.67",
"BLOCK 910 (CIANO)","2019-03-17","13:00:00","26.67","27.66","25.72","33.70","0.00","899.17","7.30","237.92","1004.01","0.71",
"BLOCK 910 (CIANO)","2019-03-17","14:00:00","26.97","27.85","26.13","40.40","0.00","688.00","7.25","232.67","1003.22","0.58",
"BLOCK 910 (CIANO)","2019-03-17","15:00:00","26.83","27.99","25.65","39.19","0.00","532.58","8.32","241.16","1002.75","0.52",
"BLOCK 910 (CIANO)","2019-03-17","16:00:00","26.18","27.21","25.13","36.02","0.00","383.05","7.34","248.41","1002.49","0.44",
"BLOCK 910 (CIANO)","2019-03-17","17:00:00","25.02","26.48","23.59","38.62","0.00","219.85","6.11","252.32","1002.58","0.32",
"BLOCK 910 (CIANO)","2019-03-17","18:00:00","20.55","23.58","18.45","47.29","0.00","35.88","3.75","256.83","1002.64","0.11",
"BLOCK 910 (CIANO)","2019-03-17","19:00:00","16.41","18.45","14.05","61.33","0.00","0.00","0.72","264.08","1002.95","0",
"BLOCK 910 (CIANO)","2019-03-17","20:00:00","14.36","15.60","11.79","69.93","0.00","0.00","0.55","251.84","1003.12","0.02",
"BLOCK 910 (CIANO)","2019-03-17","21:00:00","11.30","12.38","10.35","83.95","0.00","0.00","2.07","135.29","1003.60","0.03",
"BLOCK 910 (CIANO)","2019-03-17","22:00:00","11.62","12.36","10.89","83.60","0.00","0.00","3.57","179.54","1003.98","0.04",
"BLOCK 910 (CIANO)","2019-03-17","23:00:00","11.91","12.70","9.90","82.02","0.00","0.00","1.87","222.96","1003.91","0.03",
"BLOCK 910 (CIANO)","2019-03-18","00:00:00","8.52","9.88","7.86","91.73","0.00","0.00","2.42","50.21","1003.74","0",
"BLOCK 910 (CIANO)","2019-03-18","01:00:00","7.99","8.55","7.02","94.38","0.00","0.00","1.30","134.58","1003.18","0",
"BLOCK 910 (CIANO)","2019-03-18","02:00:00","7.35","8.21","6.67","94.93","0.00","0.00","1.47","87.39","1002.74","0",
"BLOCK 910 (CIANO)","2019-03-18","03:00:00","7.32","7.72","6.65","95.53","0.00","0.00","1.80","148.08","1002.24","0",
"BLOCK 910 (CIANO)","2019-03-18","04:00:00","7.05","7.81","6.32","95.05","0.00","0.00","1.25","160.85","1002.27","0",
"BLOCK 910 (CIANO)","2019-03-18","05:00:00","6.00","6.69","5.66","95.22","0.00","0.00","2.26","91.27","1002.81","0",
"BLOCK 910 (CIANO)","2019-03-18","06:00:00","6.58","7.88","5.62","93.87","0.00","20.43","4.04","149.28","1002.98","0",
"BLOCK 910 (CIANO)","2019-03-18","07:00:00","8.80","11.34","7.76","91.30","0.00","180.42","3.55","35.69","1003.84","0.05",
"BLOCK 910 (CIANO)","2019-03-18","08:00:00","14.13","16.82","11.37","82.68","0.00","407.37","3.97","50.64","1004.67","0.17",
"BLOCK 910 (CIANO)","2019-03-18","09:00:00","18.58","19.86","16.77","72.50","0.00","610.83","2.52","44.47","1005.34","0.33",
"BLOCK 910 (CIANO)","2019-03-18","10:00:00","21.38","23.36","19.76","49.20","0.00","771.60","2.00","105.20","1005.50","0.49",
"BLOCK 910 (CIANO)","2019-03-18","11:00:00","23.55","24.70","21.84","49.25","0.00","867.83","5.32","252.31","1004.90","0.57",
"BLOCK 910 (CIANO)","2019-03-18","12:00:00","25.21","26.34","24.35","43.36","0.00","898.83","5.84","252.22","1004.31","0.63",
"BLOCK 910 (CIANO)","2019-03-18","13:00:00","26.98","28.11","25.60","33.04","0.00","865.33","6.79","239.17","1003.49","0.69",
"BLOCK 910 (CIANO)","2019-03-18","14:00:00","28.17","29.00","27.38","28.19","0.00","763.25","7.30","259.07","1002.74","0.69",
"BLOCK 910 (CIANO)","2019-03-18","15:00:00","28.41","29.21","27.14","24.79","0.00","607.32","7.31","231.56","1002.03","0.64",
"BLOCK 910 (CIANO)","2019-03-18","16:00:00","27.74","28.52","27.04","35.84","0.00","403.68","8.38","224.47","1001.67","0.50",
"BLOCK 910 (CIANO)","2019-03-18","17:00:00","26.12","27.54","24.23","41.66","0.00","192.43","7.10","232.77","1001.66","0.32",
"BLOCK 910 (CIANO)","2019-03-18","18:00:00","21.37","24.23","19.33","55.79","0.00","30.07","5.63","241.34","1002.04","0.13",
"BLOCK 910 (CIANO)","2019-03-18","19:00:00","18.24","19.31","17.29","73.21","0.00","0.00","4.00","233.59","1002.38","0.05",
"BLOCK 910 (CIANO)","2019-03-18","20:00:00","16.65","17.31","15.62","77.37","0.00","0.00","2.52","227.11","1002.57","0.05",
"BLOCK 910 (CIANO)","2019-03-18","21:00:00","13.01","15.60","11.98","86.88","0.00","0.00","1.86","115.74","1002.96","0.02",
"BLOCK 910 (CIANO)","2019-03-18","22:00:00","12.13","12.53","11.74","89.47","0.00","0.00","4.08","145.27","1003.04","0.03",
"BLOCK 910 (CIANO)","2019-03-18","23:00:00","12.24","13.02","11.74","90.13","0.00","0.00","4.26","151.07","1003.29","0.03",
"BLOCK 910 (CIANO)","2019-03-19","00:00:00","11.78","12.60","10.56","90.47","0.00","0.00","5.79","154.86","1003.33","0.01",
"BLOCK 910 (CIANO)","2019-03-19","01:00:00","10.62","11.12","10.22","93.37","0.00","0.00","3.28","144.86","1003.18","0",
"BLOCK 910 (CIANO)","2019-03-19","02:00:00","10.26","10.87","9.72","94.03","0.00","0.00","3.55","144.53","1002.77","0",
"BLOCK 910 (CIANO)","2019-03-19","03:00:00","9.69","10.23","8.95","94.73","0.00","0.00","1.96","98.50","1002.50","0",
"BLOCK 910 (CIANO)","2019-03-19","04:00:00","9.31","10.10","8.88","95.52","0.00","0.00","2.04","122.11","1002.42","0",
"BLOCK 910 (CIANO)","2019-03-19","05:00:00","9.93","10.65","9.40","95.43","0.00","0.00","2.89","139.85","1002.87","0",
"BLOCK 910 (CIANO)","2019-03-19","06:00:00","9.42","10.00","8.83","95.35","0.00","16.16","4.41","146.60","1003.38","0",
"BLOCK 910 (CIANO)","2019-03-19","07:00:00","12.87","15.89","9.95","90.13","0.00","179.22","3.54","119.35","1004.11","0.06",
"BLOCK 910 (CIANO)","2019-03-19","08:00:00","17.40","19.41","15.90","80.94","0.00","392.85","8.65","109.20","1005.08","0.18",
"BLOCK 910 (CIANO)","2019-03-19","09:00:00","21.00","22.25","19.32","65.24","0.00","590.25","7.11","127.97","1005.75","0.35",
"BLOCK 910 (CIANO)","2019-03-19","10:00:00","22.69","23.86","21.80","58.48","0.00","745.37","7.60","153.04","1005.95","0.46",
"BLOCK 910 (CIANO)","2019-03-19","11:00:00","24.79","26.51","23.39","56.61","0.00","842.00","6.70","178.79","1005.51","0.55",
"BLOCK 910 (CIANO)","2019-03-19","12:00:00","26.35","28.04","25.09","54.77","0.00","873.17","6.99","226.94","1005.00","0.60",
"BLOCK 910 (CIANO)","2019-03-19","13:00:00","28.12","28.93","26.94","48.02","0.00","834.95","8.08","240.15","1004.35","0.64",
"BLOCK 910 (CIANO)","2019-03-19","14:00:00","28.43","29.44","27.40","48.99","0.00","730.35","8.77","230.81","1003.52","0.60",
"BLOCK 910 (CIANO)","2019-03-19","15:00:00","29.09","29.98","27.98","42.96","0.00","587.47","9.11","234.95","1002.95","0.58",
"BLOCK 910 (CIANO)","2019-03-19","16:00:00","29.00","29.56","28.32","41.34","0.00","371.55","6.98","248.27","1002.48","0.45",
"BLOCK 910 (CIANO)","2019-03-19","17:00:00","26.79","28.53","25.28","48.90","0.00","164.73","6.09","244.90","1002.23","0.27",
"BLOCK 910 (CIANO)","2019-03-19","18:00:00","22.43","25.43","20.71","61.66","0.00","16.17","3.43","245.85","1002.56","0.07",
"BLOCK 910 (CIANO)","2019-03-19","19:00:00","20.36","20.85","19.40","62.69","0.00","0.00","3.06","237.19","1002.88","0.06",
"BLOCK 910 (CIANO)","2019-03-19","20:00:00","17.97","19.41","15.61","71.16","0.00","0.00","1.31","263.16","1003.02","0.04",
"BLOCK 910 (CIANO)","2019-03-19","21:00:00","14.67","15.64","14.05","84.60","0.00","0.00","2.33","77.50","1003.23","0.03",
"BLOCK 910 (CIANO)","2019-03-19","22:00:00","14.67","15.51","13.87","80.94","0.00","0.00","4.58","162.98","1003.41","0.05",
"BLOCK 910 (CIANO)","2019-03-19","23:00:00","13.48","14.98","12.51","90.38","0.00","0.00","6.92","161.46","1003.87","0.03",
"BLOCK 910 (CIANO)","2019-03-20","00:00:00","12.69","13.28","12.02","93.92","0.00","0.00","4.61","153.56","1003.97","0",
"BLOCK 910 (CIANO)","2019-03-20","01:00:00","11.99","12.30","11.56","95.03","0.00","0.00","1.18","68.21","1003.81","0",
"BLOCK 910 (CIANO)","2019-03-20","02:00:00","11.04","11.59","10.08","95.92","0.00","0.00","1.61","54.21","1003.59","0",
"BLOCK 910 (CIANO)","2019-03-20","03:00:00","10.57","11.19","9.83","96.35","0.00","0.00","2.13","37.48","1003.32","0",
"BLOCK 910 (CIANO)","2019-03-20","04:00:00","10.15","10.40","9.88","96.63","0.00","0.00","0.69","55.52","1003.30","0",
"BLOCK 910 (CIANO)","2019-03-20","05:00:00","10.22","11.04","9.33","96.57","0.00","0.00","1.99","128.65","1003.33","0",
"BLOCK 910 (CIANO)","2019-03-20","06:00:00","9.87","10.49","8.91","96.03","0.00","20.02","4.18","153.63","1003.90","0",
"BLOCK 910 (CIANO)","2019-03-20","07:00:00","13.03","15.98","10.49","90.08","0.00","194.53","3.99","147.71","1004.65","0.07",
"BLOCK 910 (CIANO)","2019-03-20","08:00:00","18.84","20.99","15.99","75.66","0.00","399.95","5.01","123.83","1005.62","0.22",
"BLOCK 910 (CIANO)","2019-03-20","09:00:00","22.70","24.56","20.88","57.29","0.00","600.45","4.41","118.66","1006.39","0.40",
"BLOCK 910 (CIANO)","2019-03-20","10:00:00","25.66","27.14","24.48","39.84","0.00","757.50","1.99","44.41","1006.16","0.54",
"BLOCK 910 (CIANO)","2019-03-20","11:00:00","28.10","28.96","26.86","33.52","0.00","856.67","4.22","285.43","1006.37","0.68",
"BLOCK 910 (CIANO)","2019-03-20","12:00:00","29.15","30.20","28.26","35.24","0.00","886.33","5.75","278.77","1005.93","0.73",
"BLOCK 910 (CIANO)","2019-03-20","13:00:00","30.11","30.83","29.05","32.76","0.00","845.33","7.00","251.11","1005.25","0.75",
"BLOCK 910 (CIANO)","2019-03-20","14:00:00","30.14","30.85","29.42","36.85","0.00","739.72","8.77","249.14","1004.70","0.70",
"BLOCK 910 (CIANO)","2019-03-20","15:00:00","29.47","30.05","28.82","35.54","0.00","592.12","8.40","244.87","1004.35","0.62",
"BLOCK 910 (CIANO)","2019-03-20","16:00:00","28.62","29.09","27.77","35.01","0.00","401.95","7.49","251.28","1004.07","0.49",
"BLOCK 910 (CIANO)","2019-03-20","17:00:00","26.86","28.15","25.45","40.91","0.00","193.30","5.97","255.74","1003.83","0.31",
"BLOCK 910 (CIANO)","2019-03-20","18:00:00","22.59","25.52","20.26","54.13","0.00","17.84","1.08","259.42","1003.77","0.01",
"BLOCK 910 (CIANO)","2019-03-20","19:00:00","17.56","20.24","16.14","73.42","0.00","0.00","1.71","147.68","1003.64","0.01",
"BLOCK 910 (CIANO)","2019-03-20","20:00:00","15.16","16.30","14.23","84.82","0.00","0.00","1.41","130.01","1004.06","0.02",
"BLOCK 910 (CIANO)","2019-03-20","21:00:00","13.66","14.87","11.94","85.07","0.00","0.00","2.66","140.72","1004.55","0.03",
"BLOCK 910 (CIANO)","2019-03-20","22:00:00","12.12","13.13","11.12","91.50","0.00","0.00","1.07","149.43","1004.87","0.01",
"BLOCK 910 (CIANO)","2019-03-20","23:00:00","10.76","11.59","10.19","93.95","0.00","0.00","1.05","133.13","1005.00","0.01",
"BLOCK 910 (CIANO)","2019-03-21","00:00:00","10.32","10.77","9.94","95.43","0.00","0.00","1.93","130.97","1005.00","0",
"BLOCK 910 (CIANO)","2019-03-21","01:00:00","10.77","11.33","10.18","95.02","0.00","0.00","2.39","153.00","1004.71","0",
"BLOCK 910 (CIANO)","2019-03-21","02:00:00","10.72","11.21","9.48","89.13","0.00","0.00","3.57","155.93","1004.55","0.00",
"BLOCK 910 (CIANO)","2019-03-21","03:00:00","9.23","9.80","8.78","90.98","0.00","0.00","2.53","147.80","1004.28","0",
"BLOCK 910 (CIANO)","2019-03-21","04:00:00","8.27","9.30","7.42","92.90","0.00","0.00","1.27","127.46","1004.20","0",
"BLOCK 910 (CIANO)","2019-03-21","05:00:00","7.88","8.35","7.08","93.07","0.00","0.00","2.12","338.48","1004.46","0",
"BLOCK 910 (CIANO)","2019-03-21","06:00:00","7.63","8.83","6.31","93.65","0.00","16.35","2.68","7.27","1004.84","0",
"BLOCK 910 (CIANO)","2019-03-21","07:00:00","11.51","13.79","8.83","84.55","0.00","191.05","4.70","11.34","1005.39","0.07",
"BLOCK 910 (CIANO)","2019-03-21","08:00:00","16.96","20.42","13.77","70.35","0.00","413.85","6.17","5.71","1006.02","0.22",
"BLOCK 910 (CIANO)","2019-03-21","09:00:00","22.75","24.55","20.45","44.01","0.00","615.38","8.43","358.21","1006.71","0.47",
"BLOCK 910 (CIANO)","2019-03-21","10:00:00","26.36","27.84","24.40","31.73","0.00","769.72","7.83","330.55","1006.77","0.65",
"BLOCK 910 (CIANO)","2019-03-21","11:00:00","28.17","28.96","27.37","32.58","0.00","868.67","8.23","282.41","1006.71","0.74",
"BLOCK 910 (CIANO)","2019-03-21","12:00:00","28.99","29.50","28.36","31.69","0.00","899.33","8.81","267.07","1006.13","0.78",
"BLOCK 910 (CIANO)","2019-03-21","13:00:00","29.67","30.42","29.22","30.29","0.00","861.00","9.45","270.87","1005.21","0.79",
"BLOCK 910 (CIANO)","2019-03-21","14:00:00","30.01","30.53","29.34","32.68","0.00","757.35","10.00","264.87","1004.34","0.74",
"BLOCK 910 (CIANO)","2019-03-21","15:00:00","28.86","29.88","27.27","37.58","0.00","597.55","10.31","261.37","1003.83","0.62",
"BLOCK 910 (CIANO)","2019-03-21","16:00:00","25.44","27.22","24.11","42.66","0.00","348.68","11.32","267.49","1003.75","0.44",
"BLOCK 910 (CIANO)","2019-03-21","17:00:00","22.57","24.54","21.41","49.47","0.00","159.15","7.94","264.62","1003.90","0.25",
"BLOCK 910 (CIANO)","2019-03-21","18:00:00","19.31","22.25","17.60","59.50","0.00","25.24","4.91","274.64","1004.12","0.10",
"BLOCK 910 (CIANO)","2019-03-21","19:00:00","16.21","17.59","14.94","72.55","0.00","0.00","2.65","319.15","1004.14","0.03",
"BLOCK 910 (CIANO)","2019-03-21","20:00:00","14.07","14.94","13.40","79.51","0.00","0.00","0.54","86.36","1004.50","0.02",
"BLOCK 910 (CIANO)","2019-03-21","21:00:00","14.56","15.44","12.58","78.75","0.00","0.00","0.69","172.87","1004.73","0.02",
"BLOCK 910 (CIANO)","2019-03-21","22:00:00","12.23","13.06","11.74","88.77","0.00","0.00","0.20","80.04","1004.60","0.01",
"BLOCK 910 (CIANO)","2019-03-21","23:00:00","11.10","12.66","10.42","89.22","0.00","0.00","1.63","140.81","1004.70","0.02",
"BLOCK 910 (CIANO)","2019-03-22","00:00:00","10.53","11.06","9.76","91.87","0.00","0.00","1.52","148.65","1004.63","0",
"BLOCK 910 (CIANO)","2019-03-22","01:00:00","10.25","10.79","9.80","94.20","0.00","0.00","3.51","309.68","1004.28","0",
"BLOCK 910 (CIANO)","2019-03-22","02:00:00","10.19","10.73","9.77","95.67","0.00","0.00","3.55","304.77","1003.89","0",
"BLOCK 910 (CIANO)","2019-03-22","03:00:00","8.33","9.77","7.50","95.97","0.00","0.00","2.04","33.76","1003.43","0",
"BLOCK 910 (CIANO)","2019-03-22","04:00:00","8.11","8.83","7.50","96.53","0.00","0.00","0.80","20.52","1003.49","0",
"BLOCK 910 (CIANO)","2019-03-22","05:00:00","7.69","9.15","6.98","96.63","0.00","0.00","0.76","238.31","1003.91","0",
"BLOCK 910 (CIANO)","2019-03-22","06:00:00","9.31","9.68","8.32","95.93","0.00","24.67","2.29","301.91","1004.63","0",
"BLOCK 910 (CIANO)","2019-03-22","07:00:00","11.53","15.05","8.33","90.27","0.00","207.37","1.56","25.97","1005.43","0.07",
"BLOCK 910 (CIANO)","2019-03-22","08:00:00","16.86","18.86","14.88","68.96","0.00","432.18","4.16","317.63","1006.53","0.23",
"BLOCK 910 (CIANO)","2019-03-22","09:00:00","20.55","22.41","18.43","56.37","0.00","590.20","4.99","298.13","1007.27","0.37",
"BLOCK 910 (CIANO)","2019-03-22","10:00:00","23.48","24.75","22.29","44.94","0.00","686.33","5.53","288.06","1007.46","0.49",
"BLOCK 910 (CIANO)","2019-03-22","11:00:00","25.30","27.24","23.77","40.75","0.00","715.22","5.92","270.75","1006.98","0.55",
"BLOCK 910 (CIANO)","2019-03-22","12:00:00","27.33","28.04","26.53","30.94","0.00","782.65","6.20","268.55","1006.47","0.66",
"BLOCK 910 (CIANO)","2019-03-22","13:00:00","27.62","29.27","26.49","29.79","0.00","686.20","7.99","263.94","1005.62","0.65",
"BLOCK 910 (CIANO)","2019-03-22","14:00:00","28.56","29.25","27.69","27.05","0.00","771.62","9.62","262.98","1005.19","0.74",
"BLOCK 910 (CIANO)","2019-03-22","15:00:00","27.73","28.48","26.73","31.93","0.00","595.40","11.07","255.02","1004.82","0.64",
"BLOCK 910 (CIANO)","2019-03-22","16:00:00","26.24","27.22","25.22","34.78","0.00","399.15","9.26","261.18","1004.71","0.49",
"BLOCK 910 (CIANO)","2019-03-22","17:00:00","23.98","25.25","22.40","44.04","0.00","192.95","7.01","263.51","1004.72","0.29",
"BLOCK 910 (CIANO)","2019-03-22","18:00:00","19.27","22.41","17.01","58.86","0.00","31.80","5.95","265.21","1004.92","0.12",
"BLOCK 910 (CIANO)","2019-03-22","19:00:00","15.68","17.00","14.42","70.22","0.00","0.01","4.47","278.25","1005.26","0.04",
"BLOCK 910 (CIANO)","2019-03-22","20:00:00","12.84","14.42","11.63","81.17","0.00","0.00","1.38","7.77","1005.80","0.03",
"BLOCK 910 (CIANO)","2019-03-22","21:00:00","11.68","12.42","11.20","83.42","0.00","0.00","2.18","174.90","1005.95","0.03",
"BLOCK 910 (CIANO)","2019-03-22","22:00:00","10.58","12.97","9.71","87.50","0.00","0.00","1.56","103.98","1006.12","0.02",
"BLOCK 910 (CIANO)","2019-03-22","23:00:00","10.53","11.00","10.01","88.85","0.00","0.00","3.88","145.98","1006.13","0.03",
"BLOCK 910 (CIANO)","2019-03-23","00:00:00","9.56","10.67","8.67","89.25","0.00","0.00","1.44","124.93","1005.97","0",
"BLOCK 910 (CIANO)","2019-03-23","01:00:00","9.89","11.29","8.45","91.63","0.00","0.00","3.87","168.40","1005.51","0.00",
"BLOCK 910 (CIANO)","2019-03-23","02:00:00","8.52","9.99","7.73","92.78","0.00","0.00","2.09","116.71","1004.98","0",
"BLOCK 910 (CIANO)","2019-03-23","03:00:00","8.67","9.02","8.25","95.02","0.00","0.00","2.14","140.03","1004.70","0",
