Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
"BLOCK 910 (CIANO)","2018-12-22","14:00:00","27.96","29.13","26.81","35.70","0.00","450.73","7.02","231.95","1005.29","0.50",
"BLOCK 910 (CIANO)","2018-12-22","15:00:00","25.93","27.10","25.31","41.24","0.00","225.83","9.49","245.46","1005.32","0.38",
"BLOCK 910 (CIANO)","2018-12-22","16:00:00","24.74","25.45","24.04","42.90","0.00","105.59","7.80","256.83","1005.91","0.28",
"BLOCK 910 (CIANO)","2018-12-22","17:00:00","22.23","24.07","20.37","47.59","0.00","18.97","3.04","251.20","1005.95","0.09",
"BLOCK 910 (CIANO)","2018-12-22","18:00:00","17.90","20.61","16.00","60.04","0.00","0.00","0.49","247.08","1005.84","0",
"BLOCK 910 (CIANO)","2018-12-22","19:00:00","17.10","18.91","14.34","67.70","0.00","0.00","2.57","277.55","1005.90","0.03",
"BLOCK 910 (CIANO)","2018-12-22","20:00:00","13.02","14.79","12.05","75.25","0.00","0.00","1.57","105.49","1006.13","0.03",
"BLOCK 910 (CIANO)","2018-12-22","21:00:00","13.17","14.10","12.52","80.99","0.00","0.00","0.19","128.52","1006.60","0.01",
"BLOCK 910 (CIANO)","2018-12-22","22:00:00","13.05","13.95","12.05","77.58","0.00","0.00","2.64","350.77","1007.13","0.04",
"BLOCK 910 (CIANO)","2018-12-22","23:00:00","11.53","12.32","9.90","83.95","0.00","0.00","0.24","201.97","1007.01","0.01",
"BLOCK 910 (CIANO)","2018-12-23","00:00:00","10.69","12.58","8.72","87.50","0.00","0.00","0.75","15.05","1006.56","0",
"BLOCK 910 (CIANO)","2018-12-23","01:00:00","10.20","11.04","8.84","89.75","0.00","0.00","1.09","296.03","1006.16","0",
"BLOCK 910 (CIANO)","2018-12-23","02:00:00","8.56","10.46","7.54","91.17","0.00","0.00","0.60","69.27","1006.48","0",
"BLOCK 910 (CIANO)","2018-12-23","03:00:00","8.53","9.64","7.52","91.52","0.00","0.00","1.42","350.15","1006.58","0",
"BLOCK 910 (CIANO)","2018-12-23","04:00:00","9.71","10.63","7.90","90.13","0.00","0.00","1.70","324.24","1006.16","0",
"BLOCK 910 (CIANO)","2018-12-23","05:00:00","11.10","12.30","8.64","81.58","0.00","0.00","4.98","349.11","1006.10","0.03",
"BLOCK 910 (CIANO)","2018-12-23","06:00:00","8.15","9.51","7.05","86.80","0.00","0.03","1.67","40.80","1006.49","0",
"BLOCK 910 (CIANO)","2018-12-23","07:00:00","8.66","10.22","6.97","83.07","0.00","52.43","2.42","32.21","1006.95","0.01",
"BLOCK 910 (CIANO)","2018-12-23","08:00:00","12.86","15.96","10.01","70.15","0.00","250.45","3.44","75.80","1007.44","0.12",
"BLOCK 910 (CIANO)","2018-12-23","09:00:00","16.82","18.82","15.28","60.00","0.00","435.05","3.49","317.74","1008.31","0.25",
"BLOCK 910 (CIANO)","2018-12-23","10:00:00","20.78","22.62","18.64","49.06","0.00","575.63","4.60","312.63","1008.78","0.39",
"BLOCK 910 (CIANO)","2018-12-23","11:00:00","23.96","25.81","22.51","39.56","0.00","664.70","8.31","324.59","1007.99","0.53",
"BLOCK 910 (CIANO)","2018-12-23","12:00:00","26.52","27.54","25.62","34.01","0.00","560.13","9.64","303.25","1006.55","0.57",
"BLOCK 910 (CIANO)","2018-12-23","13:00:00","27.76","28.27","27.32","32.10","0.00","643.13","8.86","286.56","1005.67","0.63",
"BLOCK 910 (CIANO)","2018-12-23","14:00:00","28.48","29.04","27.82","29.31","0.00","538.70","10.60","292.38","1005.42","0.64",
"BLOCK 910 (CIANO)","2018-12-23","15:00:00","28.73","29.05","28.24","28.22","0.00","385.10","9.97","292.55","1005.17","0.57",
"BLOCK 910 (CIANO)","2018-12-23","16:00:00","27.46","28.91","25.66","35.23","0.00","199.82","9.78","267.82","1004.75","0.43",
"BLOCK 910 (CIANO)","2018-12-23","17:00:00","23.64","25.72","21.59","45.62","0.00","36.94","8.37","259.21","1004.82","0.24",
"BLOCK 910 (CIANO)","2018-12-23","18:00:00","19.92","21.58","18.59","63.52","0.00","0.02","7.78","260.89","1005.17","0.12",
"BLOCK 910 (CIANO)","2018-12-23","19:00:00","17.68","18.60","16.91","77.59","0.00","0.00","7.21","283.95","1005.25","0.06",
"BLOCK 910 (CIANO)","2018-12-23","20:00:00","16.47","16.91","15.91","82.07","0.00","0.00","4.53","311.16","1005.29","0.05",
"BLOCK 910 (CIANO)","2018-12-23","21:00:00","15.51","15.91","15.04","86.48","0.00","0.00","3.68","278.36","1005.31","0.04",
"BLOCK 910 (CIANO)","2018-12-23","22:00:00","13.53","15.15","11.28","89.73","0.00","0.00","1.17","342.85","1005.12","0.02",
"BLOCK 910 (CIANO)","2018-12-23","23:00:00","11.26","12.70","10.43","94.32","0.00","0.00","3.00","131.21","1004.98","0.02",
"BLOCK 910 (CIANO)","2018-12-24","00:00:00","10.51","11.50","9.93","94.28","0.00","0.00","4.71","150.38","1004.74","0",
"BLOCK 910 (CIANO)","2018-12-24","01:00:00","10.78","11.79","8.24","92.40","0.00","0.00","2.80","131.54","1004.73","0",
"BLOCK 910 (CIANO)","2018-12-24","02:00:00","8.41","9.20","7.99","92.25","0.00","0.00","2.65","56.76","1004.66","0",
"BLOCK 910 (CIANO)","2018-12-24","03:00:00","8.94","9.78","8.24","90.57","0.00","0.00","3.81","54.26","1004.29","0.00",
"BLOCK 910 (CIANO)","2018-12-24","04:00:00","9.42","11.70","7.24","90.20","0.00","0.00","2.24","344.94","1003.95","0",
"BLOCK 910 (CIANO)","2018-12-24","05:00:00","8.21","8.66","7.24","92.68","0.00","0.00","1.86","0.98","1003.92","0",
"BLOCK 910 (CIANO)","2018-12-24","06:00:00","8.08","8.73","7.51","94.10","0.00","0.02","2.41","252.71","1004.15","0",
"BLOCK 910 (CIANO)","2018-12-24","07:00:00","8.53","10.46","7.18","92.62","0.00","61.44","2.96","277.33","1004.77","0.01",
"BLOCK 910 (CIANO)","2018-12-24","08:00:00","11.72","13.53","10.46","81.00","0.00","257.00","4.21","320.00","1005.21","0.10",
"BLOCK 910 (CIANO)","2018-12-24","09:00:00","16.90","19.54","13.48","60.64","0.00","442.18","2.78","343.48","1005.86","0.25",
"BLOCK 910 (CIANO)","2018-12-24","10:00:00","20.81","22.07","19.20","43.17","0.00","584.70","4.51","290.02","1006.11","0.40",
"BLOCK 910 (CIANO)","2018-12-24","11:00:00","23.22","24.68","21.98","35.64","0.00","672.92","5.44","287.53","1005.31","0.51",
"BLOCK 910 (CIANO)","2018-12-24","12:00:00","25.52","26.85","24.41","29.37","0.00","688.80","5.77","310.88","1004.10","0.58",
"BLOCK 910 (CIANO)","2018-12-24","13:00:00","27.39","28.22","26.36","26.93","0.00","649.03","5.81","282.01","1003.29","0.60",
"BLOCK 910 (CIANO)","2018-12-24","14:00:00","28.24","28.69","27.64","26.77","0.00","543.52","7.17","264.11","1002.94","0.59",
"BLOCK 910 (CIANO)","2018-12-24","15:00:00","28.05","29.09","26.69","34.09","0.00","387.73","7.38","211.94","1002.56","0.48",
"BLOCK 910 (CIANO)","2018-12-24","16:00:00","26.59","27.19","26.02","46.54","0.00","199.47","6.59","209.67","1002.30","0.30",
"BLOCK 910 (CIANO)","2018-12-24","17:00:00","23.61","26.02","20.87","44.37","0.00","38.85","6.20","256.68","1002.50","0.20",
"BLOCK 910 (CIANO)","2018-12-24","18:00:00","19.17","20.86","17.59","61.27","0.00","0.03","6.46","242.60","1002.48","0.10",
"BLOCK 910 (CIANO)","2018-12-24","19:00:00","16.43","17.59","15.28","74.08","0.00","0.00","4.02","250.82","1002.44","0.04",
"BLOCK 910 (CIANO)","2018-12-24","20:00:00","13.52","15.26","10.73","83.78","0.00","0.00","1.26","190.31","1002.44","0.02",
"BLOCK 910 (CIANO)","2018-12-24","21:00:00","11.07","11.85","10.60","88.18","0.00","0.00","3.68","144.98","1002.59","0.03",
"BLOCK 910 (CIANO)","2018-12-24","22:00:00","11.18","11.82","9.99","89.32","0.00","0.00","5.62","151.85","1002.81","0.03",
"BLOCK 910 (CIANO)","2018-12-24","23:00:00","10.55","11.28","9.61","93.13","0.00","0.00","4.75","142.77","1002.73","0.02",
"BLOCK 910 (CIANO)","2018-12-25","00:00:00","11.31","11.63","10.84","96.22","0.00","0.00","3.00","139.74","1002.54","0",
"BLOCK 910 (CIANO)","2018-12-25","01:00:00","10.56","11.52","9.70","97.12","0.00","0.00","4.91","146.55","1002.56","0",
"BLOCK 910 (CIANO)","2018-12-25","02:00:00","9.31","10.17","8.18","95.92","0.00","0.00","4.12","134.11","1002.48","0",
"BLOCK 910 (CIANO)","2018-12-25","03:00:00","7.92","8.87","7.34","95.82","0.00","0.00","3.16","42.02","1002.18","0",
"BLOCK 910 (CIANO)","2018-12-25","04:00:00","7.60","8.86","6.59","95.68","0.10","0.00","3.24","39.68","1001.92","0",
"BLOCK 910 (CIANO)","2018-12-25","05:00:00","7.43","8.19","6.37","96.57","0.00","0.00","3.90","21.09","1001.62","0",
"BLOCK 910 (CIANO)","2018-12-25","06:00:00","7.59","8.48","6.33","96.98","0.00","0.02","2.74","22.80","1001.79","0",
"BLOCK 910 (CIANO)","2018-12-25","07:00:00","7.26","9.04","6.42","97.53","0.00","54.40","1.52","74.84","1002.10","0",
"BLOCK 910 (CIANO)","2018-12-25","08:00:00","12.33","15.74","9.03","89.27","0.00","252.07","1.02","67.66","1002.82","0.10",
"BLOCK 910 (CIANO)","2018-12-25","09:00:00","17.91","20.38","15.75","65.71","0.00","397.07","7.87","126.99","1003.33","0.24",
"BLOCK 910 (CIANO)","2018-12-25","10:00:00","21.53","22.80","20.15","55.86","0.00","519.12","11.11","149.59","1003.56","0.37",
"BLOCK 910 (CIANO)","2018-12-25","11:00:00","23.45","24.11","22.51","58.86","0.00","590.77","16.98","156.74","1002.72","0.41",
"BLOCK 910 (CIANO)","2018-12-25","12:00:00","24.69","25.60","23.78","55.84","0.00","602.28","13.79","168.76","1001.74","0.45",
"BLOCK 910 (CIANO)","2018-12-25","13:00:00","25.98","26.80","25.31","43.52","0.00","553.43","10.27","187.40","1000.99","0.51",
"BLOCK 910 (CIANO)","2018-12-25","14:00:00","26.21","27.00","25.78","36.13","0.00","462.42","11.95","195.32","1000.09","0.54",
"BLOCK 910 (CIANO)","2018-12-25","15:00:00","25.31","25.78","24.72","40.77","0.00","326.07","19.44","165.21","999.26","0.51",
"BLOCK 910 (CIANO)","2018-12-25","16:00:00","24.26","24.97","23.39","50.74","0.00","164.03","15.07","172.22","999.41","0.34",
"BLOCK 910 (CIANO)","2018-12-25","17:00:00","21.76","23.38","19.87","62.52","0.00","30.25","7.02","191.16","999.61","0.13",
"BLOCK 910 (CIANO)","2018-12-25","18:00:00","19.12","19.85","18.10","81.06","0.00","0.03","5.24","183.51","999.46","0.03",
"BLOCK 910 (CIANO)","2018-12-25","19:00:00","16.59","18.09","15.58","84.45","0.00","0.00","6.52","133.16","999.08","0.04",
"BLOCK 910 (CIANO)","2018-12-25","20:00:00","16.60","17.11","15.65","89.42","0.00","0.00","1.85","128.88","999.73","0.02",
"BLOCK 910 (CIANO)","2018-12-25","21:00:00","15.24","16.25","14.27","88.92","0.00","0.00","1.75","40.60","1000.11","0.02",
"BLOCK 910 (CIANO)","2018-12-25","22:00:00","15.84","16.64","14.50","91.60","0.00","0.00","1.08","311.29","1000.13","0.02",
"BLOCK 910 (CIANO)","2018-12-25","23:00:00","16.89","17.33","16.34","82.12","0.00","0.00","4.17","260.14","1000.34","0.05",
"BLOCK 910 (CIANO)","2018-12-26","00:00:00","15.81","16.75","14.98","74.83","0.00","0.00","5.27","271.93","1000.72","0.05",
"BLOCK 910 (CIANO)","2018-12-26","01:00:00","15.10","15.43","14.88","76.46","0.00","0.00","4.07","240.83","1001.12","0.04",
"BLOCK 910 (CIANO)","2018-12-26","02:00:00","15.67","15.89","15.31","74.43","0.00","0.00","4.88","255.09","1001.50","0.05",
"BLOCK 910 (CIANO)","2018-12-26","03:00:00","15.35","15.71","15.19","73.41","0.00","0.00","5.43","270.61","1001.77","0.06",
"BLOCK 910 (CIANO)","2018-12-26","04:00:00","15.06","15.84","13.71","72.59","0.00","0.00","5.25","265.08","1001.88","0.06",
"BLOCK 910 (CIANO)","2018-12-26","05:00:00","13.21","13.83","11.41","81.21","0.00","0.00","3.04","309.30","1002.13","0.01",
"BLOCK 910 (CIANO)","2018-12-26","06:00:00","12.51","13.29","11.72","83.60","0.00","0.03","3.11","352.10","1003.00","0",
"BLOCK 910 (CIANO)","2018-12-26","07:00:00","12.58","13.25","11.63","80.57","0.00","40.95","1.56","324.09","1003.87","0.00",
"BLOCK 910 (CIANO)","2018-12-26","08:00:00","15.70","17.70","13.25","72.04","0.00","223.42","3.28","279.34","1004.78","0.12",
"BLOCK 910 (CIANO)","2018-12-26","09:00:00","18.33","19.22","17.57","63.10","0.00","393.85","7.48","292.88","1005.77","0.25",
"BLOCK 910 (CIANO)","2018-12-26","10:00:00","19.41","20.10","18.96","54.66","0.00","502.70","7.91","300.19","1006.07","0.33",
"BLOCK 910 (CIANO)","2018-12-26","11:00:00","20.18","20.85","19.66","45.77","0.00","610.37","7.75","319.66","1005.61","0.42",
"BLOCK 910 (CIANO)","2018-12-26","12:00:00","20.45","21.22","19.46","43.63","0.00","519.05","7.17","298.86","1004.82","0.39",
"BLOCK 910 (CIANO)","2018-12-26","13:00:00","21.15","21.97","20.20","41.04","0.00","561.03","6.72","284.29","1004.14","0.42",
"BLOCK 910 (CIANO)","2018-12-26","14:00:00","21.71","22.53","21.32","38.70","0.00","456.93","5.35","311.95","1003.71","0.38",
"BLOCK 910 (CIANO)","2018-12-26","15:00:00","21.94","23.11","21.53","37.13","0.00","326.40","7.57","289.33","1003.59","0.36",
"BLOCK 910 (CIANO)","2018-12-26","16:00:00","21.68","22.66","20.60","37.12","0.00","165.32","7.70","276.22","1003.70","0.29",
"BLOCK 910 (CIANO)","2018-12-26","17:00:00","19.03","20.60","17.59","49.41","0.00","30.55","10.53","261.98","1003.64","0.21",
"BLOCK 910 (CIANO)","2018-12-26","18:00:00","16.50","17.59","15.57","60.26","0.00","0.03","6.95","259.56","1003.89","0.10",
"BLOCK 910 (CIANO)","2018-12-26","19:00:00","14.96","15.58","14.41","69.34","0.00","0.00","5.96","275.31","1004.13","0.07",
"BLOCK 910 (CIANO)","2018-12-26","20:00:00","14.23","14.43","14.03","73.84","0.00","0.00","6.49","289.98","1004.31","0.08",
"BLOCK 910 (CIANO)","2018-12-26","21:00:00","13.24","14.15","11.28","77.87","0.00","0.00","4.50","311.79","1004.55","0.06",
"BLOCK 910 (CIANO)","2018-12-26","22:00:00","12.18","13.11","11.09","82.75","0.00","0.00","3.62","334.95","1004.58","0.04",
"BLOCK 910 (CIANO)","2018-12-26","23:00:00","12.47","13.26","10.05","80.78","0.00","0.00","4.29","334.52","1004.19","0.05",
"BLOCK 910 (CIANO)","2018-12-27","00:00:00","12.16","13.39","9.73","79.58","0.00","0.00","7.29","349.00","1003.82","0.04",
"BLOCK 910 (CIANO)","2018-12-27","01:00:00","12.07","12.56","11.39","76.10","0.00","0.00","5.88","339.70","1003.88","0.05",
"BLOCK 910 (CIANO)","2018-12-27","02:00:00","11.89","12.38","11.45","74.15","0.00","0.00","6.43","344.01","1003.81","0.05",
"BLOCK 910 (CIANO)","2018-12-27","03:00:00","11.58","12.33","10.82","74.25","0.00","0.00","6.50","340.84","1003.52","0.05",
"BLOCK 910 (CIANO)","2018-12-27","04:00:00","10.96","11.37","10.40","75.91","0.00","0.00","6.22","341.91","1003.15","0.05",
"BLOCK 910 (CIANO)","2018-12-27","05:00:00","9.43","10.38","8.44","81.98","0.00","0.00","5.60","315.37","1003.12","0.03",
"BLOCK 910 (CIANO)","2018-12-27","06:00:00","9.23","9.93","8.43","84.77","0.00","0.03","6.08","322.75","1003.71","0.01",
"BLOCK 910 (CIANO)","2018-12-27","07:00:00","9.41","10.51","8.36","81.88","0.00","48.16","3.27","350.51","1004.20","0.02",
"BLOCK 910 (CIANO)","2018-12-27","08:00:00","11.87","14.63","9.34","76.94","0.00","234.65","7.32","3.26","1004.38","0.11",
"BLOCK 910 (CIANO)","2018-12-27","09:00:00","16.05","17.35","14.55","61.65","0.00","400.37","6.11","349.43","1005.19","0.23",
"BLOCK 910 (CIANO)","2018-12-27","10:00:00","18.35","19.27","17.25","52.93","0.00","525.92","6.31","350.21","1005.26","0.33",
"BLOCK 910 (CIANO)","2018-12-27","11:00:00","19.87","20.72","18.95","47.62","0.00","603.60","8.40","325.83","1004.70","0.40",
"BLOCK 910 (CIANO)","2018-12-27","12:00:00","21.32","22.43","20.36","38.34","0.00","617.47","5.72","325.10","1003.63","0.45",
"BLOCK 910 (CIANO)","2018-12-27","13:00:00","22.15","22.90","21.40","34.23","0.00","570.50","6.05","281.96","1002.82","0.46",
"BLOCK 910 (CIANO)","2018-12-27","14:00:00","22.83","23.59","22.17","31.67","0.00","470.17","6.57","251.89","1002.48","0.44",
"BLOCK 910 (CIANO)","2018-12-27","15:00:00","22.78","23.37","22.17","30.85","0.00","327.28","7.45","237.86","1002.25","0.39",
"BLOCK 910 (CIANO)","2018-12-27","16:00:00","21.37","22.70","20.53","37.64","0.00","170.87","11.14","224.65","1002.20","0.34",
"BLOCK 910 (CIANO)","2018-12-27","17:00:00","18.88","20.52","16.93","43.51","0.00","35.27","8.44","227.75","1002.23","0.21",
"BLOCK 910 (CIANO)","2018-12-27","18:00:00","15.69","16.93","14.19","49.71","0.00","0.04","5.27","213.73","1002.09","0.10",
"BLOCK 910 (CIANO)","2018-12-27","19:00:00","13.36","14.29","10.99","55.98","0.00","0.00","3.79","189.45","1002.32","0.07",
"BLOCK 910 (CIANO)","2018-12-27","20:00:00","9.56","10.97","8.37","67.14","0.00","0.00","2.81","113.51","1002.06","0.05",
"BLOCK 910 (CIANO)","2018-12-27","21:00:00","9.09","10.71","8.17","72.24","0.00","0.00","3.56","133.49","1002.06","0.05",
"BLOCK 910 (CIANO)","2018-12-27","22:00:00","8.78","9.87","7.10","71.48","0.00","0.00","4.64","142.55","1002.58","0.06",
"BLOCK 910 (CIANO)","2018-12-27","23:00:00","8.78","10.36","7.49","75.21","0.00","0.00","8.05","123.13","1002.69","0.07",
"BLOCK 910 (CIANO)","2018-12-28","00:00:00","10.43","11.03","9.68","71.78","0.00","0.00","7.88","95.32","1002.75","0.06",
"BLOCK 910 (CIANO)","2018-12-28","01:00:00","10.28","11.22","9.50","70.49","0.00","0.00","6.17","115.55","1002.79","0.06",
"BLOCK 910 (CIANO)","2018-12-28","02:00:00","11.79","12.30","11.13","62.60","0.00","0.00","9.07","110.62","1002.84","0.10",
"BLOCK 910 (CIANO)","2018-12-28","03:00:00","12.14","12.60","11.65","60.75","0.00","0.00","11.34","107.73","1002.78","0.12",
"BLOCK 910 (CIANO)","2018-12-28","04:00:00","12.88","13.13","12.55","59.24","0.00","0.00","10.36","109.09","1002.65","0.12",
"BLOCK 910 (CIANO)","2018-12-28","05:00:00","12.72","13.14","12.32","59.32","0.00","0.00","7.11","119.52","1002.95","0.10",
"BLOCK 910 (CIANO)","2018-12-28","06:00:00","12.31","12.58","12.10","63.20","0.00","0.00","5.85","130.46","1003.45","0.08",
"BLOCK 910 (CIANO)","2018-12-28","07:00:00","12.96","13.69","12.48","60.73","0.00","22.11","4.82","111.82","1004.22","0.07",
"BLOCK 910 (CIANO)","2018-12-28","08:00:00","15.39","17.27","13.55","54.15","0.00","153.52","1.46","51.92","1004.92","0.09",
"BLOCK 910 (CIANO)","2018-12-28","09:00:00","16.93","17.83","15.99","51.26","0.00","193.08","5.32","130.10","1005.61","0.18",
"BLOCK 910 (CIANO)","2018-12-28","10:00:00","19.54","20.50","17.73","48.01","0.00","491.43","5.86","140.05","1005.81","0.34",
"BLOCK 910 (CIANO)","2018-12-28","11:00:00","20.98","22.20","20.28","51.47","0.00","594.37","3.31","226.85","1005.16","0.38",
"BLOCK 910 (CIANO)","2018-12-28","12:00:00","21.20","22.17","20.50","50.70","0.00","428.08","2.77","231.83","1004.06","0.29",
"BLOCK 910 (CIANO)","2018-12-28","13:00:00","21.75","22.77","20.44","48.28","0.00","421.63","5.92","218.13","1003.39","0.34",
"BLOCK 910 (CIANO)","2018-12-28","14:00:00","21.52","22.99","20.56","48.37","0.00","263.05","7.27","248.34","1003.28","0.28",
"BLOCK 910 (CIANO)","2018-12-28","15:00:00","21.78","22.60","20.98","48.69","0.00","250.30","7.21","247.98","1003.33","0.28",
"BLOCK 910 (CIANO)","2018-12-28","16:00:00","21.10","22.87","20.20","51.10","0.00","149.68","10.91","251.34","1003.74","0.26",
"BLOCK 910 (CIANO)","2018-12-28","17:00:00","18.93","20.23","17.61","55.70","0.00","28.22","10.13","265.89","1004.14","0.18",
"BLOCK 910 (CIANO)","2018-12-28","18:00:00","16.72","17.62","15.73","59.37","0.00","0.04","5.83","271.09","1004.55","0.09",
"BLOCK 910 (CIANO)","2018-12-28","19:00:00","14.91","15.72","14.31","62.90","0.00","0.00","4.02","293.41","1004.71","0.06",
"BLOCK 910 (CIANO)","2018-12-28","20:00:00","13.61","14.68","12.62","68.30","0.00","0.00","3.84","284.83","1004.76","0.07",
"BLOCK 910 (CIANO)","2018-12-28","21:00:00","12.17","12.73","11.71","74.83","0.00","0.00","3.19","324.75","1004.91","0.05",
"BLOCK 910 (CIANO)","2018-12-28","22:00:00","10.72","12.23","9.76","79.99","0.00","0.00","1.96","17.94","1005.18","0.03",
"BLOCK 910 (CIANO)","2018-12-28","23:00:00","11.09","11.92","10.08","82.07","0.00","0.00","2.59","334.09","1005.08","0.03",
"BLOCK 910 (CIANO)","2018-12-29","00:00:00","11.35","12.06","9.81","78.95","0.00","0.00","3.85","340.95","1005.12","0.02",
"BLOCK 910 (CIANO)","2018-12-29","01:00:00","10.96","11.77","9.83","77.16","0.00","0.00","4.77","345.86","1005.29","0.03",
"BLOCK 910 (CIANO)","2018-12-29","02:00:00","10.92","12.04","8.93","75.20","0.00","0.00","6.37","319.91","1005.48","0.05",
"BLOCK 910 (CIANO)","2018-12-29","03:00:00","9.54","10.75","8.88","80.69","0.00","0.00","5.88","320.80","1005.50","0.03",
"BLOCK 910 (CIANO)","2018-12-29","04:00:00","10.67","11.16","9.85","65.26","0.00","0.00","5.80","330.59","1005.40","0.07",
"BLOCK 910 (CIANO)","2018-12-29","05:00:00","9.70","10.55","9.03","53.30","0.00","0.00","7.17","315.73","1005.93","0.10",
"BLOCK 910 (CIANO)","2018-12-29","06:00:00","9.35","10.20","8.71","49.16","0.00","0.00","6.58","323.90","1006.68","0.10",
"BLOCK 910 (CIANO)","2018-12-29","07:00:00","8.63","10.10","7.98","52.38","0.00","30.42","7.15","303.77","1007.39","0.10",
"BLOCK 910 (CIANO)","2018-12-29","08:00:00","10.18","11.77","8.35","50.37","0.00","229.08","8.84","316.07","1008.05","0.17",
"BLOCK 910 (CIANO)","2018-12-29","09:00:00","13.52","15.18","11.69","40.38","0.00","402.57","9.97","311.70","1008.63","0.28",
"BLOCK 910 (CIANO)","2018-12-29","10:00:00","15.59","16.64","15.00","31.19","0.00","535.08","10.89","305.69","1009.05","0.38",
"BLOCK 910 (CIANO)","2018-12-29","11:00:00","17.28","18.22","16.10","27.41","0.00","603.30","11.49","298.82","1008.62","0.45",
"BLOCK 910 (CIANO)","2018-12-29","12:00:00","18.44","19.10","17.98","22.78","0.00","624.83","11.99","295.09","1007.41","0.50",
"BLOCK 910 (CIANO)","2018-12-29","13:00:00","18.85","19.34","18.38","20.93","0.00","581.55","14.35","291.75","1006.48","0.52",
"BLOCK 910 (CIANO)","2018-12-29","14:00:00","18.34","19.18","17.75","22.19","0.00","460.92","15.50","285.32","1006.04","0.48",
"BLOCK 910 (CIANO)","2018-12-29","15:00:00","17.97","18.57","17.56","20.79","0.00","327.52","13.94","279.18","1006.04","0.43",
"BLOCK 910 (CIANO)","2018-12-29","16:00:00","17.21","17.85","16.49","20.80","0.00","164.10","13.07","288.95","1005.89","0.37",
"BLOCK 910 (CIANO)","2018-12-29","17:00:00","15.10","16.50","13.45","24.92","0.00","30.26","10.70","285.83","1005.83","0.26",
"BLOCK 910 (CIANO)","2018-12-29","18:00:00","12.25","13.47","11.18","30.37","0.00","0.05","7.98","286.94","1005.83","0.17",
"BLOCK 910 (CIANO)","2018-12-29","19:00:00","10.32","11.22","9.69","34.99","0.00","0.00","6.75","297.48","1006.07","0.14",
"BLOCK 910 (CIANO)","2018-12-29","20:00:00","8.77","9.75","8.05","39.02","0.00","0.00","6.21","316.66","1006.15","0.14",
"BLOCK 910 (CIANO)","2018-12-29","21:00:00","7.89","8.36","7.04","38.79","0.00","0.00","8.07","308.96","1006.02","0.15",
"BLOCK 910 (CIANO)","2018-12-29","22:00:00","7.46","7.86","6.94","40.61","0.00","0.00","7.47","317.11","1005.87","0.14",
"BLOCK 910 (CIANO)","2018-12-29","23:00:00","6.93","7.50","6.37","42.68","0.00","0.00","6.28","316.98","1005.62","0.12",
"BLOCK 910 (CIANO)","2018-12-30","00:00:00","6.95","7.88","6.41","38.84","0.00","0.00","4.81","295.47","1005.22","0.09",
"BLOCK 910 (CIANO)","2018-12-30","01:00:00","5.79","6.63","5.13","42.71","0.00","0.00","3.65","296.13","1005.00","0.06",
"BLOCK 910 (CIANO)","2018-12-30","02:00:00","5.69","6.01","5.33","41.76","0.00","0.00","4.54","309.35","1004.88","0.08",
